N	2gram	Medvedev_F_3	Hudozhes
1	в мире	1	23
2	в качестве	1	19
3	и не	30	16
4	не только	9	15
5	и в	27	15
6	в том	7	15
7	может быть	25	13
8	в частности	1	13
9	при этом	8	12
10	и его	19	12
11	а в	1	12
12	но не	5	11
13	в этом	18	11
14	в себе	3	11
15	то же	15	10
16	по отношению	3	10
17	как бы	8	10
18	так и	21	10
19	а не	17	10
20	отношению к	3	10
21	но и	10	10
22	литературного произведения	4	9
23	точки зрения	16	9
24	в его	7	9
25	сводится к	5	8
26	себя в	1	8
27	я и	1	7
28	отличие от	2	7
29	но в	6	7
30	в принципе	1	7
31	внутренней речи	2	7
32	в отличие	2	7
33	в то	7	7
34	или иной	2	7
35	с другой	6	7
36	в искусстве	7	7
37	с его	2	6
38	том что	4	6
39	не в	12	6
40	в основе	3	6
41	же время	7	6
42	в ее	4	6
43	не сводится	1	6
44	не может	24	6
45	что в	8	6
46	в их	1	5
47	в самом	11	5
48	то что	8	5
49	художественной реальности	1	5
50	ни в	8	5
51	художественного творчества	2	5
52	тем самым	1	5
53	могут быть	4	5
54	той или	1	5
55	с ее	2	5
56	можно сказать	3	5
57	того что	3	5
58	природа литературы	1	5
59	только в	8	5
60	уже не	3	5
61	между ними	15	5
62	другой стороны	5	5
63	в нем	15	5
64	героя и	2	5
65	отношения к	2	4
66	и то	1	4
67	мы имеем	1	4
68	место в	10	4
69	высказывания в	1	4
70	говорить о	2	4
71	еще не	6	4
72	а только	1	4
73	хотя и	1	4
74	сознания в	1	4
75	и как	4	4
76	роли в	1	4
77	он не	1	4
78	без исключения	5	4
79	и тем	3	4
80	в слове	4	4
81	в этих	3	4
82	в своей	6	4
83	эстетический объект	1	4
84	входит в	8	4
85	между тем	7	4
86	аналогичным образом	1	4
87	искусства в	3	4
88	в форме	1	4
89	художественного восприятия	2	4
90	во времени	1	4
91	для него	1	4
92	со стороны	4	4
93	к которому	2	4
94	прежде всего	4	4
95	а на	2	4
96	не знает	1	4
97	произведения искусства	1	4
98	как это	4	4
99	к тому	4	4
100	сказать что	3	4
101	художественного произведения	7	3
102	того же	3	3
103	со своей	1	3
104	и ее	6	3
105	в целом	4	3
106	в виду	3	3
107	герой не	1	3
108	в художественном	5	3
109	или иного	1	3
110	не следует	3	3
111	одно и	1	3
112	лишь в	9	3
113	его в	7	3
114	это не	3	3
115	этом смысле	2	3
116	в единое	1	3
117	как и	14	3
118	одного и	1	3
119	с точки	14	3
120	но он	1	3
121	тем не	2	3
122	их в	3	3
123	однако в	2	3
124	автора и	1	3
125	в отношении	2	3
126	не менее	7	3
127	литературы как	1	3
128	всех без	1	3
129	как раз	8	3
130	потому что	7	3
131	имеет место	3	3
132	не будет	1	3
133	в произведении	3	3
134	в пределах	8	3
135	так в	2	3
136	к его	3	3
