N	3gram	Trubetskoy_1	EvropaiE
1	с точки зрения	6	16
2	в то же	2	15
3	то же время	2	14
4	и в то	1	8
5	с одной стороны	7	8
6	в том что	3	6
7	с этой точки	2	5
8	так же как	3	5
9	этой точки зрения	2	5
10	для того чтобы	5	5
11	бы то ни	2	4
12	то ни было	2	4
13	и в этом	2	4
14	той или иной	2	4
15	в этом отношении	2	3
16	друг с другом	5	3
17	во всяком случае	6	3
18	можно сказать что	2	3
19	заключает в себе	2	3
20	сказать что в	1	2
21	с течением времени	3	2
22	по своему характеру	1	2
23	в данном случае	1	2
24	но в то	1	2
25	по сравнению с	2	2
26	и только в	1	2
27	так и в	1	2
28	с другой стороны	1	2
29	не может быть	1	2
30	в свою очередь	1	2
31	в одном из	1	2
32	народов земного шара	1	2
33	на то что	2	2
34	процессе исторической эволюции	1	1
35	и того же	1	1
36	не может не	1	1
37	являются не только	1	1
38	что в этом	1	1
39	русской жизни и	1	1
40	весьма вероятно что	1	1
41	чуть ли не	1	1
42	поворот к востоку	1	1
43	более или менее	5	1
44	но если в	1	1
45	которые по своему	1	1
46	в соответствии с	1	1
47	в эту эпоху	1	1
48	в отличие от	1	1
49	и далее в	1	1
50	поскольку они являются	1	1
51	в смысле завершения	1	1
52	с тем что	1	1
53	что мы знаем	1	1
54	том числе и	4	1
55	и для того	2	1
56	несмотря на его	1	1
57	в этот период	1	1
58	в значительной мере	2	1
59	в этом процессе	1	1
60	то или иное	2	1
61	может быть и	2	1
62	в силу этого	1	1
63	что в течение	1	1
64	как бы то	2	1
65	между тем с	1	1
66	на этот раз	1	1
67	и тот же	1	1
68	смысле этого слова	1	1
69	что начиная с	1	1
70	что в таком	1	1
71	хотя бы с	1	1
72	в связи с	3	1
73	в процессе исторической	1	1
74	друг к другу	1	1
75	до настоящего времени	1	1
76	что в области	1	1
77	на одну доску	1	1
78	мы видели что	1	1
79	есть ли это	1	1
80	один и тот	1	1
81	в то время	1	1
82	тем с точки	1	1
83	более низкую чем	1	1
84	нельзя сказать чтобы	1	1
85	в отношении их	1	1
86	но и для	2	1
87	и связанного с	1	1
88	именно потому что	1	1
89	речь идет о	1	1
90	не более как	1	1
91	одного и того	1	1
92	в том числе	5	1
93	в себе не	1	1
94	к тому же	4	1
95	только тогда когда	1	1
