N	2gram	Ircho_Kome_2	Myshleni
1	в развитии	2	28
2	то что	6	26
3	в этом	10	25
4	что он	5	25
5	потому что	6	21
6	таким образом	6	19
7	точки зрения	4	18
8	в том	11	18
9	не может	3	18
10	того чтобы	6	17
11	не только	7	16
12	и в	26	16
13	так как	4	16
14	что в	9	16
15	том что	9	15
16	так же	1	15
17	для того	5	14
18	в сущности	1	13
19	между собой	1	13
20	сказать что	1	13
21	вопрос о	3	12
22	по отношению	3	12
23	в области	1	12
24	и что	2	12
25	и не	14	12
26	отношению к	3	12
27	из того	1	11
28	отношение к	2	11
29	в его	4	11
30	но не	3	10
31	в силу	2	10
32	было бы	8	10
33	как мы	4	10
34	только в	4	10
35	а не	1	10
36	с помощью	1	10
37	с точки	1	9
38	может быть	11	9
39	то же	3	8
40	как и	4	8
41	если бы	9	8
42	тем самым	1	8
43	в основе	1	8
44	о том	6	8
45	он не	2	8
46	как это	4	8
47	того же	3	7
48	и есть	2	7
49	представляет собой	1	7
50	в нем	6	7
51	по себе	1	7
52	приводит к	1	7
53	так и	12	7
54	если мы	1	7
55	с другом	2	7
56	друг с	2	7
57	и на	7	6
58	но в	3	6
59	в этой	3	6
60	как он	3	6
61	в другом	1	6
62	но если	3	6
63	не в	2	6
64	и следовательно	1	6
65	мы можем	3	6
66	у него	4	6
67	но и	10	6
68	речи и	1	6
69	в той	2	6
70	в какой	2	6
71	к тому	12	6
72	мере в	1	5
73	как в	3	5
74	в своем	6	5
75	в которой	5	5
76	на все	1	5
77	тому что	4	5
78	с ним	1	5
79	самого начала	1	5
80	в то	6	5
81	того как	3	5
82	в деятельности	1	5
83	никогда не	1	5
84	ничего не	1	5
85	с самого	2	5
86	можно было	4	5
87	по сравнению	1	5
88	же мере	1	5
89	но мы	1	5
90	обе эти	1	5
91	тот же	2	5
92	хотя бы	2	5
93	для него	1	5
94	тем что	3	5
95	сравнению с	1	5
96	как бы	2	5
97	не является	2	5
98	еще более	2	5
99	не знает	1	5
100	как известно	2	4
101	той же	3	4
102	время как	2	4
103	друг от	1	4
104	опирается на	1	4
105	в самом	4	4
106	все эти	1	4
107	с их	4	4
108	это не	2	4
109	не имеет	3	4
110	от друга	1	4
111	в пределах	1	4
112	еще не	6	4
113	не означает	1	4
114	в новой	1	4
115	в качестве	5	4
116	так что	5	4
117	и их	3	4
118	то время	3	4
119	речь и	1	4
120	с другой	2	4
121	именно в	1	4
122	к которому	1	4
123	на этот	4	4
124	вместе с	9	4
125	в состоянии	1	4
126	с этой	3	4
127	в целом	4	4
128	мы видим	1	4
129	в результате	1	4
130	бы в	2	4
131	тем более	1	4
132	в системе	1	4
133	в свою	1	4
134	самом деле	1	3
135	в первом	2	3
136	отношения между	1	3
137	мы не	2	3
138	говорить о	2	3
139	вместо того	1	3
140	по своему	2	3
141	если в	2	3
142	ответ на	3	3
143	с этим	5	3
144	все же	4	3
145	как уже	1	3
146	и как	1	3
147	в действительности	2	3
148	пути развития	1	3
149	на этом	2	3
150	не умеет	1	3
151	с тем	5	3
152	мы видели	1	3
153	в этих	4	3
154	таким же	1	3
155	в их	3	3
156	сих пор	2	3
157	и более	1	3
158	из которых	3	3
159	не менее	4	3
160	до конца	1	3
161	что эта	1	3
162	идет в	1	3
163	вытекает из	1	3
164	больше чем	5	3
165	по своей	1	3
166	и является	1	3
167	и его	12	3
168	связи с	3	3
169	приходит к	1	3
170	свою очередь	1	3
171	в себя	1	3
172	еще в	4	3
173	и с	5	3
174	никак не	1	3
175	до сих	2	3
176	в чем	1	3
177	этих двух	1	3
178	к нему	3	3
179	что и	7	3
180	одной из	4	3
181	между тем	4	3
182	с одной	2	3
183	речь в	1	3
184	он имеет	1	3
185	мы знаем	3	3
186	в известной	1	3
187	в одном	2	3
188	а в	3	3
189	от того	2	3
190	на примере	1	3
191	на которые	1	3
192	говорит о	1	3
193	прежде всего	4	3
194	не на	1	3
195	в частности	4	3
196	чем в	2	3
197	по существу	1	3
198	содержится в	1	3
199	одной стороны	2	3
200	к его	2	3
201	как на	1	3
202	к этому	5	3
203	отношения к	1	2
204	одним из	2	2
