N	3gram	Vygotskiy__5	EvropaiE
1	с точки зрения	9	16
2	в то же	1	15
3	с одной стороны	3	8
4	одной стороны и	1	6
5	в том что	11	6
6	с этой точки	4	5
7	так же как	7	5
8	этой точки зрения	4	5
9	для того чтобы	14	5
10	того или иного	1	4
11	само по себе	2	4
12	той или иной	1	4
13	в этом смысле	1	3
14	же как и	1	3
15	в этом отношении	5	3
16	можно было бы	3	3
17	в применении к	1	3
18	в известном смысле	7	3
19	друг с другом	7	3
20	во всяком случае	1	3
21	можно сказать что	5	3
22	или хотя бы	1	2
23	сказать что в	1	2
24	а тем более	1	2
25	только в том	1	2
26	из того что	4	2
27	к тому чтобы	4	2
28	и в частности	2	2
29	заключается в том	5	2
30	по нашему мнению	1	2
31	по сравнению с	5	2
32	так и в	1	2
33	с другой стороны	2	2
34	не может быть	3	2
35	в свою очередь	3	2
36	хотя бы в	2	2
37	друг от друга	4	2
38	приводит нас к	2	2
39	как мы видели	2	2
40	и связанное с	1	1
41	и того же	3	1
42	как и его	1	1
43	в той области	1	1
44	не может не	1	1
45	станем вдаваться в	1	1
46	связанное с ним	1	1
47	что в этом	1	1
48	мы хотели бы	1	1
49	только в пределах	2	1
50	в своем развитии	4	1
51	подобно этому и	1	1
52	более или менее	1	1
53	ответить на этот	1	1
54	в тех случаях	1	1
55	в том же	1	1
56	по самой природе	1	1
57	то что с	1	1
58	он мог бы	1	1
59	если так то	1	1
60	совершенно очевидно что	1	1
61	в лучшем случае	3	1
62	не станем вдаваться	1	1
63	то и другое	2	1
64	представление о том	1	1
65	того что мы	2	1
66	в отличие от	2	1
67	в отношении которых	1	1
68	тех случаях когда	1	1
69	что мы знаем	1	1
70	том числе и	1	1
71	кроме того что	1	1
72	в этот период	2	1
73	на этот вопрос	4	1
74	в этом процессе	1	1
75	в силу этого	1	1
76	но само по	1	1
77	не имеет никаких	1	1
78	так как хотя	1	1
79	но тем самым	1	1
80	во много раз	1	1
81	чтобы ответить на	1	1
82	и тот же	3	1
83	смысле этого слова	1	1
84	не могут быть	1	1
85	так и с	1	1
86	то время как	4	1
87	в связи с	1	1
88	друг к другу	1	1
89	интересующего нас вопроса	1	1
90	мы не станем	2	1
91	открытым вопрос о	1	1
92	в полной мере	1	1
93	вместо того чтобы	3	1
94	ничего иного кроме	1	1
95	один и тот	3	1
96	мы не можем	1	1
97	том смысле что	1	1
98	в то время	4	1
99	значение только в	1	1
100	все остальные области	1	1
101	как это мы	1	1
102	и тем самым	1	1
103	это значит что	4	1
104	они относятся к	1	1
105	и тем более	2	1
106	именно потому что	2	1
107	в их развитии	1	1
108	одного и того	3	1
109	нас к выводу	1	1
110	в том числе	1	1
111	к тому что	1	1
112	в том смысле	1	1
113	самым непосредственным образом	1	1
114	тех или иных	1	1
115	так и по	1	1
116	тех и других	1	1
117	независимо от того	1	1
118	поскольку это так	1	1
