N	3gram	Vygotskiy__4	Narrotol
1	не только в	1	6
2	в том что	12	5
3	к тому же	2	5
4	то же время	1	4
5	в то же	1	4
6	не может быть	1	4
7	по отношению к	1	3
8	подобно тому как	1	3
9	начала и конца	1	3
10	для того чтобы	19	3
11	речь идет о	2	3
12	о том что	10	2
13	в самом деле	7	2
14	внимание на то	2	2
15	то же самое	6	2
16	до сих пор	3	2
17	сами по себе	3	2
18	как раз в	4	2
19	дело в том	1	2
20	во всяком случае	3	2
21	в свою очередь	1	2
22	можно сказать что	1	2
23	на то что	6	2
24	раз в том	1	1
25	что иное как	1	1
26	мы можем обозначить	1	1
27	в обращении с	1	1
28	это то что	1	1
29	какой бы то	1	1
30	как она есть	2	1
31	а не все	1	1
32	том что на	1	1
33	же как и	1	1
34	с другой стороны	2	1
35	с точки зрения	4	1
36	указывает и на	1	1
37	и не может	1	1
38	и в то	1	1
39	перед мысленным взором	1	1
40	сам по себе	2	1
41	в той же	1	1
42	жизни и смерти	1	1
43	бы то ни	1	1
44	только то что	1	1
45	из того что	1	1
46	в сущности говоря	2	1
47	рассказе может быть	1	1
48	точно так же	3	1
49	одна из них	3	1
50	прежде всего тем	1	1
51	у него нет	1	1
52	не то что	3	1
53	как и на	1	1
54	мы узнаем о	2	1
55	в первый раз	3	1
56	то ни было	1	1
57	с одной стороны	3	1
58	говорит о своей	1	1
59	так как это	3	1
60	всего тем что	1	1
61	друг с другом	4	1
62	а с другой	1	1
63	именно это и	1	1
64	роль не только	1	1
65	всего рассказа а	1	1
66	тем же самым	1	1
67	из них не	1	1
68	и та же	2	1
69	одна и та	2	1
70	а не в	1	1
71	бы не было	1	1
72	самом деле в	1	1
73	и всякий другой	1	1
74	них не может	1	1
75	построена таким образом	1	1
76	к такого рода	1	1
77	мы не можем	1	1
78	то что мы	3	1
79	в зеркале в	1	1
80	как и всякий	1	1
81	и в самом	2	1
82	в конечном счете	1	1
83	ни одна из	1	1
84	но в этом	1	1
85	к тому что	5	1
86	на самом деле	5	1
87	мы уже знаем	2	1
88	в один голос	1	1
89	говорит нам о	1	1
90	и т д	2	1
