N	2gram	Vygotskiy__1	Literetu
1	а не	13	20
2	и в	31	19
3	может быть	22	17
4	в стихотворении	1	13
5	своего рода	1	13
6	то же	5	12
7	и не	16	11
8	как и	16	10
9	в том	30	10
10	но и	2	10
11	тогда как	1	9
12	в этом	12	9
13	состоит в	3	9
14	в то	5	9
15	в мире	1	9
16	не может	17	9
17	не только	13	8
18	в стихах	1	8
19	и даже	6	8
20	с другой	5	8
21	слова и	1	7
22	том что	16	7
23	так и	3	7
24	с одной	5	7
25	то что	32	7
26	и на	1	6
27	в себе	4	6
28	при этом	19	6
29	однако в	1	6
30	не менее	2	6
31	одной стороны	6	6
32	я не	1	5
33	столь же	4	5
34	но не	3	5
35	конечном счете	3	5
36	он не	3	5
37	одна из	4	5
38	в конечном	3	5
39	в качестве	2	5
40	для всех	4	5
41	у нас	4	5
42	то есть	26	5
43	того что	10	5
44	вместе с	8	5
45	мы не	12	4
46	того же	2	4
47	так что	5	4
48	отнюдь не	6	4
49	едва ли	1	4
50	человека в	1	4
51	для него	1	4
52	точки зрения	15	4
53	не в	11	4
54	даже в	2	4
55	в области	11	4
56	ли не	1	4
57	в ней	1	4
58	в его	6	4
59	один из	4	4
60	и других	3	4
61	прежде всего	4	4
62	в частности	3	4
63	в искусстве	4	4
64	жизни в	1	4
65	другой стороны	5	4
66	жизни и	3	4
67	что в	23	4
68	речь идет	3	3
69	и то	2	3
70	идет о	2	3
71	тем же	3	3
72	в сущности	10	3
73	во всех	1	3
74	как к	2	3
75	в этой	3	3
76	то и	2	3
77	в нем	2	3
78	но лишь	1	3
79	такой же	2	3
80	в их	1	3
81	том чтобы	7	3
82	с точки	2	3
83	тем самым	2	3
84	вплоть до	1	3
85	без остатка	2	3
86	никогда не	8	3
87	ничего не	2	3
88	х годов	5	3
89	и его	7	3
90	в себя	2	3
91	и с	2	3
92	быть может	1	3
93	отдельной личности	2	3
94	но с	1	3
95	в поэзии	2	3
96	а в	6	3
97	так как	18	3
98	этом отношении	2	3
99	и др	1	3
100	со стороны	4	3
101	по существу	4	3
102	но это	3	3
103	и для	5	3
104	обращается к	1	3
105	и как	2	3
106	что он	7	3
107	о себе	1	3
108	как на	3	3
109	ту же	2	2
110	и т	26	2
111	же как	4	2
112	принципиальное различие	1	2
113	поэзии и	2	2
114	той же	3	2
115	в первый	1	2
116	зависимость от	2	2
117	поэзия как	1	2
118	но как	2	2
119	если в	1	2
120	есть по	1	2
121	очевидно что	6	2
122	в художественном	3	2
123	все же	5	2
124	как уже	1	2
125	и наконец	1	2
126	и к	3	2
127	но в	3	2
128	то в	1	2
129	в целом	5	2
130	представляет собой	2	2
131	как он	2	2
132	подобно тому	5	2
133	не бывает	1	2
134	одно и	1	2
135	в каждом	3	2
136	а затем	1	2
137	искусство не	2	2
138	в жизни	2	2
139	в них	2	2
140	все равно	1	2
141	соответствии с	1	2
142	с этой	4	2
143	с тем	3	2
144	и еще	1	2
145	как бы	5	2
146	художественного творчества	6	2
147	в такой	2	2
148	и без	2	2
149	не к	1	2
150	мысли и	2	2
151	что я	4	2
152	по преимуществу	1	2
153	одном из	2	2
154	такую же	1	2
155	тем не	2	2
156	из нас	2	2
157	на два	2	2
158	в основе	2	2
159	но только	3	2
160	при взгляде	1	2
161	поэт говорит	1	2
162	перед ним	1	2
163	могут быть	11	2
164	все еще	1	2
165	для того	6	2
166	искусства есть	4	2
167	эстетических отношений	1	2
168	для себя	1	2
169	в виду	4	2
170	не могу	1	2
171	в ее	5	2
172	то как	1	2
173	еще не	1	2
174	о том	7	2
175	и что	8	2
176	для нас	5	2
177	а также	1	2
178	области искусства	2	2
179	а потому	3	2
180	и только	3	2
181	в русском	2	2
182	в него	2	2
183	было бы	6	2
184	могло бы	4	2
185	тот же	2	2
186	одной из	1	2
187	в какой	5	2
188	потому что	10	2
189	уже не	2	2
190	уже в	3	2
191	ни было	1	2
192	речь в	1	2
193	из них	2	2
194	был бы	5	2
195	одно из	2	2
196	не так	1	2
197	в одном	2	2
198	т п	16	2
199	в конце	3	2
200	что и	13	2
201	вовсе не	6	2
202	у него	4	2
203	как раз	2	2
204	я вижу	1	2
205	наконец в	2	2
206	себя и	2	2
207	не было	3	2
208	до конца	6	2
209	поскольку речь	1	2
210	могут служить	3	2
211	произведения искусства	1	2
212	искусства то	1	2
213	как это	4	2
214	из которых	3	2
215	и столь	1	2
216	к жизни	2	2
217	а если	1	2
218	тому как	7	2
219	и нет	1	2
220	к объекту	1	2
221	не является	5	2
222	в результате	4	2
223	а к	1	2
224	хотя бы	1	2
225	с ним	2	2
226	же в	1	2
227	из тех	1	2
228	себе не	3	2
229	к этой	2	2
230	в роли	1	2
231	в своих	4	2
232	он на	1	2
233	все что	3	2
234	том числе	1	2
235	и вновь	1	2
236	с новыми	1	1
237	в движение	1	1
238	совершенно справедливо	1	1
239	что образ	2	1
240	поэтической речи	1	1
241	это и	3	1
242	сказано что	1	1
243	от самого	1	1
244	в первом	1	1
245	прошлое и	1	1
246	должна быть	3	1
247	нам быть	1	1
248	из всех	2	1
249	мы имеем	4	1
250	и само	1	1
251	это совершенно	1	1
252	как мы	2	1
253	сведена к	2	1
254	на место	2	1
255	этого художественного	1	1
256	целым рядом	1	1
257	он как	1	1
258	эстетики и	2	1
259	привносит от	1	1
260	но даже	2	1
261	ему в	1	1
262	процессов в	1	1
263	к воссозданию	1	1
264	оказывается что	5	1
265	в основание	1	1
266	бы то	1	1
267	взгляде на	1	1
268	в чем	2	1
269	самом деле	9	1
270	то он	1	1
271	целом ряде	2	1
272	к творчеству	1	1
273	отличие от	4	1
274	за пределы	1	1
275	относится к	1	1
276	как в	9	1
277	стороны и	3	1
278	она как	2	1
279	этой точки	5	1
280	есть в	7	1
281	в полном	2	1
282	когда он	2	1
283	что по	3	1
284	я должен	1	1
285	не автора	1	1
286	и художественного	2	1
287	к числу	2	1
288	в действительности	1	1
289	и свою	1	1
290	человеческое общество	1	1
291	искусство и	4	1
292	и хотя	1	1
293	за собой	1	1
294	в самом	11	1
295	что это	6	1
296	у каждого	3	1
297	не оставляет	1	1
298	во многих	1	1
299	в известном	2	1
300	человек то	1	1
301	и те	1	1
302	на то	10	1
303	не следует	1	1
304	в статье	1	1
305	конце концов	3	1
306	же это	1	1
307	единственно нужное	1	1
308	и вот	3	1
309	вы в	1	1
310	никак не	4	1
311	именно такая	1	1
312	и сказал	1	1
313	что ни	1	1
314	и по	3	1
315	коллектива и	1	1
316	или иных	2	1
317	таким образом	20	1
318	различие между	4	1
319	со всеми	4	1
320	только не	3	1
321	не отменяет	1	1
322	его не	2	1
323	по выражению	1	1
324	искусства в	9	1
325	это не	1	1
326	он есть	1	1
327	она и	1	1
328	далеко не	2	1
329	в слове	3	1
330	мы видели	2	1
331	между собою	1	1
332	в не	1	1
333	ведет к	1	1
334	эпохи с	2	1
335	иначе говоря	5	1
336	со всей	1	1
337	в этих	4	1
338	освобождает от	1	1
339	в своей	3	1
340	поэтического творчества	1	1
341	он должен	1	1
342	для уяснения	2	1
343	себе а	3	1
344	в отличие	3	1
345	от себя	4	1
346	всякое художественное	3	1
347	общая для	1	1
348	при рассмотрении	1	1
349	их в	2	1
350	что этот	1	1
351	и позволяют	1	1
352	случае мы	1	1
353	тому что	4	1
354	что есть	2	1
355	не противоречит	1	1
356	сущности говоря	3	1
357	того как	1	1
358	к новым	1	1
359	и искусство	1	1
360	литературных явлений	1	1
361	эстетических ценностей	1	1
362	не испытывает	1	1
363	того и	1	1
364	казалось бы	2	1
365	имеем дело	1	1
366	этих двух	2	1
367	явление в	1	1
368	как награда	1	1
369	во всем	3	1
370	есть не	2	1
371	и теперь	2	1
372	связи с	1	1
373	в сознании	2	1
374	например все	1	1
375	что на	3	1
376	что позволяет	1	1
377	есть у	1	1
378	все то	3	1
379	не могут	3	1
380	искусства от	4	1
381	сравнительно с	1	1
382	в других	1	1
383	же самое	2	1
384	числе и	1	1
385	к тому	4	1
386	как для	1	1
387	мы ее	1	1
388	приходит к	2	1
389	можно и	1	1
390	и о	4	1
391	того чтобы	7	1
392	свою очередь	1	1
393	на нем	1	1
394	на основе	2	1
395	в собственном	3	1
396	как по	1	1
397	мысль о	1	1
398	в особенности	1	1
399	только то	2	1
400	идет не	1	1
401	в пределах	1	1
402	приводит к	2	1
403	пока мы	1	1
404	и когда	3	1
405	что может	1	1
406	искусство как	9	1
407	на нее	1	1
408	произведение искусства	8	1
409	не за	1	1
410	каждого из	3	1
411	своего ремесла	1	1
412	же мере	1	1
413	основана на	1	1
414	поэтому в	1	1
415	с этого	1	1
416	на самые	1	1
417	своих стихотворений	1	1
418	в таком	3	1
419	находится в	1	1
420	сводится к	1	1
421	произведения как	1	1
422	искусства и	15	1
423	вот почему	1	1
424	о границах	1	1
425	но мы	3	1
426	ничего такого	1	1
427	вынужден был	1	1
428	одного из	1	1
429	даже у	1	1
430	перед автором	1	1
431	можно сказать	1	1
432	основе своей	1	1
433	пор пока	1	1
434	как форма	1	1
435	самому себе	2	1
436	в эстетической	1	1
437	переживается как	1	1
438	которая сама	1	1
439	грань между	1	1
440	как прежде	2	1
441	во втором	1	1
442	что отделяет	1	1
443	предшествующим и	1	1
444	бы в	2	1
445	в ту	1	1
446	и мы	1	1
447	в литературе	1	1
448	тех пор	1	1
449	такая же	1	1
450	что только	2	1
451	дело с	3	1
452	которое мы	1	1
453	простой и	1	1
454	в обществе	3	1
455	наша цель	1	1
456	но то	1	1
457	за ней	1	1
458	не можем	3	1
459	только на	3	1
460	а напротив	1	1
461	тем чтобы	1	1
462	на нет	1	1
463	что писал	1	1
464	от других	2	1
465	мышления и	3	1
466	искусство в	2	1
467	ответ на	1	1
468	личности и	1	1
469	слова в	3	1
470	мы находим	1	1
471	бы представить	1	1
472	бытия и	1	1
473	хх столетия	1	1
474	русский язык	1	1
475	к цели	1	1
476	на долю	2	1
477	как при	1	1
478	во всей	1	1
479	до тех	2	1
480	по тем	1	1
481	ее на	1	1
482	на деле	3	1
483	нет и	1	1
484	приходится признать	1	1
485	это составляет	1	1
486	границу между	1	1
487	как у	1	1
488	искусством в	1	1
489	что человек	1	1
490	именно в	1	1
491	оказывается и	1	1
492	в психологии	6	1
493	еще и	1	1
494	а с	1	1
495	художника на	1	1
496	говорит о	2	1
497	к более	1	1
498	и последующим	1	1
499	как явление	1	1
500	литературное произведение	1	1
501	не таков	1	1
502	мысли так	2	1
503	все время	4	1
504	не всегда	2	1
505	что мы	8	1
506	которой он	1	1
507	другие в	1	1
508	для этой	1	1
509	для эстетики	2	1
510	в творчестве	1	1
511	него в	2	1
512	с первого	1	1
513	так же	12	1
514	в цель	1	1
515	и потому	2	1
516	мы говорим	1	1
517	решение вопроса	1	1
518	для искусства	1	1
519	он говорит	1	1
520	что же	2	1
521	вокруг себя	1	1
522	действительности же	1	1
523	по ним	2	1
524	в своем	3	1
525	в это	1	1
526	всем что	1	1
527	его в	2	1
528	и от	2	1
529	автора и	1	1
530	искусства на	3	1
531	и поэт	1	1
532	имел в	1	1
533	пока еще	1	1
534	искусством и	2	1
535	слова так	1	1
536	тех или	2	1
537	при таком	1	1
538	которое и	1	1
539	как система	1	1
540	на самом	2	1
541	он чувствовал	1	1
542	себя только	1	1
543	похожей на	1	1
544	ее и	2	1
545	от него	2	1
546	и все	5	1
547	он же	2	1
548	ключом к	1	1
549	ремесла и	1	1
550	себя он	1	1
551	в системе	1	1
552	о своем	1	1
553	только и	1	1
554	только как	1	1
555	от всех	3	1
556	в свою	1	1
557	от личной	1	1
558	самого художественного	1	1
559	именно к	1	1
560	из этого	2	1
561	который в	3	1
562	и состоит	2	1
563	у людей	1	1
564	к этому	4	1
565	тенденции к	1	1
566	гораздо более	2	1
