N	3gram	Bakhtin_fo_2	Marksizm
1	с точки зрения	8	20
2	не может быть	1	13
3	до сих пор	2	8
4	в связи с	7	7
5	и того же	1	5
6	одного и того	1	5
7	в отличие от	1	5
8	с другой стороны	1	5
9	с самого начала	1	4
10	в этом случае	2	3
11	то же самое	2	3
12	в этом отношении	2	3
13	может быть и	2	3
14	в конце концов	1	3
15	то же время	4	3
16	связи с этим	2	3
17	но все же	1	3
18	можно сказать что	1	3
19	в большинстве случаев	3	3
20	в то же	4	3
21	для того чтобы	7	3
22	в том что	3	3
23	пр и пр	1	2
24	сводится к тому	1	2
25	но при этом	1	2
26	в том числе	3	2
27	с установкой на	1	2
28	на первый план	2	2
29	как и все	1	2
30	том числе и	2	2
31	точки зрения не	3	2
32	со всех сторон	1	2
33	и пр и	1	2
34	но в то	1	2
35	в пределах индивидуального	1	2
36	в свою очередь	1	2
37	быть и речи	1	2
38	и прежде всего	3	2
39	все более и	1	1
40	и в сущности	1	1
41	а следовательно и	2	1
42	все разобранные нами	1	1
43	только с помощью	1	1
44	исторического времени с	1	1
45	не значит конечно	1	1
46	своем чистом виде	1	1
47	значит конечно что	1	1
48	прежде всего в	2	1
49	и для самого	1	1
50	громадное значение имеет	1	1
51	равно как и	2	1
52	там где они	1	1
53	и так сказать	1	1
54	там нет и	1	1
55	есть прежде всего	1	1
56	том что он	1	1
57	как бы ни	1	1
58	и для него	1	1
59	взятая в ее	1	1
60	обладает своей специфической	1	1
61	тот или иной	1	1
62	сами по себе	2	1
63	с двух сторон	1	1
64	но и в	3	1
65	мира и он	1	1
66	не было бы	2	1
67	по аналогии с	1	1
68	это вовсе не	1	1
69	является не индивидуальное	1	1
70	рано или поздно	1	1
71	каждом из них	2	1
72	он ни был	1	1
73	с этой точки	1	1
74	так сказать в	1	1
75	в тот же	1	1
76	в xviii веке	1	1
77	не переставая быть	1	1
78	мы увидим дальше	1	1
79	дело идет о	1	1
80	важно было показать	1	1
81	лежит в основе	2	1
82	очень важный момент	2	1
83	с одной стороны	1	1
84	и в большинстве	1	1
85	всего может быть	1	1
86	имеют громадное значение	1	1
87	и должно быть	2	1
88	прежде всего необходимо	1	1
89	и как бы	1	1
90	это не значит	1	1
91	могут быть сведены	1	1
92	как мы увидим	1	1
93	и та же	2	1
94	одна и та	2	1
95	вместо того чтобы	1	1
96	в своем чистом	1	1
97	именно в том	1	1
98	в широком смысле	1	1
99	хлеб и вино	1	1
100	о каждом из	1	1
101	из этих форм	1	1
102	он не знает	1	1
103	его жизни и	1	1
104	связи с тем	1	1
105	этим определяется и	1	1
106	в точном смысле	1	1
107	рядом с этим	1	1
108	этой точки зрения	1	1
109	с тем что	1	1
110	но менее всего	1	1
111	как и во	1	1
112	они конечно не	1	1
113	это значит что	2	1
114	более и более	1	1
115	не только в	5	1
116	выходит за пределы	1	1
117	не выходит за	1	1
118	и в результате	1	1
119	в данном отношении	1	1
120	друг от друга	2	1
121	с другом и	1	1
122	одну из этих	1	1
123	в другом случае	1	1
124	как мы уже	4	1
125	здесь в этом	1	1
126	таким образом и	1	1
127	к тому что	1	1
128	между словом и	1	1
129	на самом деле	1	1
130	друг с другом	4	1
131	и в нем	1	1
132	во всех случаях	1	1
133	в последнем счете	2	1
134	как мы видели	1	1
135	той или иной	1	1
136	и вопрос о	1	1
137	и в другом	1	1
