N	3gram	Tiupa_Lite_1	Myslijsy
1	по отношению к	2	8
2	то что я	1	7
3	в том что	11	7
4	до тех пор	1	6
5	по крайней мере	1	5
6	не может быть	1	5
7	о том что	2	5
8	до сих пор	1	4
9	и то что	2	4
10	и в этом	1	4
11	на то что	1	4
12	тем не менее	2	4
13	на самом деле	1	3
14	может быть назван	1	3
15	с точки зрения	2	3
16	во всяком случае	2	3
17	лишь тогда когда	1	3
18	то же время	5	3
19	в то же	5	3
20	не в состоянии	1	2
21	тех пор пока	1	2
22	только потому что	1	2
23	подобно тому как	2	2
24	бы не было	1	2
25	в том же	3	2
26	только в том	2	2
27	между тем как	1	2
28	в данном случае	4	2
29	мы имеем дело	1	2
30	так или иначе	8	2
31	все более и	1	2
32	то есть от	1	2
33	при этом в	3	2
34	более и более	1	2
35	в большинстве случаев	1	2
36	и того же	1	1
37	дело в том	2	1
38	а не в	1	1
39	одним и тем	1	1
40	что перед нами	1	1
41	в том числе	1	1
42	и не только	1	1
43	на одном из	1	1
44	по отношению ко	1	1
45	в этом отношении	2	1
46	есть своего рода	1	1
47	к тому чтобы	1	1
48	могли бы быть	1	1
49	в эту минуту	1	1
50	человеческого духа и	1	1
51	во всех подобных	1	1
52	не подлежит сомнению	1	1
53	в его воображении	1	1
54	в это время	1	1
55	тогда как в	1	1
56	ничего общего с	1	1
57	потому что сами	1	1
58	всех подобных случаях	1	1
59	и тем же	1	1
60	с одной стороны	2	1
61	на первый взгляд	1	1
62	в связи с	4	1
63	одним из первых	1	1
64	как один из	1	1
65	но при этом	2	1
66	с той же	1	1
67	в свою очередь	1	1
68	один из моментов	1	1
69	а не как	1	1
70	с другой стороны	1	1
71	на вопрос что	1	1
72	в которых однако	1	1
73	иметь в виду	1	1
74	и мы в	1	1
75	нет ничего кроме	1	1
76	на второй план	1	1
77	с самого начала	1	1
78	не может стать	1	1
79	и тем более	1	1
80	одного и того	1	1
81	во второй половине	1	1
82	в каком отношении	1	1
83	своей душевной жизни	1	1
84	поэзии и прозы	1	1
85	быть не может	1	1
86	на всю жизнь	1	1
87	в столь же	1	1
88	как нам представляется	1	1
89	именно в том	1	1
90	что он в	1	1
