N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	49
2	прежде всего	11	19
3	в его	8	18
4	и на	3	17
5	не только	12	17
6	и его	5	17
7	в этом	11	15
8	и не	2	15
9	только в	5	13
10	но и	5	13
11	как и	9	11
12	и т.п	1	11
13	как бы	7	11
14	в этой	8	10
15	вовсе не	1	10
16	в нем	3	9
17	для него	10	9
18	и др	1	9
19	все это	2	9
20	в романе	1	9
21	в сущности	1	8
22	отношение к	1	8
23	смеха и	1	8
24	то же	9	7
25	все же	3	7
26	все эти	3	7
27	как мы	3	7
28	один из	4	7
29	не может	7	7
30	жизни и	5	7
31	мы уже	4	6
32	именно в	7	6
33	во всех	1	6
34	так и	13	6
35	и с	4	6
36	времени и	1	6
37	рядом с	1	6
38	точки зрения	5	6
39	но он	3	6
40	в то	8	6
41	же время	8	6
42	в себя	2	6
43	в литературе	3	6
44	и обновления	1	6
45	то что	8	6
46	в творчестве	3	6
47	так как	1	6
48	сказать что	1	6
49	с точки	3	5
50	с его	5	5
51	из этих	1	5
52	но не	3	5
53	в своем	4	5
54	при этом	12	5
55	в своей	10	5
56	никогда не	6	5
57	уже говорили	1	5
58	роль в	1	5
59	тот же	1	5
60	уже в	1	5
61	в начале	2	5
62	может быть	5	5
63	в особенности	1	5
64	относится к	1	5
65	и потому	2	5
66	и смерти	3	5
67	и до	1	4
68	и к	4	4
69	но в	5	4
70	в себе	11	4
71	но все	1	4
72	лишь в	3	4
73	в жизни	1	4
74	в этих	5	4
75	и более	1	4
76	с ним	4	4
77	одна из	2	4
78	характер и	2	4
79	с другой	1	4
80	этот момент	2	4
81	а в	7	4
82	тем что	3	4
83	в форме	2	4
84	до сих	2	4
85	не было	4	4
86	там где	1	4
87	и о	4	4
88	сих пор	2	4
89	том что	16	4
90	в духе	4	4
91	в свое	1	4
92	в своих	3	4
93	также и	1	3
94	человека и	1	3
95	связана с	1	3
96	в самом	4	3
97	место в	1	3
98	раз в	2	3
99	да и	2	3
100	но именно	1	3
101	всех этих	1	3
102	и вот	1	3
103	свое время	1	3
104	в плане	1	3
105	можно было	5	3
106	было бы	6	3
107	из них	4	3
108	ни в	5	3
109	был и	1	3
110	далеко не	1	3
111	несмотря на	4	3
112	в г	1	3
113	на земле	1	3
114	нельзя было	1	3
115	в одном	1	3
116	их в	1	3
117	даже в	3	3
118	но они	1	3
119	и это	4	3
120	с ее	2	3
121	в ее	3	3
122	так в	2	3
123	в xix	1	3
124	в последующих	1	3
125	но здесь	1	3
126	в виду	1	3
127	о том	12	3
128	в значительной	2	3
129	наконец в	1	3
130	века и	1	3
131	же в	3	3
132	что он	9	3
133	с одной	1	3
134	не дает	1	3
135	этого процесса	1	3
136	этом отношении	3	3
137	что для	1	3
138	превращается в	3	3
139	о чем	1	3
140	одной стороны	1	3
141	видит в	3	3
142	его творчества	1	3
143	и все	4	3
144	в том	12	3
145	жизни в	6	3
146	как известно	1	2
147	мы здесь	1	2
148	на самом	2	2
149	тех же	1	2
150	по преимуществу	3	2
151	видеть в	1	2
152	в ней	4	2
153	литературы и	1	2
154	еще не	7	2
155	себе и	2	2
156	это и	1	2
157	что они	1	2
158	в произведениях	2	2
159	дает нам	1	2
160	как к	3	2
161	это был	1	2
162	понять и	1	2
163	к числу	1	2
164	литературы в	1	2
165	та же	4	2
166	на то	4	2
167	на его	2	2
168	ключ к	2	2
169	содержит в	1	2
170	и за	1	2
171	значительной степени	2	2
172	в мире	3	2
173	объяснить что	1	2
174	на этой	1	2
175	в художественном	2	2
176	автора и	2	2
177	смысл и	1	2
178	не во	1	2
179	в отношении	1	2
180	и без	1	2
181	что касается	1	2
182	в их	2	2
183	жизнь и	1	2
184	на фоне	2	2
185	точку зрения	1	2
186	мы должны	1	2
187	что в	6	2
188	вплоть до	1	2
189	того чтобы	3	2
190	ничего не	8	2
191	в самой	1	2
192	связи с	4	2
193	могут быть	1	2
194	он видит	1	2
195	здесь не	2	2
196	на основе	2	2
197	средних веков	1	2
198	в пределах	3	2
199	в дальнейшем	1	2
200	на страницах	1	2
201	особенно в	2	2
202	еще в	3	2
203	лицо его	1	2
204	в произведении	1	2
205	и т.д	1	2
206	в другом	2	2
207	одного из	1	2
208	можно сказать	4	2
209	там же	2	2
210	и интерпретации	1	2
211	возрождения в	1	2
212	одной из	2	2
213	проникнуть в	2	2
214	всяком случае	1	2
215	именно на	1	2
216	в качестве	9	2
217	есть в	1	2
218	существования и	1	2
219	характерно что	1	2
220	в конце	4	2
221	у него	9	2
222	в первую	2	2
223	и даже	3	2
224	мы еще	1	2
225	связано с	1	2
226	и своего	1	2
227	до конца	2	2
228	из наиболее	1	2
229	человек в	2	2
230	в связи	3	2
231	ключи к	1	2
232	для них	1	2
233	в него	2	2
234	xix века	1	2
235	такого рода	3	2
236	о человеке	2	2
237	вокруг себя	1	2
238	своего времени	3	2
239	эти два	1	2
240	но это	1	2
241	в смысле	1	2
242	под названием	1	2
243	пор еще	1	2
244	еще раз	2	2
245	хотя и	2	2
246	и другие	1	2
247	в целях	1	2
248	и эта	1	2
249	это в	3	2
250	во всяком	1	2
251	все что	1	2
252	говорили о	1	1
253	к произведениям	1	1
254	например в	2	1
255	достаточно вспомнить	1	1
256	и то	1	1
257	самом деле	5	1
258	художественных произведений	1	1
259	только потому	2	1
260	к своей	1	1
261	проникает в	1	1
262	он всегда	1	1
263	говоря о	2	1
264	и этот	1	1
265	той же	2	1
266	для своего	2	1
267	как этих	1	1
268	еще можно	1	1
269	за них	1	1
270	г как	1	1
271	но она	1	1
272	их с	1	1
273	но напротив	1	1
274	и он	5	1
275	и быта	1	1
276	именно благодаря	1	1
277	на них	1	1
278	характерную для	1	1
279	знаем что	1	1
280	это действительно	1	1
281	время в	1	1
282	в чем	1	1
283	с самой	1	1
284	же она	1	1
285	в противовес	2	1
286	было очень	1	1
287	присутствует в	1	1
288	по отношению	8	1
289	в общем	1	1
290	связи и	1	1
291	до xvii	1	1
292	так что	2	1
293	чем же	1	1
294	в центре	4	1
295	в одной	2	1
296	как в	8	1
297	стороны и	1	1
298	однако не	1	1
299	перед нами	5	1
300	еще больше	1	1
301	не будем	1	1
302	а и	2	1
303	на улицах	1	1
304	от этого	1	1
305	к иной	1	1
306	позволял себе	1	1
307	есть его	1	1
308	где все	1	1
309	со своей	1	1
