N	2gram	Tiupa_Hudo_2	Problemy
1	и не	18	31
2	и в	28	29
3	в его	11	24
4	может быть	8	24
5	в этом	13	22
6	а не	14	22
7	т е	2	21
8	в нем	3	19
9	точки зрения	2	19
10	как бы	5	19
11	для него	5	18
12	не только	11	15
13	то что	6	15
14	то же	6	14
15	не как	2	14
16	и его	5	14
17	рядом с	5	14
18	но и	9	14
19	в пределах	1	13
20	с точки	2	13
21	уже не	10	13
22	точка зрения	1	12
23	как и	11	12
24	не может	4	12
25	о себе	3	12
26	в самом	5	10
27	в то	6	10
28	только в	4	10
29	в одном	3	10
30	там где	1	10
31	героя и	3	10
32	все эти	1	9
33	с его	5	9
34	все же	2	9
35	это не	6	9
36	если бы	6	9
37	себе самом	1	9
38	же время	4	9
39	о нем	2	9
40	но не	4	9
41	по отношению	7	8
42	последнее слово	1	8
43	самого героя	1	8
44	что в	5	8
45	по себе	1	8
46	в каждом	1	8
47	в том	15	8
48	что он	8	8
49	потому что	2	8
50	до конца	1	8
51	в своем	5	8
52	в своей	6	8
53	отношению к	7	8
54	а как	2	7
55	и на	3	7
56	за пределы	1	7
57	но в	2	7
58	в себе	9	7
59	зрения на	2	7
60	с другими	3	7
61	достоевского и	1	7
62	том что	19	7
63	не в	13	7
64	вовсе не	2	7
65	она не	5	7
66	так и	8	7
67	прежде всего	3	7
68	художественного видения	1	7
69	мира и	1	7
70	а в	6	7
71	одним из	1	6
72	самом деле	3	6
73	так же	3	6
74	в одной	1	6
75	как в	5	6
76	что она	7	6
77	в мире	7	6
78	его в	2	6
79	несмотря на	3	6
80	в самой	1	6
81	его героев	1	6
82	к нему	3	6
83	на мир	1	6
84	в конце	1	6
85	так как	1	6
86	как раз	4	6
87	и потому	1	6
88	все это	3	6
89	это и	1	5
90	той же	2	5
91	у него	5	5
92	перед нами	11	5
93	он не	4	5
94	но все	1	5
95	было бы	3	5
96	авторского сознания	1	5
97	он и	1	5
98	автора и	2	5
99	мысли и	2	5
100	художественного мира	1	5
101	в сущности	1	5
102	героя а	1	5
103	и это	3	5
104	и о	4	5
105	еще не	3	5
106	с ним	7	5
107	ничего не	5	5
108	между тем	8	5
109	именно в	2	5
110	более того	1	5
111	в творчестве	1	5
112	героя не	3	5
113	и т	4	4
114	и самого	1	4
115	тем как	2	4
116	бы и	4	4
117	в этой	5	4
118	так сказать	1	4
119	человека в	4	4
120	о герое	1	4
121	что было	3	4
122	их в	1	4
123	даже в	1	4
124	раз и	1	4
125	как мы	2	4
126	в основе	2	4
127	от того	1	4
128	личности в	3	4
129	в плоскости	1	4
130	и с	6	4
131	но у	1	4
132	тем что	6	4
133	были бы	1	4
134	что и	4	4
135	как же	2	4
136	героя о	1	4
137	превращается в	4	4
138	не было	6	4
139	эта особенность	1	4
140	что же	2	4
141	другого человека	1	4
142	но это	1	4
143	и для	2	4
144	героя в	1	4
145	отношения к	1	3
146	отношении к	1	3
147	например в	1	3
148	на материале	1	3
149	он знает	2	3
150	не во	2	3
151	я не	7	3
152	ни один	1	3
153	героев в	1	3
154	он сам	2	3
155	он в	1	3
156	себе и	1	3
157	в художественном	4	3
158	уже в	1	3
159	ее как	1	3
160	но именно	2	3
161	подобно тому	4	3
162	тому что	4	3
163	одна из	2	3
164	на него	3	3
165	никогда не	5	3
166	как будто	4	3
167	этом отношении	1	3
168	в духе	2	3
169	отличается от	1	3
170	глубокое и	1	3
171	оно не	2	3
172	художественная воля	1	3
173	в себя	1	3
174	приводит к	2	3
175	и здесь	1	3
176	все его	3	3
177	с другой	3	3
178	все в	1	3
179	в них	3	3
180	в другой	1	3
181	художественном мире	1	3
182	но с	1	3
183	бытия в	1	3
184	но как	1	3
185	во времени	1	3
186	в уста	1	3
187	и у	2	3
188	героя с	1	3
189	за ним	1	3
190	т п	2	3
191	чужой мысли	1	3
192	в человеке	3	3
193	тому как	4	3
194	по существу	1	3
195	как к	1	3
196	и одновременно	1	3
197	бы в	1	3
198	о своем	4	3
199	не знает	1	3
200	сказать что	2	3
201	другой стороны	1	3
202	и внутренне	2	3
203	была бы	3	3
204	себе самому	1	3
205	таким же	1	3
206	в своих	1	3
207	как на	2	3
208	все что	3	3
209	к другому	1	2
210	по преимуществу	3	2
211	все те	2	2
212	мы уже	3	2
213	бы уже	1	2
214	в которой	1	2
215	на себя	3	2
216	в ней	3	2
217	бы то	1	2
218	то он	1	2
219	для других	3	2
220	автора но	1	2
221	отношение к	2	2
222	тоже не	2	2
223	в настоящем	1	2
224	во что	1	2
225	так что	1	2
226	в той	1	2
227	и нет	1	2
228	чужое слово	1	2
229	его к	1	2
230	и к	2	2
231	нами в	1	2
232	всей его	1	2
233	действительно становится	1	2
234	он все	1	2
235	ни был	1	2
236	здесь мы	1	2
237	то ни	1	2
238	же не	2	2
239	при этом	11	2
240	а его	1	2
241	в музыке	1	2
242	дело здесь	1	2
243	в жизни	8	2
244	и уже	4	2
245	чем в	1	2
246	выйти за	1	2
247	в один	1	2
248	искать в	1	2
249	в котором	6	2
250	но он	1	2
251	однако в	2	2
252	зрения и	1	2
253	мысли в	1	2
254	самого начала	1	2
255	на себе	1	2
256	какой бы	1	2
257	жизни не	2	2
258	а лишь	1	2
259	со своим	3	2
260	строгой определенности	1	2
261	к себе	3	2
262	во все	1	2
263	с авторской	1	2
264	для себя	6	2
265	данном случае	2	2
266	самим собою	2	2
267	не возникает	1	2
268	и что	1	2
269	и сам	5	2
270	те же	2	2
271	именно потому	1	2
272	никак не	1	2
273	не позволяет	1	2
274	наконец в	1	2
275	по своим	1	2
276	как например	1	2
277	один из	2	2
278	хотя бы	2	2
279	и ее	3	2
280	именно на	2	2
281	значимость и	1	2
282	же и	2	2
283	к идее	1	2
284	то и	4	2
285	ни одного	2	2
286	его сознания	1	2
287	или даже	1	2
288	его и	2	2
289	одно из	5	2
290	ведь это	1	2
291	произведения и	1	2
292	с собою	1	2
293	не о	1	2
294	героя его	1	2
295	и даже	1	2
296	до сих	2	2
297	все время	3	2
298	личной жизни	2	2
299	себя и	2	2
300	представляется нам	2	2
301	поэтому не	1	2
302	только как	1	2
303	в данном	2	2
304	в контексте	2	2
305	с этой	1	2
306	него в	1	2
307	в условиях	1	2
308	сих пор	2	2
309	у вас	4	2
310	можно было	3	2
311	слова но	1	2
312	для автора	1	2
313	и от	2	2
314	человек и	1	2
315	бы он	1	2
316	из своего	1	2
317	ибо в	2	2
318	на языке	1	2
319	же в	1	2
320	от ее	1	2
321	между ними	2	2
322	героя как	1	2
323	жизни а	1	2
324	есть и	3	2
325	у толстого	1	2
326	жизни и	6	2
327	эта новая	1	1
328	же как	2	1
329	функции в	1	1
330	самим по	1	1
331	становится в	1	1
332	мир где	1	1
333	противоречия между	1	1
334	с какой-то	1	1
335	было как	1	1
336	в первом	2	1
337	характерное для	1	1
338	отношения между	1	1
339	на две	1	1
340	едва ли	3	1
341	собою в	1	1
342	рассказ и	2	1
343	который в	2	1
344	слезами и	1	1
345	мы не	1	1
346	за личностью	1	1
347	рядом в	1	1
348	личностным и	1	1
349	не была	1	1
350	время как	1	1
351	и над	1	1
352	жизни как	5	1
353	во внешних	1	1
354	и он	3	1
355	героя делающая	1	1
356	во всех	1	1
357	чужих слов	1	1
358	нею в	1	1
359	себе он	1	1
360	к которой	1	1
361	ответ на	2	1
362	в качестве	4	1
363	тогда как	7	1
364	ни стало	1	1
365	это сравнение	1	1
366	нет и	1	1
367	в свои	1	1
368	и чем	1	1
369	что они	4	1
370	рассказа до	1	1
371	независимо от	1	1
372	на минуту	1	1
373	как нам	1	1
374	дистанция между	1	1
375	хотя и	1	1
376	как уже	2	1
377	пределы своего	1	1
378	в действительности	1	1
379	от этого	1	1
380	о самом	1	1
381	за собой	1	1
382	со своей	2	1
383	себе как	1	1
384	точкой зрения	2	1
385	та же	2	1
386	что это	5	1
387	с внешней	2	1
388	бы с	2	1
389	в нашем	2	1
390	не оставляет	1	1
391	из этих	2	1
392	осознает себя	1	1
393	в мышлении	1	1
394	ни одна	1	1
395	в рассказах	1	1
396	будто и	1	1
397	не превращает	1	1
398	как он	3	1
399	с изображением	1	1
400	не следует	1	1
401	к миру	1	1
402	высшей степени	1	1
403	мыслей в	1	1
404	и еще	1	1
405	глухим к	1	1
406	же это	1	1
407	них нет	1	1
408	в начале	1	1
409	и неприятие	1	1
410	же становится	1	1
411	лишь с	1	1
412	прежде чем	2	1
413	дистанции между	1	1
414	героя который	1	1
415	от нее	1	1
416	могла бы	2	1
417	не будет	2	1
418	что все	3	1
419	он просто	1	1
420	музыки и	1	1
421	мире не	2	1
422	об этом	7	1
423	из них	2	1
424	и внутренняя	1	1
425	и духовное	1	1
426	лишь в	2	1
427	единственный способ	1	1
428	заключается в	1	1
429	с самим	2	1
430	то все	1	1
431	роль в	2	1
432	произведения здесь	1	1
433	и тонкое	1	1
434	видеть и	1	1
435	авторский замысел	1	1
436	к области	1	1
437	на свои	1	1
438	быть только	1	1
439	она и	1	1
440	в соединении	1	1
441	личности не	2	1
442	мы имеем	1	1
443	т д	2	1
444	не всегда	1	1
445	вопроса а	1	1
446	я ты	1	1
447	со всей	2	1
448	и становится	2	1
449	было не	1	1
450	бытии и	1	1
451	от своего	2	1
452	объект ее	1	1
453	взгляд на	1	1
454	этом новом	1	1
455	вот он	4	1
456	то для	1	1
457	знает и	2	1
458	место в	2	1
459	не столько	2	1
460	на свою	1	1
461	что говорит	2	1
462	жизни с	2	1
463	своего рода	16	1
464	признать что	1	1
465	и другого	1	1
466	одном из	1	1
467	самосознания героя	1	1
468	образом и	1	1
469	теми же	1	1
470	далека от	1	1
471	позиции по	1	1
472	слов о	1	1
473	приходится искать	1	1
474	в аспекте	1	1
475	хоть одно	1	1
476	с миром	1	1
477	и другое	1	1
478	автора он	1	1
479	например не	1	1
480	который был	2	1
481	дело в	1	1
482	только из	1	1
483	и притом	1	1
484	ее с	1	1
485	же его	1	1
486	того чтобы	4	1
487	та или	1	1
488	не могло	1	1
489	земли в	1	1
490	только не	2	1
491	не то	1	1
492	найти в	1	1
493	и всегда	1	1
494	и лишь	1	1
495	или иная	1	1
496	того в	1	1
497	на этом	2	1
498	к концу	1	1
499	автор не	1	1
500	слове и	1	1
501	и сама	4	1
502	с автором	1	1
503	в области	1	1
504	не слышит	1	1
505	ему не	1	1
506	настоящего времени	1	1
507	у меня	1	1
508	сказать он	1	1
509	именно оно	1	1
510	в момент	1	1
511	весь в	1	1
512	лежит в	1	1
513	глава третья	1	1
514	я сам	1	1
515	же самое	3	1
516	об одном	1	1
517	всего в	1	1
518	к тому	7	1
519	мысли о	2	1
520	они и	2	1
521	все еще	1	1
522	для героя	1	1
523	может показаться	1	1
524	в каждой	1	1
525	не могли	1	1
526	в героях	1	1
527	не существует	1	1
528	других героев	1	1
529	но при	3	1
530	людей в	2	1
531	здесь не	2	1
532	в ее	18	1
533	личности и	2	1
534	характер и	2	1
535	и говорит	1	1
536	как автор	1	1
537	с самого	1	1
538	то время	1	1
539	его любовь	1	1
540	личный опыт	1	1
541	автора не	1	1
542	и про	1	1
543	и когда	1	1
544	что у	3	1
545	в другом	2	1
546	чуждо и	1	1
547	времени и	1	1
548	которая была	2	1
549	является в	1	1
550	смерти не	2	1
551	был не	1	1
552	в настоящее	1	1
553	со стороны	3	1
554	и лишена	1	1
555	образом в	1	1
556	поэтому она	2	1
557	первом случае	1	1
558	он здесь	1	1
559	люди с	1	1
560	о том	12	1
561	своего характера	1	1
562	настоящее время	1	1
563	этом произведении	1	1
564	которым она	1	1
565	позиция личности	1	1
566	такова что	2	1
567	можно сказать	6	1
568	к чужому	3	1
569	времени в	1	1
570	души в	1	1
571	доминантой художественного	1	1
572	на которых	1	1
573	того как	2	1
574	будто он	1	1
575	его личности	1	1
576	во втором	2	1
577	именно тем	1	1
578	этом как	1	1
579	и только	2	1
580	внешнее и	1	1
581	рассказа что	1	1
582	вся жизнь	1	1
583	которая как	1	1
584	она может	2	1
585	того что	1	1
586	к которому	1	1
587	бы эти	1	1
588	быть и	1	1
589	известном смысле	1	1
590	оно и	1	1
591	согласиться с	1	1
592	одной из	3	1
593	столь характерное	1	1
594	что даже	2	1
595	ли он	2	1
596	проникнуть в	1	1
597	то в	4	1
598	на своей	1	1
599	и так	1	1
600	в самое	1	1
601	впрочем и	2	1
602	а с	3	1
603	собственного голоса	1	1
604	себя в	8	1
605	было так	2	1
606	не знающего	1	1
607	рождается в	1	1
608	с нею	3	1
609	не все	3	1
610	него и	1	1
611	слова не	1	1
612	и других	1	1
613	произведения не	2	1
614	следует что	1	1
615	себе в	2	1
616	истолковывает как	1	1
617	могло бы	1	1
618	не для	1	1
619	при всей	1	1
620	может служить	1	1
621	принципиально не	1	1
622	и никогда	1	1
623	того или	2	1
624	это было	2	1
625	к той	2	1
626	ее на	2	1
627	в других	4	1
628	для того	4	1
629	лишь для	1	1
630	при внутренней	1	1
631	объясняется именно	1	1
632	у которого	2	1
633	голосов для	1	1
634	ней и	1	1
635	другого и	2	1
636	тотчас же	1	1
637	делающая его	1	1
638	как у	2	1
639	на ее	3	1
640	а именно	1	1
641	человека а	1	1
642	во второй	2	1
643	что не	2	1
644	себе то	1	1
645	и люди	1	1
646	полагаем что	1	1
647	а на	1	1
648	это прежде	1	1
649	его смерти	1	1
650	жизнь в	2	1
651	сознание героя	1	1
652	а так	1	1
653	своими социальными	1	1
654	вступает в	1	1
655	в частности	7	1
656	и она	1	1
657	качестве личности	1	1
658	одно слово	1	1
659	ни на	1	1
660	два человека	2	1
661	люди и	1	1
662	бы это	1	1
663	как одно	1	1
664	внутреннего человека	1	1
665	социальный характер	2	1
666	что за	1	1
667	такого рода	1	1
668	что бы	1	1
669	героя это	1	1
670	в точке	1	1
671	и жизнью	1	1
672	это за	1	1
673	так мало	1	1
674	бы его	1	1
675	в состоянии	3	1
676	главного героя	2	1
677	тенденция к	1	1
678	он от	1	1
679	слова и	1	1
680	думает о	1	1
681	этом случае	1	1
682	сознания это	1	1
