N	2gram	Vinokur_Ku_1	Marksizm
1	точки зрения	14	34
2	философии языка	1	29
3	может быть	13	26
4	и не	12	26
5	не может	7	24
6	с точки	9	20
7	и в	24	19
8	и его	5	19
9	языка как	5	17
10	таким образом	12	17
11	в этом	14	16
12	как бы	7	15
13	в процессе	1	14
14	языка в	12	14
15	как мы	1	13
16	языка и	8	13
17	прежде всего	9	13
18	как и	2	12
19	социального общения	3	12
20	и пр	15	12
21	если мы	2	11
22	так и	7	11
23	связи с	7	11
24	и для	2	11
25	самом деле	9	10
26	в нем	4	10
27	в слове	2	10
28	в самом	10	10
29	лишь в	2	9
30	внутренняя речь	1	9
31	только в	11	9
32	для него	1	9
33	в результате	5	9
34	на материале	1	8
35	как система	1	8
36	все же	12	8
37	не только	10	8
38	без исключения	1	8
39	при этом	6	8
40	о языке	8	8
41	то ни	1	8
42	система языка	1	8
43	до сих	4	8
44	но и	6	8
45	в контексте	2	8
46	сих пор	4	8
47	то что	9	8
48	язык как	9	7
49	во всех	1	7
50	в ее	1	7
51	но в	2	7
52	все эти	6	7
53	и те	1	7
54	то же	8	7
55	в каждом	2	7
56	слова как	3	7
57	а не	8	7
58	в связи	3	7
59	так же	4	7
60	отнюдь не	1	6
61	кроме того	1	6
62	так сказать	5	6
63	и того	2	6
64	в науке	4	6
65	ничего не	2	6
66	в пределах	4	6
67	и здесь	3	6
68	настоящее время	1	6
69	в его	12	6
70	на почве	1	6
71	в том	30	6
72	является не	1	6
73	с помощью	7	6
74	в основном	1	6
75	в смысле	2	6
76	в настоящее	1	6
77	другой стороны	6	6
78	того же	4	6
79	связи между	1	5
80	языку как	3	5
81	отличие от	1	5
82	конечно не	2	5
83	по преимуществу	2	5
84	может стать	1	5
85	рядом с	5	5
86	одного и	2	5
87	в отличие	1	5
88	не в	11	5
89	того чтобы	17	5
90	общения и	2	5
91	ничего общего	1	5
92	языковых форм	2	5
93	и все	2	5
94	этот вопрос	1	5
95	ясно что	3	5
96	в начале	1	5
97	в конце	1	5
98	вовсе не	10	5
99	с другой	7	5
100	именно в	6	5
101	до конца	2	5
102	и потому	4	5
103	хотя бы	10	5
104	к этому	1	5
105	во всяком	5	5
106	переход от	4	4
107	что слово	3	4
108	вопрос о	2	4
109	и на	4	4
110	науки о	3	4
111	как в	4	4
112	так называемая	2	4
113	выражение в	1	4
114	к одному	1	4
115	лишь с	1	4
116	было бы	15	4
117	не столько	2	4
118	мысли и	1	4
119	не менее	7	4
120	по себе	2	4
121	в идеологическом	1	4
122	не является	2	4
123	в ней	6	4
124	в языке	8	4
125	язык в	5	4
126	язык есть	6	4
127	лингвистической мысли	1	4
128	еще не	5	4
129	только на	1	4
130	от того	1	4
131	для того	16	4
132	далеко не	1	4
133	как же	1	4
134	с этим	4	4
135	в данном	4	4
136	что же	6	4
137	в лингвистике	3	4
138	в условиях	1	4
139	тот же	2	4
140	а в	5	4
141	отношении к	1	4
142	жизни в	1	4
143	между ними	2	4
144	сказать что	1	4
145	что в	17	4
146	на самом	2	3
147	и есть	2	3
148	не имеют	3	3
149	действительности и	1	3
150	в сущности	3	3
151	в большинстве	2	3
152	по отношению	8	3
153	в истории	3	3
154	общего с	1	3
155	целый ряд	5	3
156	и как	2	3
157	в первом	3	3
158	ее целом	1	3
159	в которой	6	3
160	но все	2	3
161	различие между	1	3
162	его в	1	3
163	но именно	1	3
164	он не	2	3
165	он является	1	3
166	том что	21	3
167	в своей	2	3
168	в котором	3	3
169	более того	1	3
170	речи в	4	3
171	в то	2	3
172	русской лингвистической	1	3
173	не имеет	2	3
174	на язык	4	3
175	же время	2	3
176	данной социальной	1	3
177	науке о	1	3
178	следует что	4	3
179	этом отношении	5	3
180	в области	7	3
181	не могут	2	3
182	должны быть	2	3
183	не есть	4	3
184	в дальнейшем	1	3
185	сводится к	3	3
186	есть объект	1	3
187	одного из	1	3
188	можно сказать	3	3
189	данного языка	1	3
190	здесь в	1	3
191	и следовательно	1	3
192	того что	9	3
193	нуждается в	3	3
194	в какой	6	3
195	между тем	5	3
196	по законам	1	3
197	не дает	1	3
198	большинстве случаев	1	3
199	из них	4	3
200	в систему	1	3
201	языковой системы	1	3
202	момент в	1	3
203	или иной	3	3
204	в каком	2	3
205	социальной жизни	2	3
206	не было	3	3
207	на этот	2	3
208	все это	6	3
209	к другой	1	3
210	xix века	5	3
211	смысле этого	3	3
212	слова и	4	3
213	этом случае	2	3
214	и от	1	3
215	нет ничего	1	3
216	слово в	1	3
217	и при	2	3
218	речи и	5	3
219	совершенно не	1	3
220	первом случае	1	3
221	это и	4	3
222	ту же	1	2
223	одним из	2	2
224	языка с	1	2
225	же как	1	2
226	связана с	1	2
227	или к	1	2
228	той же	3	2
229	говорящего коллектива	1	2
230	не приходится	1	2
231	зависимости от	6	2
232	и он	3	2
233	свою очередь	3	2
234	не найдем	1	2
235	быть в	2	2
236	история языка	7	2
237	в чем	1	2
238	то мы	3	2
239	что язык	7	2
240	не все	2	2
241	себе и	2	2
242	не просто	5	2
243	в одной	1	2
244	данный момент	1	2
245	как к	1	2
246	в своем	3	2
247	однако не	6	2
248	его к	3	2
249	в действительности	1	2
250	от этого	2	2
251	бы и	2	2
252	формы в	2	2
253	в нашем	1	2
254	из этих	4	2
255	в себе	3	2
256	как он	1	2
257	тем не	4	2
258	должна быть	3	2
259	его значением	1	2
260	из него	1	2
261	можно было	6	2
262	от нее	1	2
263	что все	2	2
264	выражение и	1	2
265	конечно в	1	2
266	и с	5	2
267	бы в	7	2
268	на этой	1	2
269	в данной	1	2
270	и иных	1	2
271	этом смысле	3	2
272	ни в	2	2
273	для них	2	2
274	истории языка	5	2
275	в общей	1	2
276	должно быть	3	2
277	на первый	1	2
278	или вообще	1	2
279	точку зрения	1	2
280	и более	2	2
281	тому что	3	2
282	мысли в	1	2
283	что такое	6	2
284	не могло	1	2
285	одна из	1	2
286	иными словами	4	2
287	как она	1	2
288	и является	4	2
289	в сознании	1	2
290	у нас	10	2
291	могут быть	1	2
292	во все	2	2
293	к тому	5	2
294	они и	1	2
295	в виду	5	2
296	зрения так	1	2
297	язык и	1	2
298	речевых жанров	1	2
299	как с	2	2
300	никогда не	2	2
301	по аналогии	1	2
302	мог бы	1	2
303	подойти к	2	2
304	будет разрешена	1	2
305	если бы	9	2
306	и даже	3	2
307	по мере	3	2
308	к языку	5	2
309	ними как	1	2
310	о том	9	2
311	за пределами	1	2
312	и во	1	2
313	во втором	2	2
314	отчет в	1	2
315	что и	4	2
316	говорит он	1	2
317	и только	1	2
318	совершенно еще	1	2
319	в литературе	1	2
320	эта проблема	1	2
321	в двух	1	2
322	что он	6	2
323	в качестве	7	2
324	и других	1	2
325	менее всего	1	2
326	школы и	2	2
327	и их	1	2
328	всяком случае	5	2
329	направления как	1	2
330	так как	9	2
331	мы можем	1	2
332	речь и	1	2
333	langue и	4	2
334	свое выражение	1	2
335	как раз	8	2
336	тем что	8	2
337	без всякой	1	2
338	в данный	1	2
339	или иначе	2	2
340	что не	5	2
341	нового времени	1	2
342	зависит от	1	2
343	есть лишь	3	2
344	языка не	3	2
345	там где	4	2
346	пр и	1	2
347	в частности	4	2
348	и стилистики	1	2
349	нет еще	1	2
350	к своему	2	2
351	и этот	1	2
352	действительно ли	1	2
353	этого слова	3	2
354	с этой	2	2
355	соссюра и	1	2
356	но для	1	2
357	слова но	2	2
358	отсюда следует	2	2
359	в эти	1	2
360	или в	2	2
361	на данном	1	2
362	индивидуального говорения	1	2
363	лишь тогда	1	2
364	в свою	3	2
365	но если	2	2
366	не знает	1	2
367	к его	1	2
368	отношению к	9	2
369	же и	2	2
370	речи как	1	2
371	жизни и	1	2
372	в своих	1	2
373	в таком	3	2
374	но кроме	1	1
375	также и	2	1
376	например в	5	1
377	имеет целью	1	1
378	речи все	1	1
379	необходимо показать	1	1
380	словом как	1	1
381	должен быть	4	1
382	эти случаи	2	1
383	и то	3	1
384	и без	1	1
385	его школы	1	1
386	утверждение что	1	1
387	проблемы в	1	1
388	не что	1	1
389	лингвистики как	1	1
390	явления и	1	1
391	не хочет	1	1
392	отношении и	1	1
393	она все	1	1
394	исходит из	1	1
395	и индивидуального	1	1
396	его не	1	1
397	что вся	1	1
398	которую мы	1	1
399	является наиболее	1	1
400	бы что	1	1
401	среды и	1	1
402	является необходимым	1	1
403	так чтобы	1	1
404	говорить о	1	1
405	в деле	1	1
406	деле среди	1	1
407	и другая	1	1
408	вместо того	1	1
409	в целом	4	1
410	данном языке	2	1
411	индивидуальные особенности	1	1
412	в каждой	1	1
413	форм в	2	1
414	сдвигов в	1	1
415	почти без	1	1
416	языке в	1	1
417	без кавычек	1	1
418	здесь не	3	1
419	столь же	1	1
420	в выше	1	1
421	в различных	1	1
422	с его	4	1
423	чуть ли	2	1
424	выражения в	1	1
425	его так	2	1
426	психологизмом и	1	1
427	совсем не	1	1
428	на основе	1	1
429	внутренняя форма	2	1
430	но как	1	1
431	а только	8	1
432	языка например	1	1
433	его во	1	1
434	в общем	3	1
435	должны были	1	1
436	действительное бытие	1	1
437	этой проблеме	1	1
438	отношение к	1	1
439	есть вещь	1	1
440	известным образом	1	1
441	это или	1	1
442	большое значение	2	1
443	форме и	1	1
444	относится к	2	1
445	как говорит	1	1
446	и вовсе	5	1
447	в акте	1	1
448	части в	1	1
449	этой последней	1	1
450	хотя и	3	1
451	могли бы	2	1
452	как социальное	2	1
453	и понимания	1	1
454	она так	1	1
455	лингвистикой в	1	1
456	эти индивидуальные	1	1
457	по пути	1	1
458	более или	3	1
459	следующим образом	1	1
460	звука и	1	1
461	со своей	1	1
462	та же	1	1
463	языка есть	2	1
464	как то	2	1
465	что это	5	1
466	ни один	1	1
467	так или	2	1
468	языка что	1	1
469	вовсе нет	1	1
470	в этой	3	1
471	в известном	1	1
472	однако как	1	1
473	с их	3	1
474	во многих	2	1
475	но ведь	2	1
476	с громадным	1	1
477	и если	3	1
478	широком смысле	1	1
479	при всякой	1	1
480	не следует	1	1
481	главным образом	1	1
482	между членами	1	1
483	ведь и	1	1
484	все другие	1	1
485	каждая эпоха	1	1
486	к какой-либо	1	1
487	общей лингвистике	1	1
488	всех этих	1	1
489	момента в	1	1
490	них уже	1	1
491	не значит	1	1
492	и социальной	2	1
493	лингвист и	1	1
494	не выражена	1	1
495	данном отношении	2	1
496	и вот	1	1
497	в россии	1	1
498	вообще не	1	1
499	и единство	1	1
500	совершающееся в	1	1
501	и по	1	1
502	но дело	1	1
503	так например	2	1
504	именно это	1	1
505	проблемы как	1	1
506	русском языке	4	1
507	касается до	1	1
508	как они	2	1
509	же не	1	1
510	в совершенно	1	1
511	значение в	1	1
512	может возникнуть	1	1
513	чтобы искать	1	1
514	на все	1	1
515	балли и	1	1
516	это не	7	1
