N	3gram	Propp_Russ_2	Komedia
1	в том что	18	9
2	в то время	2	5
3	с другой стороны	1	5
4	то время как	1	4
5	и т д	5	4
6	в этом отношении	1	3
7	после того как	2	3
8	с одной стороны	2	3
9	о том что	4	3
10	но и в	1	2
11	в первую очередь	1	2
12	т е в	5	2
13	как и в	1	2
14	во всяком случае	1	2
15	и таким образом	1	2
16	на то что	1	2
17	таким образом в	1	2
18	к этому же	1	1
19	том что в	1	1
20	что иное как	2	1
21	к земле и	2	1
22	состоит в том	13	1
23	отсюда видно что	1	1
24	на себя внимание	1	1
25	более или менее	1	1
26	подобно тому как	3	1
27	мы и здесь	1	1
28	относится к г	1	1
29	а между тем	1	1
30	в том же	1	1
31	же как и	2	1
32	те и другие	1	1
33	о том где	1	1
34	вместе с тем	4	1
35	а может быть	1	1
36	состоит не в	1	1
37	можно было бы	1	1
38	и еще в	1	1
39	одна из них	1	1
40	из своей среды	1	1
41	поставил вопрос о	1	1
42	в применении к	1	1
43	с полной уверенностью	1	1
44	в это время	1	1
45	так же как	4	1
46	в данном случае	6	1
47	к заключению что	1	1
48	этим объясняется и	1	1
49	по своему происхождению	1	1
50	смысле этого слова	1	1
51	в отличие от	3	1
52	в нашу задачу	1	1
53	для этой цели	2	1
54	том что они	1	1
55	от земли и	1	1
56	и в том	1	1
57	бросается в глаза	2	1
58	в тех случаях	1	1
59	производительных сил природы	1	1
60	т е из	1	1
61	не что иное	2	1
62	в течение всего	1	1
63	празднеств в честь	1	1
64	к этому времени	1	1
65	по аналогии с	1	1
66	совершенно очевидно что	1	1
67	все что она	1	1
68	в этой же	1	1
69	тех случаях когда	1	1
70	как мы уже	1	1
71	тем не менее	2	1
72	как мы видели	1	1
73	оно все же	1	1
74	мы уже знаем	1	1
75	для того чтобы	6	1
76	и все это	1	1
77	на две партии	1	1
78	из этих элементов	1	1
