N	3gram	Vygotskiy__7	NovoeSre
1	в высшей степени	1	6
2	не может быть	4	4
3	подобно тому как	1	3
4	в этом смысле	1	2
5	и заключается что	1	2
6	вместе с тем	4	2
7	так же как	7	2
8	с одной стороны	5	2
9	и должно быть	1	2
10	том и заключается	1	2
11	с другой стороны	1	2
12	в том и	3	2
13	она не может	1	2
14	по своему строению	5	1
15	по своей природе	4	1
16	такой же мере	3	1
17	но это есть	1	1
18	для этого она	1	1
19	что она не	1	1
20	что в этом	2	1
21	только потому что	3	1
22	и в высшей	1	1
23	то время как	2	1
24	о природе и	1	1
25	мы должны перейти	1	1
26	есть прежде всего	1	1
27	в том числе	1	1
28	же как и	2	1
29	потому что не	1	1
30	до сих пор	3	1
31	и во всех	1	1
32	и не может	1	1
33	для себя и	2	1
34	в зависимости от	1	1
35	в отличие от	2	1
36	том числе и	1	1
37	заключает в себе	1	1
38	можно было бы	1	1
39	но я могу	1	1
40	бы сказать что	2	1
41	не только в	1	1
42	в известном смысле	2	1
43	не могут быть	1	1
44	в такой же	3	1
45	во всяком случае	1	1
46	о том что	4	1
47	в то время	2	1
48	и вместе с	2	1
49	это и есть	1	1
50	это значит что	1	1
51	своей природе и	1	1
52	бытия и небытия	1	1
53	в большинстве случаев	2	1
54	в том что	13	1
55	как и в	3	1
