N	3gram	Bakhtin_Pr_1	EvropaiE
1	с точки зрения	15	16
2	в то же	7	15
3	то же время	7	14
4	в отношении к	1	12
5	и в то	3	8
6	в том что	7	6
7	как нам кажется	2	5
8	с этой точки	1	5
9	так же как	1	5
10	этой точки зрения	1	5
11	для того чтобы	2	5
12	бы то ни	3	4
13	не только в	1	4
14	то ни было	2	4
15	и в этом	3	4
16	того или иного	1	4
17	само по себе	2	4
18	в этом смысле	9	3
19	же как и	1	3
20	хотя бы и	2	3
21	в этом отношении	5	3
22	можно было бы	3	3
23	в известном смысле	1	3
24	друг с другом	3	3
25	во всяком случае	3	3
26	можно сказать что	2	3
27	того что в	1	2
28	нам кажется что	2	2
29	то что в	1	2
30	и в частности	1	2
31	в данном случае	2	2
32	дело идет о	2	2
33	но в то	2	2
34	заключается в том	2	2
35	по нашему мнению	3	2
36	по сравнению с	1	2
37	и только в	1	2
38	так и в	1	2
39	с другой стороны	2	2
40	не может быть	3	2
41	и притом в	1	2
42	в одном из	2	2
43	в большинстве случаев	2	2
44	но не только	1	2
45	как и его	1	1
46	а не к	1	1
47	хотя и не	1	1
48	дело в том	1	1
49	что в самом	1	1
50	дают для понимания	1	1
51	в этой концепции	1	1
52	в нем и	1	1
53	и не только	1	1
54	в лучшем случае	2	1
55	то и другое	1	1
56	есть то что	1	1
57	в отличие от	2	1
58	от того в	1	1
59	в своей совокупности	1	1
60	в этот период	1	1
61	на этот вопрос	1	1
62	почти никогда не	1	1
63	в противном случае	1	1
64	может быть и	1	1
65	то что может	1	1
66	в которых может	1	1
67	смысле этого слова	1	1
68	в значительной степени	1	1
69	не могут быть	1	1
70	во всех этих	1	1
71	ни на минуту	1	1
72	то время как	1	1
73	друг к другу	1	1
74	же время не	2	1
75	в полной мере	1	1
76	мы не можем	1	1
77	в то время	2	1
78	та или иная	1	1
79	человеческой жизни вообще	1	1
80	то есть в	3	1
81	выходит за пределы	2	1
82	именно потому что	2	1
83	к тому что	1	1
84	тех или иных	1	1
85	в себе в	1	1
86	в пределах одного	1	1
