N	2gram	Vinokur_Ku_3	OGranits
1	и в	23	13
2	и его	1	12
3	прежде всего	9	9
4	может быть	14	8
5	не может	6	8
6	и не	10	8
7	в его	11	7
8	и их	1	7
9	и пр	3	7
10	точки зрения	23	7
11	социального общения	1	6
12	только в	6	6
13	как бы	5	6
14	не только	17	6
15	то что	4	6
16	мы должны	3	6
17	таким образом	9	6
18	языка и	2	5
19	все же	5	5
20	в поэзии	5	5
21	с точки	16	5
22	в процессе	3	5
23	хотя бы	9	5
24	и эта	1	5
25	мы не	3	4
26	произведения как	1	4
27	но мы	2	4
28	слов и	5	4
29	тех пор	4	4
30	еще и	2	4
31	на фоне	7	4
32	но в	2	4
33	до тех	4	4
34	вопроса о	3	4
35	то же	6	4
36	лишь в	8	4
37	в своей	4	4
38	было бы	16	4
39	все это	2	4
40	в двух	2	4
41	в каждом	1	4
42	вряд ли	1	3
43	связана с	1	3
44	и то	1	3
45	поэтической речи	1	3
46	в ее	4	3
47	самом деле	14	3
48	в пределах	2	3
49	так и	6	3
50	понятно что	1	3
51	говорить о	6	3
52	в их	6	3
53	пор пока	4	3
54	по отношению	3	3
55	за пределы	2	3
56	только путем	1	3
57	с этим	1	3
58	в которой	1	3
59	ни один	1	3
60	в себе	1	3
61	языка как	4	3
62	не как	2	3
63	в одном	2	3
64	так как	9	3
65	здесь мы	1	3
66	но и	3	3
67	слово в	3	3
68	как и	5	3
69	и уже	1	3
70	я хочу	3	3
71	точку зрения	2	3
72	что же	5	3
73	не в	5	3
74	поэтического произведения	1	3
75	есть прежде	1	3
76	но для	3	3
77	и для	1	3
78	никогда не	1	3
79	превращается в	1	3
80	отношению к	2	3
81	не столько	4	3
82	что в	13	3
83	поставить вопрос	1	3
84	смысле слова	2	2
85	и др	1	2
86	данном случае	4	2
87	представим себе	1	2
88	зависимости от	8	2
89	на две	1	2
90	конечно в	1	2
91	те же	7	2
92	есть не	3	2
93	мог бы	2	2
94	если бы	8	2
95	и делают	1	2
96	языковых форм	1	2
97	может в	1	2
98	и должно	5	2
99	для исследования	1	2
100	в ней	3	2
101	а также	4	2
102	в чем	5	2
103	между тем	4	2
104	в общем	6	2
105	нуждается в	1	2
106	в языке	7	2
107	лингвистики в	1	2
108	что они	2	2
109	вслед за	1	2
110	основная мысль	1	2
111	чем же	2	2
112	может иметь	3	2
113	как в	4	2
114	в данном	7	2
115	в этом	16	2
116	в лингвистике	1	2
117	но так	1	2
118	в том	22	2
119	двух разных	1	2
120	мы видим	1	2
121	тот же	6	2
122	с ними	1	2
123	или иного	3	2
124	которое мы	1	2
125	во времени	1	2
126	в целом	4	2
127	и тем	6	2
128	же слово	1	2
129	формальный метод	1	2
130	все эти	7	2
131	с одной	4	2
132	учение о	2	2
133	думать что	1	2
134	уже в	3	2
135	мы получим	1	2
136	связанные с	1	2
137	при этом	6	2
138	языка но	3	2
139	для него	1	2
140	в другом	1	2
141	говорить об	1	2
142	отношений между	2	2
143	вовсе не	5	2
144	в зависимости	7	2
145	о языке	6	2
146	общения и	1	2
147	тем что	5	2
148	в области	14	2
149	литературного языка	3	2
150	с другой	7	2
151	в самом	13	2
152	входит в	1	2
153	того или	3	2
154	истории языка	1	2
155	одной стороны	4	2
156	материал в	1	2
157	более того	1	2
158	а не	11	2
159	другой стороны	3	2
160	там где	3	2
161	не мог	1	2
162	несмотря на	1	2
163	в связи	5	2
164	пределах данной	1	2
165	том что	11	2
166	с помощью	6	2
167	в г	1	2
168	и при	2	2
169	и ее	1	2
170	так же	2	2
171	в отношении	3	2
172	языковом творчестве	1	2
173	своего рода	2	2
174	который мы	1	2
175	форм но	2	2
176	в тех	2	2
177	с этой	3	2
178	слова и	7	2
179	не менее	12	2
180	не имеет	3	2
181	об особой	2	2
182	функцию в	1	2
183	в структуре	3	2
184	на язык	1	2
185	наиболее полно	1	2
186	собственно говоря	1	2
187	во всем	1	2
188	нужно отметить	1	2
189	а в	5	2
190	в целях	1	2
191	и к	3	2
192	могут быть	6	2
193	вопросы связанные	1	2
194	к тому	3	2
195	данной области	1	1
196	можно говорить	10	1
197	также и	5	1
198	грамматика не	2	1
199	же как	1	1
200	зависимость от	1	1
201	и через	2	1
202	родного языка	1	1
203	в виду	8	1
204	того же	4	1
205	в некоторых	2	1
206	но далеко	1	1
207	на основе	1	1
208	что до	1	1
209	уже к	1	1
210	речи во	1	1
211	науки о	1	1
212	это и	3	1
213	в собственном	1	1
214	работы но	1	1
215	последнее время	1	1
216	самый предмет	1	1
217	и есть	5	1
218	ту же	1	1
219	можно лишь	1	1
220	не имеют	1	1
221	собственном смысле	2	1
222	на том	2	1
223	для которой	1	1
224	можно было	11	1
225	в несколько	1	1
226	отсюда и	1	1
227	возразить что	1	1
228	что изучение	1	1
229	лингвистики или	1	1
230	на материале	2	1
231	мы имеем	2	1
232	нуждаются в	1	1
233	без знания	1	1
234	когда в	2	1
235	содержания в	2	1
236	и о	4	1
237	мы в	1	1
238	вопрос о	11	1
239	на место	1	1
240	никоим образом	1	1
241	содержание как	1	1
242	другое дело	1	1
243	разговорного языка	1	1
244	для этого	6	1
245	по себе	6	1
246	выходит за	1	1
247	разных типов	1	1
248	подхода к	2	1
249	связанное с	1	1
250	на себя	2	1
251	сводится к	1	1
252	из того	2	1
253	то это	3	1
