N	3gram	Voloshinov_1	Narrotol
1	в том что	3	8
2	не только в	1	6
3	по отношению к	2	5
4	в отличие от	5	5
5	с одной стороны	1	5
6	тем не менее	2	4
7	в этом отношении	3	3
8	но при этом	2	3
9	той или иной	1	3
10	то же время	3	3
11	можно сказать что	3	3
12	в то же	3	3
13	к тому что	1	3
14	с точки зрения	20	2
15	на самом деле	1	2
16	подобно тому как	1	2
17	именно то что	1	2
18	но и в	1	2
19	и не может	9	2
20	так же как	2	2
21	не зависит от	1	2
22	а в том	1	2
23	понимания а не	1	2
24	в новейшее время	1	2
25	не только не	1	2
26	не может быть	13	2
27	внутренней речи как	2	1
28	и того же	5	1
29	а между тем	1	1
30	или хотя бы	2	1
31	в данный момент	2	1
32	же обстоит дело	1	1
33	в чем же	2	1
34	всех без исключения	4	1
35	доказывает и не	1	1
36	одним и тем	1	1
37	более или менее	1	1
38	в самом деле	9	1
39	в этом смысле	2	1
40	как это делает	1	1
41	то же самое	3	1
42	бы это был	1	1
43	никогда не будет	1	1
44	в таком случае	2	1
45	и т.п но	1	1
46	вместо того чтобы	1	1
47	можно было бы	2	1
48	на этот вопрос	3	1
49	и здесь мы	3	1
50	может быть только	1	1
51	ничего не доказывает	1	1
52	до сих пор	8	1
53	так или иначе	1	1
54	которым можно было	1	1
55	говорящий и слушающий	1	1
56	а не только	1	1
57	и тем же	1	1
58	во всех без	1	1
59	и с точки	1	1
60	только благодаря этому	1	1
61	по природе своей	1	1
62	в связи с	7	1
63	в этом направлении	1	1
64	во всяком случае	2	1
65	не доказывает и	1	1
66	что мы были	1	1
67	этой точки зрения	1	1
68	с этой точки	1	1
69	по аналогии с	1	1
70	так и в	1	1
71	в основе своей	1	1
72	одного и того	5	1
73	в большинстве случаев	3	1
74	для того чтобы	3	1
75	является не только	3	1
76	и в другом	1	1
