N	3gram	Vinokur_St_1	Myshleni
1	в том что	17	31
2	заключается в том	3	14
3	с точки зрения	8	11
4	с одной стороны	2	9
5	в этом смысле	1	8
6	с другой стороны	6	8
7	в этом отношении	7	7
8	смысле этого слова	1	7
9	в самом деле	5	6
10	можно было бы	8	5
11	так же как	3	5
12	для того чтобы	10	5
13	же как и	1	4
14	в первую очередь	2	4
15	и то что	2	4
16	на то что	4	4
17	в обоих случаях	1	3
18	в этом случае	2	3
19	точно так же	1	3
20	в равной мере	2	3
21	одним и тем	2	3
22	и тем же	2	3
23	во всяком случае	6	3
24	то обстоятельство что	2	3
25	о том что	11	3
26	речь идет о	2	3
27	и что в	1	2
28	нашей точки зрения	1	2
29	так как в	2	2
30	в настоящее время	1	2
31	в том числе	2	2
32	не может не	1	2
33	только в том	3	2
34	но и в	2	2
35	том числе и	2	2
36	а с другой	1	2
37	содержит в себе	1	2
38	в этой области	5	2
39	в данном случае	6	2
40	в том чтобы	1	2
41	что они являются	1	2
42	и в отношении	1	2
43	в какой степени	1	2
44	с нашей точки	1	2
45	в целом ряде	1	2
46	в свое время	2	2
47	в вопросе о	1	2
48	в том смысле	2	2
49	в школе и	1	2
50	и только в	3	2
51	я думаю что	4	1
52	том что в	3	1
53	на том что	1	1
54	том отношении что	2	1
55	и на этот	1	1
56	одних и тех	1	1
57	в начале своего	1	1
58	том смысле как	1	1
59	смысле как мы	1	1
60	нас нет никаких	1	1
61	чуть ли не	2	1
62	так же и	1	1
63	виде в каком	1	1
64	далеко не все	1	1
65	не говоря уже	1	1
66	на самом деле	6	1
67	как и во	1	1
68	и даже не	2	1
69	но даже и	1	1
70	отделены друг от	1	1
71	внимание на то	1	1
72	непосредственно вытекает из	1	1
73	основных положений его	1	1
74	о том как	1	1
75	в наших глазах	2	1
76	невозможные с точки	1	1
77	что с точки	1	1
78	в зависимости от	1	1
79	в той же	2	1
80	что он не	1	1
81	бы то ни	1	1
82	до сих пор	7	1
83	тогда он должен	1	1
84	и тех же	1	1
85	у нас нет	7	1
86	в приведенных выше	1	1
87	речь идет лишь	1	1
88	говоря уже о	1	1
89	ответа на вопрос	1	1
90	в том случае	1	1
91	и я не	1	1
92	к тому что	1	1
93	что в момент	1	1
94	том что здесь	2	1
95	то время как	1	1
96	во всей полноте	1	1
97	если бы мы	2	1
98	не только в	4	1
99	же и в	2	1
100	на этот раз	2	1
101	в конце концов	1	1
102	а также и	2	1
103	того в чем	1	1
104	мы имеем дело	1	1
105	имеем дело с	2	1
106	той и другой	1	1
107	настоящем смысле этого	1	1
108	нет никаких оснований	1	1
109	в том отношении	4	1
110	что в области	3	1
111	согласно которому в	1	1
112	не может быть	5	1
113	не имеет ничего	2	1
114	этого вопроса в	1	1
115	на вопрос о	2	1
116	этой области это	1	1
117	и таким образом	1	1
118	в то время	2	1
119	только то что	1	1
120	по отношению к	3	1
121	убедиться в этом	1	1
122	то что в	2	1
123	так например в	4	1
124	тем что в	2	1
125	том смысле что	1	1
126	и другой стороны	1	1
127	ничего общего с	3	1
128	когда речь идет	2	1
129	для них это	1	1
130	вопрос о том	2	1
131	но все же	3	1
132	мы говорим о	1	1
133	а не на	1	1
134	бы они ни	1	1
135	они ни были	1	1
136	друг от друга	1	1
137	в настоящем смысле	1	1
138	после того как	1	1
139	с которыми он	1	1
140	не отделены друг	1	1
141	точки зрения задач	1	1
142	тем не менее	2	1
143	и во всей	1	1
144	том что он	1	1
145	совсем недавно в	1	1
146	точку зрения в	2	1
147	может не быть	1	1
148	как и в	2	1
149	обратил внимание на	1	1
150	что и в	4	1
151	в основе этой	1	1
152	в том же	1	1
153	не больше чем	1	1
154	может быть даже	1	1
155	тот факт что	1	1
