N	2gram	Propp_Isto_6	Formalny
1	т е	22	34
2	и в	26	24
3	в его	5	23
4	прежде всего	4	22
5	и не	10	20
6	так и	5	18
7	и пр	1	17
8	точки зрения	1	16
9	не может	6	16
10	в этом	12	15
11	в нем	8	14
12	может быть	11	14
13	таким образом	12	13
14	и т	10	12
15	именно как	1	12
16	в своем	2	11
17	как и	5	11
18	в своей	3	11
19	не менее	1	11
20	социальной жизни	1	11
21	в ней	5	10
22	то же	5	10
23	вовсе не	2	10
24	и ее	3	10
25	и его	7	10
26	а не	2	10
27	в то	5	9
28	все это	1	9
29	и на	12	8
30	как в	6	8
31	т д	8	8
32	и с	6	8
33	не в	3	8
34	в ее	1	8
35	именно в	1	8
36	то что	6	8
37	в свою	1	8
38	должна быть	3	7
39	с ее	1	7
40	не только	10	7
41	жизни и	2	7
42	и от	3	7
43	но и	9	7
44	отношения к	1	6
45	еще не	9	6
46	более или	1	6
47	в целом	1	6
48	все эти	8	6
49	в этой	2	6
50	как бы	4	6
51	или менее	1	6
52	она не	3	6
53	и здесь	1	6
54	до сих	4	6
55	в том	12	6
56	было бы	2	6
57	как это	5	6
58	сих пор	4	6
59	а в	3	6
60	бы ни	1	5
61	во всех	1	5
62	но в	7	5
63	при этом	3	5
64	не могло	2	5
65	и до	2	5
66	у нас	5	5
67	должны быть	2	5
68	должен быть	1	5
69	как мы	4	5
70	того что	2	5
71	со стороны	3	5
72	с другой	10	5
73	и др	2	5
74	на западе	2	4
75	с его	4	4
76	по отношению	2	4
77	в истории	1	4
78	независимо от	3	4
79	и к	1	4
80	учение о	1	4
81	главным образом	3	4
82	не как	1	4
83	в мире	1	4
84	и может	1	4
85	как о	1	4
86	друг друга	1	4
87	как на	3	4
88	оно не	1	4
89	никогда не	13	4
90	если бы	3	4
91	для этого	1	4
92	всяком случае	2	4
93	с одной	7	4
94	одной стороны	7	4
95	в связи	1	4
96	в частности	3	4
97	отношению к	2	4
98	стороны и	2	4
99	с этой	2	4
100	быть и	1	4
101	что в	12	4
102	к этой	1	4
103	так же	2	4
104	во всяком	2	4
105	мы не	6	3
106	по аналогии	1	3
107	зависимости от	2	3
108	связи со	1	3
109	но не	2	3
110	отношение к	1	3
111	все же	8	3
112	когда он	3	3
113	целый ряд	2	3
114	и как	2	3
115	и наконец	3	3
116	в себе	3	3
117	если он	3	3
118	он не	2	3
119	так например	3	3
120	на все	1	3
121	его в	5	3
122	в жизни	1	3
123	в них	3	3
124	они не	3	3
125	тем самым	2	3
126	но для	2	3
127	в основе	1	3
128	сводится к	2	3
129	отличается от	2	3
130	к тому	2	3
131	здесь не	2	3
132	ясно что	1	3
133	жизнь и	1	3
134	аналогии с	1	3
135	бы в	1	3
136	говорит он	2	3
137	наконец в	1	3
138	как она	1	3
139	один из	3	3
140	или же	2	3
141	и других	3	3
142	для него	1	3
143	в особенности	1	3
144	и даже	1	3
145	в области	1	3
146	не было	3	3
147	его как	1	3
148	смысле этого	1	3
149	этого слова	1	3
150	но это	4	3
151	у них	4	3
152	же в	1	3
153	между ними	1	3
154	что он	9	3
155	же как	3	2
156	и это	8	2
157	тех же	1	2
158	оно было	1	2
159	в зависимости	1	2
160	из воды	1	2
161	его не	2	2
162	а как	1	2
163	отраженные в	1	2
164	вопрос о	3	2
165	своей работе	1	2
166	идет о	1	2
167	эта связь	6	2
168	с этим	2	2
169	в него	3	2
170	однако не	1	2
171	от этого	3	2
172	он в	1	2
173	и те	2	2
174	и если	1	2
175	на его	4	2
176	и вот	3	2
177	и более	1	2
178	но все	2	2
179	так называемым	1	2
180	того или	1	2
181	это не	4	2
182	ни в	2	2
183	в самую	1	2
184	с тем	4	2
185	мы видели	11	2
186	их на	1	2
187	в эту	2	2
188	не так	2	2
189	таким же	3	2
190	не от	1	2
191	на него	2	2
192	следовательно и	1	2
193	ничего не	2	2
194	одна из	2	2
195	к ней	1	2
196	за исключением	1	2
197	на языке	1	2
198	может и	1	2
199	от того	3	2
200	еще одна	1	2
201	указать на	1	2
202	его с	3	2
203	от нее	2	2
204	не есть	2	2
205	происходит и	2	2
206	приводит к	1	2
207	не с	1	2
208	еще в	3	2
209	с ним	8	2
210	и что	5	2
211	или на	1	2
212	между тем	1	2
213	что и	4	2
214	в лице	2	2
215	ее к	3	2
216	связей с	2	2
217	только в	5	2
218	уже не	7	2
219	если мы	1	2
220	чтобы он	1	2
221	его и	1	2
222	в одном	3	2
223	и должна	1	2
224	или иначе	1	2
225	все время	2	2
226	но есть	3	2
227	под влиянием	1	2
228	вступает в	1	2
229	вместе с	8	2
230	по существу	1	2
231	для этой	1	2
232	в своих	3	2
233	тот или	1	2
234	одной из	1	2
235	они были	1	2
236	на своем	4	2
237	с природой	1	1
238	ту же	2	1
239	также и	1	1
240	например в	7	1
241	и через	3	1
242	оно особенно	1	1
243	и есть	1	1
244	нам кажется	2	1
245	между двумя	1	1
246	и чрезвычайно	1	1
247	также что	1	1
248	из его	2	1
249	и этот	1	1
250	мы уже	6	1
251	со всех	1	1
252	на первом	1	1
253	которую мы	1	1
254	и наш	1	1
255	происходит это	1	1
256	как объекта	1	1
257	образом оказывается	1	1
258	кто же	1	1
259	всех сторон	1	1
260	дальнейшее развитие	1	1
261	в данном	3	1
262	вхождения в	1	1
263	тогда как	2	1
264	иногда и	1	1
265	а через	2	1
266	или иное	3	1
267	за этим	1	1
268	не через	1	1
269	не хватает	1	1
270	как нам	1	1
271	этой стороны	1	1
272	что касается	2	1
273	перед нами	2	1
274	хотя и	1	1
275	увидим что	2	1
276	для исследователя	1	1
277	есть ли	1	1
278	в этот	1	1
279	и конечно	2	1
280	та же	3	1
281	ни один	1	1
282	эти вопросы	1	1
283	так или	1	1
284	из этих	4	1
285	еще далеко	1	1
286	это перемещение	1	1
287	так в	6	1
288	может считаться	1	1
289	к единству	1	1
290	как он	6	1
291	на то	2	1
292	быть только	2	1
293	по-видимому не	1	1
294	тем не	1	1
295	все те	1	1
296	не значит	1	1
297	к одному	1	1
298	что нужно	1	1
299	этот процесс	1	1
300	вообще не	3	1
301	еще мало	1	1
302	так часто	2	1
303	чтобы в	1	1
304	и по	4	1
305	на этом	1	1
306	людей и	2	1
307	ним на	1	1
308	создаются особые	1	1
309	некоторые элементы	1	1
310	связанных с	1	1
311	и чтобы	1	1
312	на этой	2	1
313	уже знаем	2	1
314	и тем	4	1
315	и каждый	1	1
316	его места	1	1
317	но уже	1	1
318	он является	1	1
319	нет в	3	1
320	его частей	1	1
321	она и	1	1
322	ни одной	2	1
323	далеко не	3	1
324	новые формы	1	1
325	он и	2	1
326	мы с	1	1
327	такой же	3	1
328	роль и	1	1
329	представление что	5	1
330	в этих	2	1
331	или вообще	2	1
332	и другие	3	1
333	что между	4	1
334	что если	1	1
335	она сама	1	1
336	можно найти	1	1
337	в котором	1	1
338	а от	1	1
339	переносит в	2	1
340	из которой	1	1
341	не столько	1	1
342	знаем что	2	1
343	своего рода	2	1
344	от его	1	1
345	но здесь	4	1
346	в силу	1	1
347	он представляется	2	1
348	но он	2	1
349	что утверждение	1	1
350	и эти	5	1
351	есть еще	2	1
352	как от	1	1
353	тому чтобы	1	1
354	что связано	1	1
355	не знает	1	1
356	и вся	1	1
357	тому что	1	1
358	и очень	1	1
359	и функции	1	1
360	соединение с	1	1
361	этом не	1	1
362	на один	1	1
363	случае в	1	1
364	быть дано	1	1
365	оно так	1	1
366	можно указать	2	1
367	мира не	1	1
368	в обоих	1	1
369	его движении	1	1
370	этими двумя	1	1
371	в русской	6	1
372	не имеет	2	1
373	на котором	3	1
374	но самые	1	1
375	к этим	1	1
376	появление таких	1	1
377	к изучению	1	1
378	анализ его	1	1
379	но вместе	1	1
380	частности вопрос	1	1
381	того чтобы	1	1
382	здесь может	1	1
383	правда в	1	1
384	под этим	1	1
385	это то	2	1
386	по своей	1	1
387	мире и	1	1
388	потому что	13	1
389	иногда не	1	1
390	эти три	3	1
391	на которой	1	1
392	этого вытекает	1	1
393	только с	1	1
394	уже и	1	1
395	что на	1	1
396	и из	1	1
397	совершенно отсутствует	1	1
398	в мифе	4	1
399	не могут	1	1
400	есть только	1	1
401	могут быть	3	1
402	же что	1	1
403	единства в	1	1
404	числе и	1	1
405	под такие	1	1
406	все усиливается	1	1
407	к утверждению	2	1
408	его значение	1	1
409	например на	2	1
410	что при	2	1
411	образом она	1	1
412	на дальнейших	1	1
413	элементы в	1	1
414	два вида	1	1
415	и о	1	1
416	сторону и	1	1
417	и сами	1	1
418	как один	1	1
419	данном случае	3	1
420	только при	1	1
421	так на	2	1
422	мы наблюдаем	1	1
423	если они	3	1
424	что у	2	1
425	в образе	10	1
426	только через	3	1
427	здесь он	1	1
428	в борьбе	1	1
429	здесь нет	2	1
430	живет и	1	1
431	действительно если	1	1
432	что от	1	1
433	думает что	1	1
434	понимании этого	1	1
435	связанное с	1	1
436	о ней	1	1
437	ног и	1	1
438	в другом	1	1
439	другими словами	3	1
440	язык и	1	1
441	одного из	1	1
442	можно сказать	2	1
443	а также	4	1
444	с соответствующими	2	1
445	нет у	1	1
446	как они	1	1
447	самый процесс	1	1
448	которая сама	1	1
449	но ничего	1	1
450	от них	1	1
451	этих условий	1	1
452	должно было	1	1
453	эти два	2	1
454	на одном	1	1
455	же является	1	1
456	в форме	2	1
457	в свете	1	1
458	пути к	1	1
459	в современной	1	1
460	предмета и	1	1
461	к нему	1	1
462	не решается	1	1
463	мы видим	5	1
464	стиль в	1	1
465	менее в	1	1
466	через которую	1	1
467	могло быть	2	1
468	связана со	1	1
469	и действительно	3	1
470	очень много	1	1
471	страх перед	1	1
472	явление более	1	1
473	между этими	1	1
474	именно на	2	1
475	с которыми	1	1
476	своего собственного	1	1
477	явление по	1	1
478	так что	3	1
479	из которого	1	1
480	борьбы с	3	1
481	в виде	6	1
482	а это	1	1
483	или даже	1	1
484	не стал	1	1
485	глаза и	1	1
486	мы знаем	2	1
487	мир в	1	1
488	мир не	2	1
489	был бы	1	1
490	свои формы	1	1
491	мы рассматривали	1	1
492	себе в	4	1
493	никто не	2	1
494	у нее	1	1
495	так как	18	1
496	как его	1	1
497	но что	1	1
498	у него	7	1
499	отличие от	1	1
500	этим же	1	1
501	образом не	1	1
502	в руки	2	1
503	это литературная	1	1
504	связан с	6	1
505	к самым	1	1
506	даже не	1	1
507	как у	2	1
508	что они	2	1
509	а именно	9	1
510	и создает	1	1
511	а с	2	1
512	что не	2	1
513	те кто	2	1
514	связано с	4	1
515	а на	1	1
516	потом в	1	1
517	зависит от	4	1
518	к своему	3	1
519	однако и	1	1
520	чего происходит	1	1
521	одну из	4	1
522	чем на	1	1
523	здесь этот	1	1
524	там где	5	1
525	или с	1	1
526	в море	1	1
527	несмотря на	1	1
528	представления о	10	1
529	нее как	1	1
530	приводит в	1	1
531	из которых	3	1
532	это делается	1	1
533	если оно	1	1
534	с такой	1	1
535	наряду с	3	1
536	что же	2	1
537	несколько человек	1	1
538	и достигает	1	1
539	что как	1	1
540	значит что	2	1
541	это значит	1	1
542	в это	4	1
543	его основных	1	1
544	этот не	1	1
545	но даже	1	1
546	такова же	2	1
547	между прочим	1	1
548	кроме того	3	1
549	в более	6	1
550	не является	1	1
551	только одна	3	1
552	и для	1	1
553	или в	3	1
554	что оно	4	1
555	мира и	2	1
556	том что	10	1
557	или другой	2	1
558	к одной	1	1
559	ее и	1	1
560	для нас	2	1
561	из себя	1	1
562	тем более	1	1
563	не должен	1	1
564	только что	2	1
565	обстоит дело	1	1
566	нам в	1	1
567	е в	2	1
568	от ее	1	1
569	сказать что	3	1
570	другой стороны	8	1
571	в последнем	2	1
572	в отдельности	1	1
573	при изучении	1	1
574	из этого	3	1
575	формы его	1	1
576	живого и	1	1
577	есть и	4	1
578	время не	1	1
579	себе не	1	1
580	также не	2	1
581	ее в	6	1
582	и эта	3	1
583	это в	1	1
584	к этому	3	1
585	этой цели	1	1
586	этой точки	1	1
587	том числе	1	1
