N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	29
2	то есть	19	21
3	таким образом	1	20
4	и не	20	16
5	в этой	5	13
6	и все	2	13
7	но в	6	12
8	как и	7	12
9	и т.п	8	12
10	и на	3	11
11	в этом	17	11
12	так и	9	11
13	то же	4	10
14	мы уже	1	10
15	не только	32	10
16	в то	3	10
17	как мы	3	10
18	все эти	2	9
19	и с	4	9
20	его в	2	9
21	в конце	1	9
22	вовсе не	1	9
23	но и	23	9
24	же время	4	8
25	и его	5	8
26	в его	9	8
27	прежде всего	4	8
28	как бы	4	8
29	этого эпизода	3	7
30	в них	1	7
31	мы видели	1	7
32	в том	18	7
33	так же	2	7
34	в сущности	3	6
35	своего рода	12	6
36	но он	1	6
37	здесь в	1	6
38	из них	3	6
39	это и	3	5
40	и до	2	5
41	что это	3	5
42	в нем	4	5
43	он и	1	5
44	это не	2	5
45	поэтому и	1	5
46	у него	4	5
47	далеко не	5	5
48	сказать что	4	5
49	и по	1	5
50	того же	1	5
51	также и	1	4
52	на самом	1	4
53	и есть	1	4
54	еще не	7	4
55	с его	6	4
56	точки зрения	10	4
57	в плане	1	4
58	в результате	2	4
59	в литературе	2	4
60	и одновременно	2	4
61	что он	6	4
62	тем что	3	4
63	с другой	8	4
64	и др	2	4
65	по своему	1	4
66	но это	1	4
67	один из	3	4
68	перед нами	4	4
69	мира и	2	4
70	то что	11	4
71	жизни и	3	4
72	здесь и	2	3
73	и за	1	3
74	и здесь	1	3
75	в ней	3	3
76	в чем	1	3
77	но как	2	3
78	как к	2	3
79	в своем	2	3
80	и как	5	3
81	более или	2	3
82	то в	6	3
83	в себе	8	3
84	церкви и	1	3
85	при этом	9	3
86	он не	3	3
87	и сам	1	3
88	подобно тому	2	3
89	в году	1	3
90	после обеда	1	3
91	особенно в	3	3
92	с начала	1	3
93	том что	14	3
94	или менее	2	3
95	свою речь	1	3
96	образом и	1	3
97	по своей	3	3
98	с ее	3	3
99	здесь не	4	3
100	в ее	3	3
101	роль в	2	3
102	что у	2	3
103	начала и	1	3
104	там же	1	3
105	к нему	5	3
106	отметить что	1	3
107	слов и	1	3
108	все время	1	3
109	того что	1	3
110	с ними	1	3
111	в качестве	21	3
112	этой системе	1	3
113	том числе	6	3
114	мы можем	1	3
115	не случайно	2	3
116	и даже	3	3
117	границы между	1	3
