N	2gram	Potebnia_M_1	Formalny
1	и в	39	24
2	в его	5	23
3	прежде всего	4	22
4	и не	18	20
5	так и	13	18
6	точки зрения	8	16
7	не может	22	16
8	в этом	15	15
9	в нем	20	14
10	может быть	27	14
11	таким образом	13	13
12	с точки	3	13
13	и т	6	12
14	именно как	1	12
15	в своем	3	11
16	как и	9	11
17	в своей	3	11
18	в их	2	11
19	не менее	6	11
20	должно быть	7	11
21	в ней	7	10
22	то же	6	10
23	вовсе не	5	10
24	и ее	1	10
25	и его	5	10
26	и их	3	10
27	а не	21	10
28	в то	4	9
29	и потому	5	9
30	все это	1	9
31	и на	1	8
32	как в	10	8
33	т д	4	8
34	и с	3	8
35	лишь в	1	8
36	не в	15	8
37	же время	4	8
38	в ее	1	8
39	произведения и	1	8
40	именно в	1	8
41	то что	10	8
42	в свою	4	8
43	на самом	1	7
44	должна быть	3	7
45	с ее	2	7
46	не только	21	7
47	жизни и	2	7
48	в единстве	2	7
49	и от	3	7
50	но и	20	7
51	отношения к	1	6
52	еще не	6	6
53	самом деле	1	6
54	более или	1	6
55	в целом	2	6
56	все эти	1	6
57	в этой	3	6
58	как бы	6	6
59	входит в	1	6
60	или менее	1	6
61	она не	3	6
62	свою очередь	4	6
63	до сих	1	6
64	в том	26	6
65	было бы	12	6
66	сих пор	1	6
67	и все	3	6
68	а в	5	6
69	бы ни	4	5
70	хотя бы	2	5
71	во всех	5	5
72	одним словом	2	5
73	но в	9	5
74	в самом	3	5
75	при этом	6	5
76	по себе	10	5
77	не могло	3	5
78	у нас	2	5
79	должны быть	7	5
80	должен быть	1	5
81	как мы	2	5
82	что бы	2	5
83	того что	8	5
84	только на	3	5
85	со стороны	8	5
86	с другой	7	5
87	с его	1	4
88	по отношению	13	4
89	в истории	7	4
90	независимо от	6	4
91	в которой	2	4
92	не как	1	4
93	не из	3	4
94	в мире	3	4
95	с другими	1	4
96	и может	2	4
97	задачи и	1	4
98	друг друга	5	4
99	как на	3	4
100	оно не	3	4
101	при таком	4	4
102	никогда не	4	4
103	если бы	14	4
104	для этого	2	4
105	познания и	2	4
106	в формах	1	4
107	мы увидим	3	4
108	всяком случае	1	4
109	с одной	3	4
110	т п	4	4
111	одной стороны	3	4
112	в связи	1	4
113	этой последней	1	4
114	отношению к	13	4
115	стороны и	2	4
116	с этой	2	4
117	что в	22	4
118	к этой	3	4
119	так же	5	4
120	во всяком	3	4
121	мы не	10	3
122	зависимости от	1	3
123	бы то	2	3
124	но не	8	3
125	значение и	2	3
126	все же	6	3
127	когда он	1	3
128	и как	6	3
129	в себе	13	3
130	если он	1	3
131	человек не	1	3
132	так сказать	2	3
133	он не	3	3
134	перестает быть	1	3
135	он должен	2	3
136	оно должно	2	3
137	этого направления	1	3
138	так например	3	3
139	в каждом	4	3
140	то ни	3	3
141	на все	2	3
142	его в	1	3
143	в жизни	3	3
144	в них	3	3
145	они не	1	3
146	нового направления	1	3
147	в отношении	1	3
148	тем самым	4	3
149	но для	1	3
150	на язык	7	3
151	связи с	3	3
152	не по	4	3
153	к тому	4	3
154	здесь не	1	3
155	влияние на	2	3
156	аналогии с	1	3
157	бы в	4	3
158	говорит он	4	3
159	наконец в	1	3
160	как она	3	3
161	и история	1	3
162	один из	1	3
163	или же	3	3
164	и других	4	3
165	для него	4	3
166	не для	1	3
167	и даже	4	3
168	в области	1	3
169	представлять себе	1	3
170	не было	4	3
171	и непосредственно	1	3
172	его как	1	3
173	смысле этого	1	3
174	ничем не	1	3
175	этого слова	1	3
176	но это	5	3
177	это последнее	2	3
178	более того	1	3
179	же в	2	3
180	между ними	1	3
181	что он	1	3
182	различны и	1	3
183	думать что	3	3
184	в применении	2	2
185	же как	1	2
186	чтобы не	2	2
187	применении к	2	2
188	и это	3	2
189	в зависимости	1	2
190	его не	1	2
191	а как	2	2
192	совершенно справедливо	2	2
193	вопрос о	4	2
194	не найдем	1	2
195	в создании	3	2
196	как если	1	2
197	а только	4	2
198	для других	1	2
199	уже как	1	2
200	друг от	2	2
201	за пределы	2	2
202	во что	1	2
203	с этим	7	2
204	более и	2	2
205	к новому	2	2
206	в действительности	4	2
207	от этого	1	2
208	от чего	1	2
209	в произведении	1	2
210	именно того	1	2
211	он в	1	2
212	в нашем	1	2
213	не могла	2	2
214	и если	2	2
215	на его	1	2
216	из виду	1	2
217	и более	2	2
218	ни были	3	2
219	но все	2	2
220	могла бы	2	2
221	того или	1	2
222	это не	7	2
223	всю свою	1	2
224	ни в	1	2
225	единство в	1	2
226	с тем	5	2
227	мы видели	4	2
228	жизни но	1	2
229	что содержание	1	2
230	а отчасти	1	2
231	нисколько не	2	2
232	их на	1	2
233	в эту	1	2
234	не так	3	2
235	не сможет	1	2
236	таким же	2	2
237	бы быть	4	2
238	какие бы	1	2
239	виду что	1	2
240	мысли в	9	2
241	на него	3	2
242	к другим	2	2
243	только не	2	2
244	следовательно и	2	2
245	ничего не	1	2
246	в самой	3	2
247	к ней	2	2
248	во всем	4	2
249	убедиться в	1	2
250	от того	4	2
251	от их	1	2
252	его с	2	2
253	от нее	6	2
254	не есть	10	2
255	если же	5	2
256	значения и	1	2
257	от друга	2	2
258	всего этого	1	2
259	ни стало	1	2
260	в науке	1	2
261	приводит к	1	2
262	на нее	1	2
263	не с	1	2
264	для всякого	2	2
265	еще в	1	2
266	с ним	3	2
267	и должно	2	2
