N	4gram	Vygotskiy__6	VLabPisa
1	в этом и заключается	1	2
2	и не может быть	1	2
3	одном и том же	2	2
4	в том числе и	1	2
5	мы имеем дело с	1	1
6	только в том что	1	1
7	в этой области не	1	1
8	думается что все эти	1	1
9	что мы имеем дело	1	1
10	в силу чего он	1	1
11	с этой точки зрения	1	1
12	и в зависимости от	1	1
13	с теми или иными	1	1
14	в каждой из этих	1	1
15	в том смысле что	2	1
16	но с другой стороны	1	1
17	но то же самое	1	1
18	не удивительно поэтому что	1	1
19	об одном и том	2	1
20	в то время как	5	1
21	но вместе с тем	1	1
22	нет и не может	1	1
23	так же как и	1	1
24	приводит к тому что	1	1
25	и по отношению к	1	1
26	не значит что он	1	1
