N	2gram	Medvedev_F_2	Myslijsy
1	потому что	2	46
2	в слове	5	32
3	в том	11	32
4	и в	38	30
5	может быть	23	28
6	то же	6	23
7	не только	9	21
8	только в	6	21
9	для нас	1	20
10	но и	13	19
11	того что	3	18
12	том что	2	18
13	то что	6	18
14	не есть	3	17
15	что в	7	17
16	в себе	1	16
17	по себе	7	16
18	внутренняя форма	1	15
19	и не	20	15
20	не в	15	15
21	а не	6	15
22	таким образом	20	14
23	что и	8	13
24	так как	4	13
25	если бы	5	12
26	вместе с	6	12
27	а в	6	12
28	так и	8	11
29	что оно	4	11
30	этого слова	1	11
31	как в	4	10
32	в этом	27	10
33	как и	9	10
34	в то	5	10
35	мы не	3	9
36	только тогда	1	9
37	из этих	3	9
38	в нем	13	9
39	было бы	6	9
40	слово есть	2	9
41	между тем	2	9
42	для него	7	9
43	и то	2	8
44	в ней	6	8
45	в самом	16	8
46	что не	4	8
47	что слово	1	7
48	есть не	1	7
49	с одной	1	7
50	но не	2	7
51	с тем	11	7
52	и без	1	7
53	тем самым	2	7
54	тем что	8	7
55	как мы	7	7
56	так что	1	7
57	слова в	3	7
58	в языке	6	7
59	вовсе не	11	7
60	с другой	3	7
61	смысле этого	1	7
62	к тому	4	7
63	например в	3	6
64	то это	3	6
65	же что	1	6
66	с этим	5	6
67	художественное произведение	2	6
68	с ним	2	6
69	не имеет	2	6
70	и теперь	4	6
71	те же	1	6
72	что он	5	6
73	уже не	7	6
74	то и	3	6
75	из них	4	6
76	зависит от	1	6
77	но оно	1	6
78	не может	14	6
79	имеет значение	2	6
80	но это	2	6
81	художественного произведения	6	5
82	сам по	3	5
83	на деле	1	5
84	и т	14	5
85	слово не	1	5
86	независимо от	4	5
87	в своем	1	5
88	и как	3	5
89	думать что	1	5
90	не следует	4	5
91	к одному	1	5
92	с другими	10	5
93	и тем	2	5
94	в них	1	5
95	по крайней	1	5
96	значение слова	2	5
97	же время	5	5
98	к ней	1	5
99	как на	1	5
100	в каком	1	5
101	языка в	9	5
102	не могут	7	5
103	сравнительно с	1	5
104	не менее	1	5
105	крайней мере	1	5
106	уже в	2	5
107	слово как	2	5
108	очевидно что	2	5
109	есть только	2	5
110	должно быть	2	5
111	слова и	7	5
112	сказать что	2	5
113	только как	1	5
114	отдельное слово	1	5
115	в действительности	1	5
116	говоря о	1	4
117	тем же	3	4
118	или же	2	4
119	столь же	2	4
120	что именно	2	4
121	не было	6	4
122	что это	3	4
123	бы не	1	4
124	он не	6	4
125	не к	2	4
126	и по	2	4
127	мы видели	4	4
128	и при	1	4
129	в котором	2	4
130	себе а	2	4
131	и его	21	4
132	для того	3	4
133	оно не	4	4
134	и это	2	4
135	в звуке	1	4
136	в его	10	4
137	один из	2	4
138	что даже	1	4
139	все равно	1	4
140	далеко не	1	4
141	что для	2	4
142	если не	1	4
143	для понимания	6	4
144	все это	3	4
145	в смысле	1	4
146	и от	2	4
147	форма слова	1	4
148	мы должны	1	4
149	слово в	2	4
150	другой стороны	4	4
151	была бы	3	4
152	только потому	1	3
153	и есть	1	3
154	в первом	7	3
155	говорить о	5	3
156	и на	3	3
157	в чем	2	3
158	а только	2	3
159	не то	3	3
160	дает нам	1	3
161	мысль в	1	3
162	более или	1	3
163	не можем	1	3
164	в целом	3	3
165	при этом	9	3
166	т д	5	3
167	или вовсе	2	3
168	в каждом	1	3
169	не будет	2	3
170	и может	3	3
171	разница между	2	3
172	его в	3	3
173	предмета а	1	3
174	художественном произведении	1	3
175	оно имеет	1	3
176	звуком и	5	3
177	или менее	1	3
178	как бы	4	3
179	место в	3	3
180	и понятия	1	3
181	тем не	1	3
182	тому что	2	3
183	на него	1	3
184	тогда и	1	3
185	образом в	1	3
186	того чтобы	3	3
187	ни о	5	3
188	могут быть	6	3
189	можно думать	1	3
190	слова с	1	3
191	для себя	1	3
192	свою очередь	1	3
193	в произведении	1	3
194	или в	3	3
195	том как	1	3
196	слово и	2	3
197	в словах	1	3
198	со стороны	2	3
199	время в	1	3
200	можно сказать	1	3
201	это было	3	3
202	к нему	3	3
203	слова для	1	3
204	и следовательно	1	3
205	звук и	2	3
206	же и	2	3
207	только на	3	3
208	никто не	1	3
209	прежде всего	15	3
210	до сих	1	3
211	именно в	5	3
212	одной стороны	1	3
213	там где	4	3
214	связь с	1	3
215	так же	1	3
216	том смысле	3	3
217	сих пор	1	3
218	и оно	1	3
219	все остальные	2	3
220	тем и	2	3
221	не существует	1	3
222	а к	2	3
223	и все	3	3
224	в свою	1	3
225	не говоря	1	3
226	в последнем	1	3
227	значение не	1	3
228	в которой	2	3
229	в искусстве	2	3
230	то оно	1	3
231	к этому	4	3
232	в таком	2	3
233	таком случае	1	2
234	самом деле	8	2
235	это и	5	2
236	но тем	1	2
237	самый предмет	2	2
238	нам кажется	1	2
239	и до	3	2
240	собственном смысле	1	2
241	входящих в	1	2
242	в их	6	2
243	той же	1	2
244	предмета в	2	2
245	между его	1	2
246	содержания в	1	2
247	что уже	1	2
248	не столько	4	2
249	все в	1	2
250	звук не	1	2
251	которое не	1	2
252	себе что	1	2
253	при таких	1	2
254	именно эти	1	2
255	одним словом	4	2
256	а тем	1	2
257	то он	1	2
258	что язык	1	2
259	отношение к	2	2
260	за пределы	1	2
261	что они	4	2
262	сама по	1	2
263	о необходимости	1	2
264	все же	8	2
265	целый ряд	1	2
266	его к	1	2
267	звука и	5	2
268	со своей	2	2
269	та же	2	2
270	так или	1	2
271	же слово	1	2
272	в этой	6	2
273	и тот	1	2
274	на то	1	2
275	не могла	1	2
276	так сказать	3	2
277	не как	4	2
278	в понятии	2	2
279	из виду	1	2
280	из него	2	2
281	звук как	1	2
282	но все	3	2
283	этом последнем	1	2
284	смысле в	1	2
285	могла бы	1	2
286	не дает	1	2
287	бы быть	1	2
288	входит в	4	2
289	время и	3	2
290	без нее	3	2
291	ни в	2	2
292	несмотря на	1	2
293	многие другие	1	2
294	точки зрения	8	2
295	в своей	7	2
296	а как	3	2
297	между людьми	1	2
298	поэтического произведения	8	2
299	и звук	2	2
300	т п	9	2
301	их в	2	2
302	даже в	2	2
303	что эта	2	2
304	она не	2	2
305	например не	1	2
306	на котором	2	2
307	и притом	1	2
308	как о	4	2
309	что каждое	1	2
310	сколько и	1	2
311	отличное от	1	2
312	иметь в	1	2
313	такая же	1	2
314	из того	1	2
315	этом отношении	7	2
316	от этого	3	2
317	для развития	1	2
318	его с	3	2
319	от нее	4	2
320	в области	3	2
321	ничего общего	1	2
322	на предмет	1	2
323	то или	1	2
324	и о	2	2
325	в ее	2	2
326	только при	1	2
327	языка и	12	2
328	в собственном	1	2
329	так в	3	2
330	каждого из	1	2
331	во многом	1	2
332	произведения не	3	2
333	когда в	1	2
334	можно только	1	2
335	и с	9	2
336	могла быть	1	2
337	смысле то	1	2
338	о том	1	2
339	и та	1	2
340	должно было	3	2
341	от него	2	2
342	собственно говоря	1	2
343	от них	1	2
344	в форме	1	2
345	языка мы	2	2
346	и мы	1	2
347	как ее	3	2
348	и следует	1	2
349	слово с	1	2
350	и значением	3	2
351	одной из	1	2
352	в поэтическом	7	2
353	в какой	3	2
354	но как	2	2
355	в природе	1	2
356	к звуку	1	2
357	том чтобы	1	2
358	связи с	13	2
359	с нею	2	2
360	в виде	1	2
361	был бы	1	2
362	но что	1	2
363	слове не	2	2
364	в других	7	2
365	и даже	4	2
366	произведения искусства	2	2
367	в речи	1	2
368	и разложение	1	2
369	к своему	1	2
370	следует однако	1	2
371	что же	5	2
372	как средство	1	2
373	каждое из	1	2
374	перед нами	2	2
375	из себя	1	2
376	бы в	5	2
377	в большей	1	2
378	и наконец	4	2
379	язык не	1	2
380	же в	1	2
381	входящий в	1	2
382	в системе	1	2
383	признаков в	1	2
384	лишь тогда	1	2
385	слове именно	1	2
386	жизни и	3	2
387	которая не	1	2
388	и наиболее	1	1
389	это неверно	1	1
390	слова которые	1	1
391	одним из	1	1
392	до него	1	1
393	все остальное	4	1
394	на самом	3	1
395	к своей	1	1
396	предмета с	1	1
397	по преимуществу	5	1
398	из его	1	1
399	противном случае	1	1
400	оно было	1	1
401	должна быть	5	1
402	едва ли	2	1
403	поэзии и	1	1
404	его не	2	1
405	их и	1	1
406	он уже	1	1
407	что если	1	1
408	в первый	5	1
409	вопрос о	1	1
410	из своих	1	1
411	что многие	1	1
412	который был	1	1
413	в сущности	4	1
414	к самим	1	1
415	но она	1	1
416	не вполне	1	1
417	и со	1	1
418	и заставляет	1	1
419	того же	1	1
420	значения в	2	1
421	последнее и	1	1
422	столько же	1	1
423	и поэзия	1	1
424	он был	2	1
425	на них	1	1
426	не найдем	1	1
427	говоря уже	1	1
428	здесь не	4	1
429	со словами	1	1
430	бы то	1	1
431	без всякого	1	1
432	с его	11	1
433	общих чертах	1	1
434	именно тем	1	1
435	от его	2	1
436	данном случае	1	1
437	совсем не	2	1
438	если в	3	1
439	отличие от	2	1
440	оно только	1	1
441	в порядке	1	1
442	основная задача	2	1
443	один и	1	1
444	чем же	3	1
445	в истории	6	1
446	самое понятие	2	1
447	значение его	1	1
448	в художественном	2	1
449	лишь изредка	1	1
450	к новому	1	1
451	в противном	1	1
452	хотя и	3	1
453	языке не	1	1
454	образом они	1	1
455	увидим что	1	1
456	это определение	1	1
457	но в	4	1
458	следует сказать	1	1
459	то в	2	1
460	духа в	1	1
461	явления и	2	1
462	все эти	6	1
463	если мы	5	1
464	действительности а	2	1
465	что к	1	1
466	языка к	3	1
467	как он	1	1
468	но на	1	1
469	в единстве	2	1
470	звук слова	1	1
471	языке мы	1	1
472	и стало	1	1
473	в первых	1	1
474	главным образом	3	1
475	но именно	3	1
476	этого он	1	1
477	она входит	1	1
478	них уже	1	1
479	в понимании	2	1
480	он должен	1	1
481	как увидим	2	1
482	языка нам	1	1
483	именно из	2	1
484	в корне	7	1
485	конечно такое	1	1
486	языком и	2	1
487	всего то	1	1
488	мы его	1	1
489	тем в	1	1
490	вывести из	1	1
491	том случае	2	1
492	и навсегда	1	1
493	лишь в	7	1
494	это не	2	1
495	понять его	1	1
496	то увидим	1	1
497	кажется что	1	1
498	само собою	2	1
499	от полноты	1	1
500	слово было	1	1
501	в самую	1	1
502	и поэтического	4	1
503	и вне	1	1
504	нигде не	2	1
505	определений и	1	1
506	нам не	1	1
507	его слово	1	1
508	сложившихся в	1	1
509	поэзии есть	1	1
510	форма и	1	1
511	в этих	2	1
512	места в	1	1
513	но если	1	1
514	в такой	2	1
515	с точки	7	1
516	другим как	2	1
517	и языка	1	1
518	представлений и	1	1
519	языка от	1	1
520	знаем что	1	1
521	его отношение	1	1
522	не будем	1	1
523	которые в	1	1
524	но он	1	1
525	друг другу	1	1
526	образом из	1	1
527	речи в	1	1
528	и более	2	1
529	не должно	1	1
530	выражение что	1	1
531	или если	1	1
532	любовь к	1	1
533	исследования в	2	1
534	о значении	1	1
535	поэзии то	1	1
536	виду что	1	1
537	и другое	2	1
538	между звуком	5	1
539	и должен	1	1
540	только из	1	1
541	ее с	2	1
542	в процессе	9	1
543	и именно	1	1
544	чем не	1	1
545	не могло	1	1
546	все свои	1	1
547	в общих	1	1
548	возможно и	1	1
549	на язык	2	1
550	ничего не	4	1
551	это то	1	1
552	явлений как	1	1
553	во всем	1	1
554	впадаем в	1	1
555	к работе	1	1
556	мы бы	1	1
557	в более	1	1
558	на выражение	4	1
559	здесь же	1	1
560	вещь и	1	1
561	что на	2	1
562	в язык	1	1
563	настоящего времени	1	1
564	представляется нам	1	1
565	уже о	1	1
566	нечто новое	1	1
567	других случаях	1	1
568	понятия к	1	1
569	относиться к	1	1
570	поэтическом произведении	1	1
571	языке и	1	1
572	отличается от	1	1
573	на читателя	1	1
574	стремлением к	1	1
575	для его	1	1
576	и безразлично	1	1
577	должен быть	1	1
578	из всего	3	1
579	своего развития	3	1
580	значения и	2	1
581	в виду	2	1
582	наоборот от	1	1
583	след в	1	1
584	и многие	2	1
585	только то	1	1
586	с самого	2	1
587	с языком	1	1
588	поэтическим произведением	1	1
589	образование в	1	1
590	можно играть	1	1
591	по некоторым	1	1
592	и признаки	1	1
593	времени и	2	1
594	ясно что	1	1
595	было в	2	1
596	особенно в	3	1
597	с самим	1	1
598	не ради	2	1
599	этим в	1	1
600	в результате	6	1
601	это только	1	1
602	для этого	2	1
603	и восприятия	2	1
604	находится в	2	1
605	сводится к	5	1
606	понять как	1	1
607	и здесь	3	1
608	и делается	1	1
609	языка вообще	1	1
610	говорить не	2	1
611	все содержание	2	1
612	одного из	3	1
613	другому в	1	1
614	единства и	2	1
615	вопросу о	1	1
616	образом мы	1	1
617	раз и	4	1
618	во всех	5	1
619	этому поводу	1	1
620	судить о	1	1
621	не чувствует	1	1
622	бы она	3	1
623	материал не	1	1
624	от одного	2	1
625	язык в	2	1
626	но нельзя	1	1
627	искусства так	1	1
628	о единстве	1	1
629	отдельного слова	1	1
630	в художественной	1	1
631	что бы	1	1
632	как сущность	1	1
633	уже потому	1	1
634	если это	2	1
635	искусства поэтому	1	1
636	как объект	1	1
637	следовательно в	1	1
638	происходит в	1	1
639	как из	1	1
640	очень немногое	1	1
641	не сделать	1	1
642	тот же	1	1
643	это стремление	1	1
644	положениях и	1	1
645	сторону от	1	1
646	то эти	1	1
647	между этими	3	1
648	и ее	6	1
649	по этому	2	1
650	связанным с	1	1
651	принадлежат не	2	1
652	события и	1	1
653	например а	1	1
654	конечно не	1	1
655	указания на	1	1
656	в поэзии	12	1
657	еще одну	2	1
658	каким образом	1	1
659	или даже	2	1
660	при помощи	2	1
661	но совершенно	2	1
662	языка но	2	1
663	отличны от	1	1
664	мы знаем	3	1
665	что будет	1	1
666	не сам	1	1
667	пока не	1	1
668	произведение действительно	1	1
669	не находит	1	1
670	бы совершенно	2	1
671	в известной	2	1
672	сами по	2	1
673	произведения и	3	1
674	с определенным	1	1
675	ее не	1	1
676	к ним	1	1
677	как его	2	1
678	в систему	2	1
679	должен был	2	1
680	каждый из	3	1
681	существовать в	1	1
682	содержание при	1	1
683	языка для	1	1
684	этом рассказе	1	1
685	лишь для	4	1
686	к самому	1	1
687	не является	3	1
688	предмету но	1	1
689	это будет	1	1
690	чтобы показать	3	1
691	нужно было	2	1
692	со всем	1	1
693	даже не	2	1
694	точек зрения	1	1
695	имеет и	1	1
696	или иначе	1	1
697	по своим	1	1
698	чем он	4	1
699	остается для	1	1
700	могут иметь	1	1
701	не входит	3	1
702	превращается в	2	1
703	на этот	1	1
704	стремится к	1	1
705	не на	1	1
706	же речь	1	1
707	если даже	1	1
708	и непосредственно	1	1
709	его как	2	1
710	план и	1	1
711	слова слово	1	1
712	звуков если	1	1
713	не об	1	1
714	под влиянием	1	1
715	как материал	1	1
716	только теперь	1	1
717	общем смысле	2	1
718	слова от	1	1
719	слово становится	1	1
720	и а	1	1
721	в одной	2	1
722	и приобретает	1	1
723	общего с	1	1
724	искусства к	1	1
725	могут вовсе	1	1
726	в данном	1	1
727	законам и	1	1
728	перехода от	2	1
729	эти признаки	1	1
730	это различие	1	1
731	да и	1	1
732	об особенностях	1	1
733	безразлично как	1	1
734	и там	1	1
735	находится под	1	1
736	как например	2	1
737	как предмет	2	1
738	к вопросу	1	1
739	это отличие	1	1
740	вряд ли	2	1
741	и бессознательно	1	1
742	мышления в	1	1
743	формы и	2	1
744	здесь все	1	1
745	или не	1	1
746	а все	2	1
747	впечатления от	1	1
748	как для	1	1
749	а ради	1	1
750	поэзии в	3	1
751	в данное	1	1
752	на первый	2	1
753	это может	1	1
754	в эту	1	1
755	вообще в	1	1
756	же оно	1	1
757	восприятием и	1	1
758	хотя в	1	1
759	и начинается	1	1
760	в какие	1	1
761	между ними	2	1
762	равно как	2	1
763	его пониманию	1	1
764	нет но	1	1
765	с ними	2	1
766	выводы в	1	1
767	новое содержание	1	1
768	было быть	1	1
769	каков будет	1	1
770	но эти	1	1
771	ее в	2	1
772	него как	1	1
773	случае если	1	1
774	и эта	1	1
775	самого поэта	1	1
776	нас не	1	1
777	можно назвать	1	1
778	во всяком	5	1
779	как число	1	1
780	становится чем-то	1	1
781	гораздо более	1	1
782	смысле что	2	1
