N	2gram	Tiupa_Hudo_2	Narrotol
1	не только	11	32
2	может быть	8	25
3	но и	9	23
4	в качестве	4	21
5	и не	18	20
6	то есть	1	19
7	и в	28	19
8	в том	15	18
9	в этом	13	17
10	в тексте	5	16
11	не в	13	14
12	в частности	7	14
13	том что	19	14
14	состоит в	7	13
15	представляет собой	1	12
16	тогда как	7	12
17	своего рода	16	12
18	а не	14	12
19	то что	6	11
20	а в	6	11
21	точки зрения	2	10
22	не может	4	10
23	при этом	11	9
24	в мире	7	9
25	так и	8	9
26	в его	11	9
27	со стороны	3	9
28	в себе	9	8
29	во времени	1	8
30	и т.п	1	8
31	с другой	3	8
32	не является	2	8
33	героя в	1	8
34	еще не	3	7
35	по отношению	7	7
36	как в	5	7
37	все же	2	7
38	времени и	1	7
39	как и	11	7
40	к тому	7	7
41	и т.д	2	7
42	а также	2	7
43	с одной	3	7
44	одной стороны	3	7
45	такого рода	1	7
46	с его	5	6
47	но не	4	6
48	точка зрения	1	6
49	в той	1	6
50	то в	4	6
51	тем самым	2	6
52	в себя	1	6
53	о том	12	6
54	что он	8	6
55	именно в	2	6
56	как это	7	6
57	отношению к	7	6
58	иначе говоря	1	6
59	том числе	1	6
60	но в	2	6
61	не все	3	5
62	отнюдь не	2	5
63	уже не	10	5
64	в этой	5	5
65	тому же	2	5
66	картины мира	1	5
67	по себе	1	5
68	в основе	2	5
69	и его	5	5
70	в детстве	5	5
71	к себе	3	5
72	к нему	3	5
73	нуждается в	2	5
74	казалось что	7	5
75	себя в	8	5
76	или иной	2	5
77	в данном	2	5
78	можно сказать	6	5
79	не предполагает	1	5
80	данном случае	2	4
81	все те	2	4
82	то же	6	4
83	здесь не	2	4
84	бы отдал	1	4
85	перед нами	11	4
86	было как	1	4
87	за собой	1	4
88	в нем	3	4
89	в принципе	2	4
90	в силу	1	4
91	но все	1	4
92	же не	2	4
93	и с	6	4
94	было бы	3	4
95	и тем	1	4
96	не мог	1	4
97	теперь как	1	4
98	пока еще	3	4
99	жизненной позиции	1	4
100	числе и	1	4
101	той или	1	4
102	не столько	2	4
103	те же	2	4
104	о нем	2	4
105	же время	4	4
106	во втором	2	4
107	вслед за	4	4
108	только в	4	4
109	хотя бы	2	4
110	при всей	1	4
111	у него	5	4
112	детстве и	1	4
113	что не	2	4
114	прежде всего	3	4
115	в рассказе	21	4
116	в церкви	2	4
117	как бы	5	4
118	да и	5	4
119	отличается от	1	4
120	же в	1	4
121	одной из	3	4
122	героя и	3	4
123	сказать что	2	4
124	другой стороны	1	4
125	это и	1	3
126	о приезде	1	3
127	в первом	2	3
128	же как	2	3
129	в сущности	1	3
130	жизни как	5	3
131	и он	3	3
132	в ней	3	3
133	и на	3	3
134	еще одна	2	3
135	бы то	1	3
136	в ее	18	3
137	значении этого	1	3
138	если в	2	3
139	что они	4	3
140	отец сисой	2	3
141	хотя и	1	3
142	когда он	1	3
143	преосвященного петра	2	3
144	что это	5	3
145	уже в	1	3
146	из этих	2	3
147	низких потолков	1	3
148	он не	4	3
149	надежда на	1	3
150	то ни	1	3
151	не будет	2	3
152	особенно в	1	3
153	в третьем	1	3
154	быстро весело	1	3
155	который по	1	3
156	все было	3	3
157	живет теперь	3	3
158	обратимся к	2	3
159	тем не	4	3
160	бытия в	1	3
161	не менее	5	3
162	в то	6	3
163	тем что	6	3
164	одна из	2	3
165	на него	3	3
166	никогда не	5	3
167	на себя	3	3
168	по своей	1	3
169	этом отношении	1	3
170	как мы	2	3
171	с ее	5	3
172	сводится к	6	3
173	то или	1	3
174	и самого	1	3
175	на том	1	3
176	не с	2	3
177	о ней	1	3
178	столь же	3	3
179	как было	1	3
180	в конечном	4	3
181	будто он	1	3
182	между тем	8	3
183	а именно	1	3
184	один из	2	3
185	в архиерее	1	3
186	из них	2	3
187	не о	1	3
188	присутствия в	1	3
189	и даже	1	3
190	или иначе	1	3
191	а с	3	3
192	на будущее	1	3
193	как будто	4	3
194	не существует	1	3
195	что в	5	3
196	будто бы	3	3
197	жизни в	7	3
198	жизнь бы	1	3
199	а во	1	3
200	жизни и	6	3
201	отношения к	1	2
202	одним из	1	2
203	например в	1	2
204	таком случае	1	2
205	и потому	1	2
206	самом деле	3	2
207	он веровал	1	2
208	в чужой	2	2
209	здесь и	1	2
210	к другому	1	2
211	про чертог	1	2
212	родился монахом	1	2
213	который в	2	2
214	на выгоне	1	2
215	все верили	2	2
216	мы имеем	1	2
217	дешевых ставен	1	2
218	со смертью	1	2
219	говорить о	2	2
220	ему в	2	2
221	в будущем	1	2
222	жалких дешевых	1	2
223	между собой	1	2
224	он сам	2	2
225	во внешнем	1	2
226	но как	1	2
227	не то	1	2
228	отношение к	2	2
229	нет и	1	2
230	или иное	1	2
231	другой день	2	2
232	независимо от	1	2
233	как к	1	2
234	в своем	5	2
235	в полном	1	2
236	всего лишь	3	2
237	точкой зрения	2	2
238	бог знает	1	2
239	так или	1	2
240	все эти	1	2
241	бы не	3	2
242	всей своей	1	2
243	и тот	1	2
244	роль в	2	2
245	всей его	1	2
246	жизнью и	1	2
247	та же	2	2
248	детях о	2	2
249	с чем	1	2
250	себя и	2	2
251	важного о	1	2
252	глядела на	2	2
253	не как	2	2
254	собой не	1	2
255	за рамки	1	2
256	подобно тому	4	2
257	постольку поскольку	1	2
258	человека в	4	2
259	значительной степени	1	2
260	как сияние	2	2
261	прямо родился	1	2
262	и ей	3	2
263	а по	2	2
264	зрения на	2	2
265	с архиереем	1	2
266	его в	2	2
267	того или	2	2
268	его личности	1	2
269	это не	6	2
270	кажется жизнь	1	2
271	самого важного	1	2
272	в самую	1	2
273	несмотря на	3	2
274	рассказ в	1	2
275	приезде матери	1	2
276	жизни но	1	2
277	под окном	1	2
278	рассказа о	1	2
279	с точки	2	2
280	волнует все	1	2
281	в памяти	3	2
282	я героя	1	2
283	однако в	2	2
284	юности что	1	2
285	зрения и	1	2
286	даже в	1	2
287	а иногда	1	2
288	она не	5	2
289	про жениха	1	2
290	знает куда	1	2
291	по полю	2	2
292	не могло	1	2
293	чего-то самого	1	2
294	себе самом	1	2
295	ничего не	5	2
296	имеем дело	1	2
297	веровал но	1	2
298	как раз	4	2
299	смутно мечталось	1	2
300	с наивной	2	2
301	что на	3	2
302	личности в	3	2
303	встречается в	1	2
304	когда мы	1	2
305	которая живет	2	2
306	выговорить ни	3	2
307	оно не	2	2
308	говоря словами	1	2
309	но сама	1	2
310	приходит к	2	2
311	которых и	1	2
312	происходит и	1	2
313	в анекдоте	1	2
314	на другой	2	2
315	по сути	1	2
316	в пределах	1	2
317	приводит к	2	2
318	на свой	2	2
319	и про	1	2
320	читателя в	1	2
321	и когда	1	2
322	что у	3	2
323	можно было	3	2
324	другом и	1	2
325	постукивая палочкой	1	2
