N	2gram	Losev_Prob_3	DiskursI
1	в качестве	3	34
2	не только	14	28
3	в том	21	23
4	а не	18	22
5	то есть	34	20
6	том что	12	19
7	может быть	28	17
8	как и	10	16
9	и в	44	16
10	в этом	17	15
11	еще не	5	14
12	но и	10	14
13	при этом	4	13
14	но не	3	11
15	прежде всего	3	11
16	и не	35	11
17	как в	5	10
18	далеко не	1	10
19	с другой	7	10
20	в нем	9	9
21	не может	7	9
22	с одной	2	9
23	одной стороны	1	9
24	в частности	2	9
25	отнюдь не	10	8
26	но в	12	8
27	своего рода	1	8
28	о том	6	8
29	так и	10	8
30	а также	4	8
31	не было	5	7
32	в себе	8	7
33	то же	13	7
34	не в	13	7
35	в основе	2	7
36	в его	9	7
37	только в	19	7
38	в своем	5	6
39	пока еще	2	6
40	и как	3	6
41	ни к	3	6
42	и на	1	5
43	во всех	2	5
44	отличие от	3	5
45	тому же	1	5
46	в котором	2	5
47	в их	2	5
48	в отличие	2	5
49	в процессе	2	5
50	в эпоху	1	5
51	или иной	8	5
52	можно сказать	6	5
53	а с	2	5
54	в данном	9	5
55	как бы	9	5
56	к тому	3	5
57	а в	5	5
58	то что	23	5
59	в своей	5	5
60	и о	5	4
61	в которых	3	4
62	в сторону	1	4
63	в истории	1	4
64	и к	6	4
65	уже не	7	4
66	в целом	6	4
67	на его	1	4
68	не как	1	4
69	лишь в	1	4
70	в них	1	4
71	потому что	25	4
72	могут быть	2	4
73	для себя	2	4
74	по сути	1	4
75	внимание на	1	4
76	во втором	1	4
77	что он	9	4
78	для него	3	4
79	не обязательно	2	4
80	что не	1	4
81	связи с	8	4
82	далеко еще	1	4
83	такого рода	6	4
84	не является	11	4
85	что в	8	4
86	также и	16	3
87	того же	2	3
88	и потому	7	3
89	значении этого	1	3
90	в первом	1	3
91	имеет свою	3	3
92	той или	12	3
93	с этим	2	3
94	перед нами	8	3
95	в самом	3	3
96	из жизни	1	3
97	от мифа	1	3
98	зрения на	2	3
99	заключается в	4	3
100	это не	9	3
101	и того	1	3
102	точки зрения	5	3
103	в своих	1	3
104	однако в	2	3
105	бы быть	3	3
106	по себе	25	3
107	в то	9	3
108	к той	1	3
109	таким образом	9	3
110	но при	1	3
111	в ее	4	3
112	не с	1	3
113	и даже	14	3
114	что и	9	3
115	хотя бы	3	3
116	из них	2	3
117	тем что	4	3
118	именно в	2	3
119	себе не	2	3
120	по своему	2	3
121	для обозначения	1	3
122	того что	8	3
123	все же	6	3
124	сказать что	16	3
125	другой стороны	5	3
126	это понятие	2	3
127	отношения к	3	2
128	одним из	1	2
129	например в	1	2
130	языка с	1	2
131	и есть	5	2
132	едва ли	5	2
133	мы имеем	2	2
134	этого термина	2	2
135	в виду	10	2
136	между собой	1	2
137	сказать и	1	2
138	но как	4	2
139	за пределы	5	2
140	себя в	2	2
141	с некоторыми	1	2
142	хотя и	5	2
143	когда он	2	2
144	с понятием	3	2
145	более или	1	2
146	в тех	3	2
147	поскольку в	1	2
148	в этой	3	2
149	стороны это	1	2
150	всей его	2	2
151	том чтобы	1	2
152	подобно тому	1	2
153	и по	2	2
154	так например	1	2
155	различие между	1	2
156	об этом	3	2
157	того или	6	2
158	и тем	9	2
159	на сцене	1	2
160	не всегда	1	2
161	одного и	1	2
162	или менее	1	2
163	наших дней	1	2
164	и без	4	2
165	мысли и	1	2
166	по крайней	5	2
167	возможно только	1	2
168	не менее	10	2
169	но они	1	2
170	что с	1	2
171	дело не	2	2
172	к такому	1	2
173	и его	5	2
174	однако это	2	2
175	крайней мере	5	2
176	отличается от	4	2
177	же самое	9	2
178	не есть	35	2
179	оно не	1	2
180	и он	1	2
181	как мы	8	2
182	с ее	2	2
183	данном случае	7	2
184	языка и	4	2
185	в пределах	1	2
186	на том	1	2
187	же касается	4	2
188	в другом	2	2
189	разного рода	2	2
190	строго говоря	1	2
191	и вообще	8	2
192	но отнюдь	1	2
193	во всяком	9	2
194	и что	7	2
195	требует для	1	2
196	это было	2	2
197	и во	2	2
198	она здесь	1	2
199	котором он	2	2
200	в античной	1	2
201	в литературе	1	2
202	дело с	1	2
203	и ее	3	2
204	точка зрения	1	2
205	есть в	3	2
206	уже в	3	2
207	свидетельствует о	1	2
208	или даже	5	2
209	и понимание	1	2
210	слова в	1	2
211	в одном	1	2
212	сами по	6	2
213	как его	1	2
214	заметить что	1	2
215	никогда не	6	2
216	на ее	2	2
217	здесь в	3	2
218	чем он	2	2
219	обратить внимание	1	2
220	зависит от	1	2
221	однако и	1	2
222	его как	3	2
223	о чем	2	2
224	произведение в	2	2
225	сути дела	1	2
