N	2gram	Vinokur_Ku_3	Vladivir
1	и в	23	31
2	не только	17	24
3	но и	3	19
4	то что	4	18
5	и не	10	17
6	в этом	16	14
7	том что	11	14
8	и с	3	14
9	что в	13	14
10	но в	2	12
11	в его	11	12
12	что он	6	12
13	по поводу	3	12
14	же с	1	11
15	о том	6	11
16	в том	22	11
17	между прочим	8	11
18	потому что	12	11
19	и то	1	10
20	также и	5	10
21	он не	3	10
22	как мы	5	9
23	никогда не	1	9
24	только в	6	9
25	а в	5	9
26	в те	1	8
27	в то	3	8
28	в дальнейшем	2	8
29	так как	9	8
30	тут же	1	7
31	кроме того	2	7
32	как это	7	7
33	и его	1	7
34	для него	1	7
35	о нем	1	7
36	уже в	3	7
37	как раз	4	7
38	еще и	2	7
39	е в	2	7
40	сказать что	7	7
41	того же	4	6
42	то же	6	6
43	то он	3	6
44	и к	3	6
45	свое время	2	6
46	в котором	2	6
47	у нас	10	6
48	так и	6	6
49	и что	7	6
50	можно сказать	2	6
51	в качестве	2	6
52	может быть	14	6
53	на этот	2	6
54	и потому	1	6
55	не может	6	6
56	к этому	1	6
57	но как	3	5
58	когда он	2	5
59	это был	1	5
60	и если	2	5
61	не в	5	5
62	что и	6	5
63	вовсе не	5	5
64	но он	1	5
65	не было	4	5
66	а с	3	5
67	что же	5	5
68	все это	2	5
69	и от	1	5
70	а также	4	5
71	в период	1	5
72	в свое	2	5
73	я не	5	4
74	мы и	1	4
75	в своем	4	4
76	хотя и	5	4
77	и как	2	4
78	говорит что	1	4
79	в которой	1	4
80	в нашем	7	4
81	в себе	1	4
82	как он	2	4
83	главным образом	2	4
84	в россии	2	4
85	же касается	1	4
86	этом смысле	1	4
87	как и	5	4
88	несмотря на	1	4
89	в своей	4	4
90	мысли и	2	4
91	же время	1	4
92	во всем	1	4
93	никак не	2	4
94	к нему	1	4
95	по своей	1	4
96	один из	4	4
97	для меня	2	4
98	в особенности	2	4
99	что для	1	4
100	для нас	4	4
101	и через	2	3
102	увидим ниже	1	3
103	но она	1	3
104	на себя	2	3
105	и на	1	3
106	то мы	3	3
107	но не	3	3
108	в общем	6	3
109	отношение к	3	3
110	он пишет	2	3
111	за пределы	2	3
112	что они	2	3
113	отнюдь не	3	3
114	как в	4	3
115	все же	5	3
116	более или	2	3
117	со своей	1	3
118	в целом	4	3
119	он в	2	3
120	все эти	7	3
121	но на	3	3
122	и вот	3	3
123	это конечно	2	3
124	здесь мы	1	3
125	отца и	1	3
126	не мог	1	3
127	или менее	2	3
128	во время	1	3
129	д н	1	3
130	что касается	1	3
131	но это	5	3
132	раз и	2	3
133	в отношении	3	3
134	на него	3	3
135	но только	1	3
136	ничего не	6	3
137	всей жизни	1	3
138	таким образом	9	3
139	к тому	3	3
140	здесь не	2	3
141	к его	2	3
142	свидетельствует о	1	3
143	и здесь	2	3
144	и просто	1	3
145	тот же	6	3
146	мы увидим	1	3
147	и действительно	3	3
148	и так	1	3
149	уже не	8	3
150	в виде	1	3
151	с этими	1	3
152	но что	1	3
153	с другой	7	3
154	по своим	1	3
155	если не	1	3
156	в связи	5	3
157	вместе с	2	3
158	по своему	2	3
159	в начале	1	3
160	это можно	1	3
161	собственно говоря	1	3
162	и н	1	3
163	другой стороны	3	3
164	об этих	1	3
165	и т	54	2
166	тех же	4	2
167	это и	3	2
168	той же	3	2
169	в полной	1	2
170	хотя бы	9	2
171	еще не	9	2
172	он сам	1	2
173	в чем	5	2
174	мы будем	1	2
175	к жизни	1	2
176	нет и	1	2
177	один и	2	2
178	то обстоятельство	3	2
179	и я	2	2
180	как к	2	2
181	конечно не	2	2
182	из этих	5	2
183	учение о	2	2
184	и тот	2	2
185	тому же	3	2
186	что она	5	2
187	при этом	6	2
188	т д	8	2
189	развития русской	2	2
190	на этом	2	2
191	так например	1	2
192	форме не	1	2
193	что все	2	2
194	а по	1	2
195	лишь в	8	2
196	было бы	16	2
197	известно что	1	2
198	в свой	1	2
199	ни в	3	2
200	с тем	6	2
201	быть также	1	2
202	можно считать	1	2
203	года и	1	2
204	нее в	1	2
205	точки зрения	23	2
206	что такое	4	2
207	что я	1	2
208	значение для	1	2
209	не будем	5	2
210	тем не	9	2
211	что сам	3	2
212	для нее	1	2
213	даже в	1	2
214	судить по	1	2
215	не менее	12	2
216	тем самым	4	2
217	что с	1	2
218	дело не	2	2
219	не по	3	2
220	того чтобы	11	2
221	именно с	1	2
222	которые и	3	2
223	более что	2	2
224	что на	3	2
225	в каком	3	2
226	обстоятельство что	3	2
227	со стороны	1	2
228	и такие	2	2
229	для того	12	2
230	на это	1	2
231	и о	4	2
232	то время	1	2
233	не столько	4	2
234	связи со	1	2
235	ясно что	4	2
236	она была	1	2
237	что дело	2	2
238	о котором	1	2
239	но мы	2	2
240	с того	1	2
241	в вопросах	1	2
242	которой мы	1	2
243	того в	1	2
244	а именно	3	2
245	знания и	1	2
246	которая как	1	2
247	и мы	1	2
248	вот еще	1	2
249	того что	11	2
250	поскольку с	1	2
251	интереса к	1	2
252	всякого рода	5	2
253	с ними	1	2
254	всяком случае	1	2
255	по этому	1	2
256	том чтобы	4	2
257	одной из	1	2
258	то и	2	2
259	не стал	1	2
260	мы знаем	1	2
261	тем что	5	2
262	обратить внимание	1	2
263	только что	2	2
264	именно так	2	2
265	было сказано	1	2
266	что мы	2	2
267	чем не	1	2
268	начиная с	1	2
269	п а	2	2
270	еще на	2	2
271	он будет	2	2
272	в тех	2	2
273	знания в	1	2
274	по существу	3	2
275	впрочем не	1	2
276	о его	1	2
277	и для	1	2
278	которых он	1	2
279	указать на	2	2
280	в результате	3	2
281	речи с	1	2
282	от него	1	2
283	тем более	5	2
284	мы должны	3	2
285	совершенно не	5	2
286	в самом	13	2
287	к этой	1	2
288	в частности	2	2
289	как на	8	2
290	во всяком	2	2
291	все что	1	2
292	книги в	2	1
293	работой в	1	1
294	от научного	1	1
295	по адресу	2	1
296	отношении к	1	1
297	на самом	3	1
298	и есть	5	1
299	то в	3	1
300	когда человек	1	1
301	можно говорить	10	1
302	и нужно	2	1
303	не имеют	1	1
304	не различает	1	1
305	научной и	2	1
306	был и	1	1
307	отношения к	1	1
308	в их	6	1
309	чего в	1	1
310	есть не	3	1
311	между и	1	1
312	что если	2	1
313	ответить на	2	1
314	на место	1	1
315	в основных	1	1
316	и литературы	1	1
317	почти все	1	1
318	время как	1	1
319	через которые	2	1
320	вместо этого	1	1
321	для наших	1	1
322	поэзия и	3	1
323	в ней	3	1
324	не знал	1	1
325	может дать	1	1
326	литературы и	1	1
327	также о	1	1
328	не нужно	1	1
329	столь же	4	1
330	бы то	1	1
331	в различных	2	1
332	поскольку они	1	1
333	и бог	1	1
334	что вместо	1	1
335	значение и	1	1
336	даже очень	1	1
337	по отношению	3	1
338	к практическому	1	1
339	тогда как	1	1
340	на вопрос	3	1
341	знакомства с	1	1
342	его развития	1	1
343	относится к	2	1
344	что во	1	1
345	дает нам	2	1
346	что как	3	1
347	у в	1	1
348	как уже	1	1
349	и всецело	1	1
350	в противоположность	1	1
351	для которого	2	1
352	ни один	1	1
353	таковы например	1	1
354	то я	1	1
355	может считаться	1	1
356	им в	1	1
357	и те	1	1
358	на две	1	1
359	если он	1	1
360	не могла	1	1
361	так сказать	2	1
362	а скорее	1	1
363	после этого	1	1
364	зафиксировано в	1	1
365	пушкина и	1	1
366	стороны а	1	1
367	чем у	1	1
368	не к	1	1
369	в силу	6	1
370	одной и	1	1
371	но все	2	1
372	здесь значение	1	1
373	раз из	1	1
374	смысле в	1	1
375	не будет	1	1
376	поэзии и	1	1
377	те же	7	1
378	этими материалами	1	1
379	с целью	2	1
380	заключается в	4	1
381	на протяжении	2	1
382	с другими	2	1
383	это не	3	1
384	на вопросе	1	1
385	не дошел	1	1
386	с вопросом	2	1
387	именно что	1	1
388	так называемую	2	1
389	и единственным	1	1
390	и тем	6	1
391	и рассказов	1	1
392	о которых	1	1
393	одному тому	1	1
394	мы имеем	2	1
395	тому что	4	1
396	и уже	1	1
397	когда я	1	1
398	для чего	1	1
399	чем в	2	1
400	мы не	3	1
401	остановился на	1	1
402	и ничего	1	1
403	остается в	2	1
404	истории русской	1	1
405	в этих	2	1
406	в г	1	1
407	и поскольку	1	1
408	таким же	1	1
409	и без	2	1
410	уже к	1	1
411	на месте	1	1
412	статей в	1	1
413	она в	1	1
414	представление о	1	1
415	в частном	1	1
416	от его	1	1
417	вопрос о	11	1
418	не считал	1	1
419	мы теперь	1	1
420	сам же	2	1
421	и той	1	1
422	мир и	1	1
423	и малых	1	1
424	нам в	1	1
425	была посвящена	1	1
426	не для	1	1
427	а вот	2	1
428	она не	3	1
429	чувства у	1	1
430	мною в	1	1
431	все для	1	1
432	к такой	2	1
433	в таких	2	1
434	как о	3	1
435	двух таких	1	1
436	на себе	1	1
437	о них	4	1
438	не могло	1	1
439	он мог	1	1
440	только не	1	1
441	следовательно и	1	1
442	его от	1	1
443	правда в	1	1
444	ото всего	1	1
445	за исключением	1	1
446	то у	2	1
447	и после	1	1
448	убедиться в	1	1
449	связи с	6	1
450	целом и	1	1
451	только с	1	1
452	за ними	1	1
453	в области	14	1
454	не потому	3	1
455	уже о	2	1
456	не могут	5	1
457	было еще	1	1
458	сказать только	1	1
459	когда они	1	1
460	же самое	1	1
461	а что	2	1
462	было уже	1	1
463	в каждом	1	1
464	что об	1	1
465	то ни	1	1
466	из всего	2	1
467	в гимназии	1	1
468	свою очередь	1	1
469	свободно и	1	1
470	говоря уже	2	1
471	всего этого	3	1
472	основная линия	1	1
473	несколько фактов	1	1
474	только то	3	1
475	источникам то	1	1
476	так в	2	1
477	о тех	1	1
478	о самой	1	1
479	эти факты	1	1
480	не с	2	1
481	его структуре	1	1
482	в строгой	1	1
483	сказано выше	3	1
484	можно только	1	1
485	знакомство с	1	1
486	качество в	1	1
487	если бы	8	1
488	пор пока	4	1
489	содержание этого	1	1
490	сводится к	1	1
491	произведения как	1	1
492	искусства и	1	1
493	вот почему	1	1
494	сам был	1	1
495	роль принадлежит	1	1
496	другом месте	1	1
497	тех кто	1	1
498	внимание на	2	1
499	и являются	1	1
500	одного из	1	1
501	не стоит	1	1
502	они ничего	1	1
503	учения о	4	1
504	нас в	3	1
505	затем в	1	1
506	а во	1	1
507	связь между	3	1
508	дать общую	1	1
509	от них	1	1
510	интерес к	1	1
511	почти всегда	1	1
512	что бы	1	1
513	стихи и	1	1
514	не знаю	1	1
515	если это	2	1
516	еще о	1	1
517	но тут	1	1
518	тех пор	4	1
519	можно отметить	1	1
520	мог понять	1	1
521	но с	1	1
522	писателя и	1	1
523	сразу же	2	1
524	оказалось что	1	1
525	не как	2	1
526	время когда	1	1
527	что даже	1	1
528	которое мы	1	1
529	который в	1	1
530	самые разнообразные	1	1
531	вопрос об	2	1
532	это же	1	1
533	с одной	4	1
534	ради которого	1	1
535	с какой	1	1
536	самом деле	14	1
537	этому поводу	1	1
538	в сторону	1	1
539	факт как	1	1
540	раз в	1	1
541	я имею	2	1
542	ни одного	2	1
543	вернуться к	1	1
544	же в	1	1
545	что не	4	1
546	целого ряда	1	1
547	при правильном	1	1
548	этому вопросу	1	1
549	а то	2	1
550	и хорошо	1	1
551	главный тезис	1	1
552	сказано в	1	1
553	менее всего	1	1
554	который как	2	1
555	и вести	1	1
556	вообще в	1	1
557	в известной	1	1
558	ту же	1	1
559	в очерке	1	1
560	в одном	2	1
561	должны сказать	1	1
562	заметить что	1	1
563	не просто	2	1
564	от того	5	1
565	и вместе	1	1
566	не понял	2	1
567	и только	3	1
568	самого же	1	1
569	занятиях в	1	1
570	только у	1	1
571	мы скажем	1	1
572	которые можно	2	1
573	именно в	3	1
574	которых мы	1	1
575	что тот	1	1
576	вообще и	3	1
577	далеко не	5	1
578	в свою	1	1
579	этом слове	1	1
580	прежде всего	9	1
581	месте и	1	1
582	и пр	3	1
583	одной стороны	4	1
584	которые не	1	1
585	а наоборот	1	1
586	свидетельствуют что	1	1
587	а не	11	1
588	на весь	1	1
589	легко и	1	1
590	подобного рода	2	1
591	вопросе о	2	1
592	о чем	2	1
