N	3gram	Vygotskiy__1	Myshleni
1	в том что	9	19
2	по сравнению с	1	14
3	с точки зрения	2	10
4	для того чтобы	5	8
5	с самого начала	1	7
6	так же как	4	6
7	от того что	2	6
8	в то время	5	6
9	можно сказать что	1	6
10	то же самое	2	6
11	в силу того	2	5
12	в зависимости от	5	5
13	то время как	5	5
14	силу того что	2	5
15	заключается в том	6	5
16	исследование показывает что	1	5
17	и того же	1	4
18	потому что он	2	4
19	в сущности говоря	3	4
20	по самой своей	1	4
21	тому что он	1	4
22	не иначе как	1	4
23	на то что	8	4
24	одного и того	1	4
25	самой своей природе	1	4
26	и той же	3	3
27	те же самые	1	3
28	до сих пор	3	3
29	в этом отношении	2	3
30	друг к другу	1	3
31	отношение к другим	1	3
32	мы видели что	2	3
33	так же точно	3	3
34	одной и той	3	3
35	в первом случае	1	3
36	не в состоянии	3	2
37	мы видим в	1	2
38	который нуждается в	1	2
39	состоит в том	2	2
40	в этом смысле	2	2
41	бы сказать что	1	2
42	в том же	1	2
43	и там где	1	2
44	принять во внимание	1	2
45	каждой из этих	1	2
46	только то что	1	2
47	независимо от того	1	2
48	одном и том	1	2
49	как увидим ниже	1	2
50	в значительной мере	1	2
51	несмотря на то	2	2
52	вместе с тем	2	2
53	и то что	1	2
54	только в силу	1	2
55	том что мы	2	2
56	в этой области	1	2
57	того что он	1	2
58	таким образом мы	1	2
59	если принять во	1	2
60	и том же	1	2
61	то что он	1	2
62	не могут быть	1	2
63	в последнее время	2	2
64	оно не может	1	2
65	заключается только в	2	2
66	с другой стороны	5	2
67	когда мы говорим	1	2
68	вместо того чтобы	1	2
69	в себе ничего	1	2
70	не только не	3	2
71	в этом вопросе	1	2
72	именно потому что	1	2
73	совершенно очевидно что	2	2
74	в связи с	1	2
75	эту точку зрения	1	2
76	мы имеем дело	1	2
77	не может быть	8	2
78	один и тот	1	1
79	что иное как	1	1
80	и в конце	1	1
81	то что я	2	1
82	в которой он	1	1
83	психологической точки зрения	4	1
84	оно может быть	1	1
85	с первого взгляда	1	1
86	теми или иными	1	1
87	показывает что в	2	1
88	но так как	1	1
89	на самом деле	2	1
90	это все равно	1	1
91	в том числе	1	1
92	в том и	2	1
93	никак не может	2	1
94	в большей мере	1	1
95	чтобы прийти к	1	1
96	таким образом оказывается	1	1
97	же как и	1	1
98	то что всякая	1	1
99	то специфическое что	1	1
100	только в том	3	1
101	и во всех	1	1
102	что он должен	1	1
103	именно то что	1	1
104	что мы имеем	1	1
105	мы не имеем	1	1
106	есть в сущности	2	1
107	сами по себе	1	1
108	в отличие от	3	1
109	так как мы	1	1
110	по своему содержанию	1	1
111	то что в	1	1
112	в собственном смысле	3	1
113	том числе и	1	1
114	он не может	1	1
115	совершенно так же	1	1
116	если мы примем	1	1
117	точно так же	3	1
118	в направлении к	1	1
119	с этой точки	4	1
120	факт заключается в	1	1
121	не то что	1	1
122	он никогда не	1	1
123	и могут быть	1	1
124	между обоими этими	1	1
125	к решению этого	1	1
126	ясно что при	1	1
127	как мы знаем	1	1
128	во внимание что	1	1
129	в процессе развития	1	1
130	что мы не	2	1
131	едва ли не	1	1
132	в том или	1	1
133	приводит к тому	1	1
134	по самому существу	3	1
135	не потому что	1	1
136	и наоборот в	1	1
137	не только в	1	1
138	то что она	1	1
139	которые относятся к	1	1
140	с одной стороны	5	1
141	решению этого вопроса	1	1
142	на этот раз	1	1
143	и тот же	1	1
144	с психологической точки	3	1
145	в действительности же	1	1
146	так как она	1	1
147	и в этом	1	1
148	что самое важное	1	1
149	потому что в	1	1
150	реакция против этого	1	1
151	но вместе с	1	1
152	все равно что	1	1
153	эта точка зрения	1	1
154	психологии так как	1	1
155	что вместе с	1	1
156	о предмете и	1	1
157	собственном смысле слова	2	1
158	вопрос о том	1	1
159	в совершенно другую	1	1
160	в известных пределах	1	1
161	как бы в	1	1
162	что при таком	1	1
163	в совершенно ином	1	1
164	что при этом	1	1
165	в широком смысле	1	1
166	этой точки зрения	5	1
167	надо сказать что	3	1
168	которое может быть	1	1
169	нашего исследования и	1	1
170	только тогда когда	4	1
171	мы не можем	2	1
172	не что иное	1	1
173	как и в	4	1
174	в свою очередь	1	1
175	не может не	1	1
176	до конца и	1	1
177	к выводу что	1	1
178	в самом деле	7	1
179	к одному и	1	1
180	включает в себя	1	1
181	я не знаю	1	1
182	у нас в	1	1
183	смысле этого слова	2	1
184	в области ее	1	1
185	тогда когда оно	1	1
186	что в каждом	1	1
187	видим в том	1	1
188	и ту же	1	1
189	как одна из	2	1
190	ответ на вопрос	1	1
191	именно в силу	1	1
192	тех или иных	2	1
193	тем не менее	2	1
194	при этом совершенно	1	1
195	не принадлежит к	1	1
196	может быть в	1	1
197	подобно тому как	5	1
198	что и в	2	1
199	принципиальное различие между	1	1
200	в конце концов	3	1
201	в настоящее время	2	1
202	не может стать	2	1
203	замечательно то что	1	1
