N	2gram	Ircho_Kome_1	Narrotol
1	не только	10	32
2	может быть	9	25
3	но и	11	23
4	в качестве	4	21
5	и не	8	20
6	то есть	1	19
7	и в	22	19
8	в том	11	18
9	в этом	3	17
10	в тексте	1	16
11	не в	6	14
12	в частности	3	14
13	том что	12	14
14	состоит в	1	13
15	представляет собой	1	12
16	в рамках	2	12
17	то что	2	11
18	а в	6	11
19	точки зрения	4	10
20	не может	2	10
21	при этом	5	9
22	в мире	1	9
23	так и	5	9
24	в его	5	9
25	со стороны	2	9
26	в себе	2	8
27	во времени	1	8
28	с другой	5	8
29	еще не	2	7
30	по отношению	3	7
31	как в	5	7
32	все же	3	7
33	времени и	2	7
34	как и	9	7
35	к тому	6	7
36	а также	4	7
37	с одной	3	7
38	одной стороны	3	7
39	такого рода	6	7
40	высказывания в	1	6
41	но не	2	6
42	в той	1	6
43	то в	1	6
44	на протяжении	4	6
45	в себя	2	6
46	о том	8	6
47	что он	6	6
48	именно в	4	6
49	как это	3	6
50	отношению к	3	6
51	том числе	1	6
52	но в	4	6
53	между двумя	1	5
54	не все	1	5
55	отличие от	2	5
56	отнюдь не	1	5
57	и как	3	5
58	в этой	7	5
59	тому же	6	5
60	далеко не	1	5
61	в отличие	1	5
62	по себе	1	5
63	и его	8	5
64	к себе	1	5
65	к нему	2	5
66	нуждается в	1	5
67	в форме	2	5
68	себя в	1	5
69	мира в	1	5
70	в данном	1	5
71	речь идет	3	4
72	данном случае	1	4
73	то же	6	4
74	из которых	2	4
75	как правило	3	4
76	перед нами	1	4
77	за собой	1	4
78	в нем	4	4
79	в принципе	2	4
80	в силу	2	4
81	но все	1	4
82	же не	1	4
83	и с	3	4
84	было бы	2	4
85	и тем	2	4
86	не мог	3	4
87	те же	1	4
88	о нем	1	4
89	одного из	6	4
90	же время	4	4
91	вслед за	2	4
92	только в	3	4
93	хотя бы	1	4
94	у него	3	4
95	в особенности	1	4
96	прежде всего	5	4
97	как бы	1	4
98	да и	3	4
99	же в	4	4
100	одной из	3	4
101	сказать что	1	4
102	другой стороны	5	4
103	же как	3	3
104	в сущности	2	3
105	и он	1	3
106	в ней	1	3
107	и на	3	3
108	еще одна	1	3
109	бы то	2	3
110	если в	1	3
111	что они	4	3
112	хотя и	3	3
113	когда он	1	3
114	что это	1	3
115	уже в	5	3
116	из этих	1	3
117	он не	3	3
118	то ни	2	3
119	особенно в	1	3
120	в третьем	1	3
121	ни в	6	3
122	себя внимание	1	3
123	тем не	2	3
124	не менее	3	3
125	в то	10	3
126	тем что	4	3
127	одна из	2	3
128	на него	4	3
129	на себя	2	3
130	по своей	2	3
131	обращает на	1	3
132	этом отношении	3	3
133	могут быть	3	3
134	как мы	4	3
135	с ее	2	3
136	и самого	2	3
137	на том	1	3
138	мог бы	2	3
139	о ней	1	3
140	столь же	2	3
141	как было	1	3
142	между тем	5	3
143	один из	5	3
144	из них	10	3
145	из двух	1	3
146	и даже	5	3
147	даже не	2	3
148	или иначе	1	3
149	в свою	2	3
150	а с	1	3
151	как будто	2	3
152	что в	6	3
153	будто бы	2	3
154	ни было	2	3
155	жизни и	1	3
156	как известно	2	2
157	одним из	1	2
158	и потому	1	2
159	идет о	3	2
160	здесь и	2	2
161	который в	2	2
162	говорить о	1	2
163	ему в	1	2
164	иное как	1	2
165	отношение к	3	2
166	независимо от	2	2
167	что именно	1	2
168	в своем	1	2
169	что касается	2	2
170	в полном	1	2
171	что по	2	2
172	не являются	1	2
173	более или	1	2
174	в противоположность	2	2
175	всего лишь	1	2
176	так или	1	2
177	бы не	1	2
178	в известном	2	2
179	и тот	1	2
180	роль в	1	2
181	подобно тому	1	2
182	человека в	1	2
183	значительной степени	1	2
184	но без	1	2
185	зрения на	1	2
186	его в	3	2
187	в самую	1	2
188	несмотря на	4	2
189	жизни но	1	2
190	или менее	2	2
191	при всех	1	2
192	рамках этой	1	2
193	однако в	3	2
194	даже в	3	2
195	вплоть до	1	2
196	в обоих	1	2
197	которого он	1	2
198	что иное	1	2
199	ничего не	3	2
200	при всем	2	2
201	как раз	3	2
202	и после	1	2
203	что на	1	2
204	приводит к	1	2
205	и когда	1	2
206	что у	2	2
207	можно было	1	2
208	или в	2	2
209	во второй	3	2
210	один человек	1	2
211	с человеком	1	2
212	в значительной	1	2
213	организации текста	1	2
214	и только	1	2
215	в литературе	1	2
216	и одновременно	3	2
217	идет по	1	2
218	дело с	1	2
219	и ее	3	2
220	каждый из	3	2
221	следует отметить	1	2
222	не случайно	1	2
223	и никакой	1	2
224	одну из	2	2
225	после смерти	3	2
226	к которому	3	2
227	и др	1	2
228	нового времени	5	2
229	его как	1	2
230	точек зрения	2	2
231	наконец в	1	2
232	о чем	1	2
233	первые два	1	2
234	из многочисленных	1	2
235	совершенно очевидно	1	2
236	главного персонажа	1	2
237	на чем	1	2
238	наряду с	2	2
239	тому как	1	2
240	по существу	1	2
241	в любом	3	2
242	что нет	1	2
243	и для	1	2
244	в результате	4	2
245	мира и	1	2
246	в двух	1	2
247	и все	3	2
248	которым можно	1	2
249	хотя в	1	2
250	и представляет	1	2
251	совершенно не	1	2
252	не что	1	2
253	этого слова	1	2
254	так же	3	2
255	в таком	1	2
256	в роли	1	2
257	этой точки	1	2
258	они не	1	2
259	событий в	1	2
260	широкое распространение	1	1
261	отношении но	1	1
262	также и	1	1
263	к их	1	1
264	переходит к	1	1
265	наших дней	1	1
266	того же	2	1
267	на самом	1	1
268	он может	1	1
269	ему что	1	1
270	за все	1	1
271	на две	2	1
272	в какой-то	1	1
273	и больше	1	1
274	видеть в	2	1
275	едва ли	7	1
276	намек на	1	1
277	в году	3	1
278	уже по	1	1
279	по его	1	1
280	из персонажей	2	1
281	можно выявить	1	1
282	число таких	1	1
283	преданий о	1	1
284	совпадает с	1	1
285	больше всего	1	1
286	х годов	3	1
287	мы и	1	1
288	живущих на	1	1
289	в целом	3	1
290	сам по	1	1
291	к своему	1	1
292	к ее	1	1
293	в чем	3	1
294	во всех	1	1
295	по своему	3	1
296	совсем не	2	1
297	не входит	1	1
298	друг от	1	1
299	в настоящем	2	1
300	из уст	1	1
301	и к	1	1
302	в действительности	2	1
303	поэтому и	1	1
304	в самом	2	1
305	даже если	2	1
306	из жизни	1	1
307	сказать о	1	1
308	литературе нового	1	1
309	гг в	1	1
310	определена как	1	1
311	два фрагмента	2	1
312	из его	4	1
313	о других	1	1
314	претендует на	1	1
315	перемены в	1	1
316	на его	5	1
317	одному из	2	1
318	ряд фрагментов	1	1
319	в первую	2	1
320	у читателя	1	1
321	его от	1	1
322	и по	6	1
323	на этом	2	1
324	таким образом	8	1
325	и за	1	1
326	на мать	1	1
327	здесь мы	3	1
328	для характеристики	2	1
329	героя или	1	1
330	в совершенно	1	1
331	в другом	4	1
332	об этом	1	1
333	мы уже	1	1
334	первую очередь	3	1
335	должен был	1	1
336	конкретной ситуации	1	1
337	в них	3	1
338	по домам	1	1
339	все равно	1	1
340	соответствии с	1	1
341	как об	1	1
342	выступать в	1	1
343	мы видели	2	1
344	птиц в	1	1
345	с такой	1	1
346	мы не	3	1
347	начала х	1	1
348	относительно которых	1	1
349	отрыве от	1	1
350	в ходе	1	1
351	зрителя в	1	1
352	в следующем	2	1
353	и третий	1	1
354	в котором	4	1
355	в их	4	1
356	к одному	1	1
357	место в	3	1
358	в которых	1	1
359	не представляется	1	1
360	особое место	1	1
361	но он	2	1
362	теми же	1	1
363	и более	1	1
364	не могли	1	1
365	в конце	6	1
366	том же	1	1
367	времени а	1	1
368	чувствовала себя	1	1
369	между людьми	1	1
370	отметить что	1	1
371	она могла	1	1
372	может служить	1	1
373	и сама	1	1
374	в русской	1	1
375	он еще	1	1
376	это еще	2	1
377	далеком прошлом	1	1
378	именно с	1	1
379	людей так	1	1
380	к концу	1	1
