N	3gram	Bakhtin_Pr_2	Vvedenie
1	для того чтобы	1	20
2	в том что	4	12
3	о том что	3	12
4	в этом смысле	5	8
5	не может быть	6	8
6	тем не менее	1	8
7	до сих пор	2	6
8	в самом деле	3	6
9	то же время	3	6
10	в то же	3	6
11	в той мере	1	5
12	той мере в	1	5
13	с другой стороны	1	5
14	мере в какой	1	5
15	по отношению к	8	4
16	в этом случае	1	4
17	в этом отношении	2	4
18	можно было бы	1	4
19	на этот вопрос	1	4
20	по крайней мере	2	4
21	в данном случае	1	4
22	не только в	1	4
23	и в этом	6	4
24	по сравнению с	2	4
25	само по себе	2	4
26	но в то	3	3
27	и в том	2	3
28	большей или меньшей	1	3
29	и в самом	2	3
30	можно сказать что	2	3
31	сама по себе	5	3
32	но все же	2	3
33	как мы видели	3	3
34	в свое время	2	3
35	как она есть	1	2
36	в другом месте	1	2
37	в чем же	2	2
38	дело в том	1	2
39	и той же	1	2
40	подобно тому как	2	2
41	что же касается	1	2
42	с точки зрения	9	2
43	хотя бы и	2	2
44	по самой своей	1	2
45	самой своей природе	1	2
46	и со стороны	1	2
47	в конце концов	3	2
48	смысле этого слова	2	2
49	в целом ряде	2	2
50	одной и той	1	2
51	может быть в	1	2
52	той или иной	3	2
53	и того же	1	1
54	а потому что	1	1
55	каждом из них	2	1
56	между ними и	1	1
57	по себе не	1	1
58	в той или	2	1
59	точки зрения на	1	1
60	сказать что в	1	1
61	которая как мы	1	1
62	прежде всего в	1	1
63	материала на котором	1	1
64	как один из	1	1
65	более или менее	1	1
66	так как и	1	1
67	а есть только	2	1
68	имеем в виду	2	1
69	на самом деле	1	1
70	это в сущности	1	1
71	на опыт и	1	1
72	что могло бы	1	1
73	можно и должно	1	1
74	целом ряде других	2	1
75	не только слово	1	1
76	в котором они	1	1
77	в лучшем случае	1	1
78	в таком случае	1	1
79	может ли быть	1	1
80	в отличие от	1	1
81	так чтобы в	1	1
82	романа достоевского в	1	1
83	не есть и	1	1
84	и в дальнейшем	1	1
85	не было бы	1	1
86	никогда не была	1	1
87	или иной степени	2	1
88	в самом его	1	1
89	и в каждом	1	1
90	и др в	1	1
91	уже в первом	1	1
92	как он сам	2	1
93	может быть только	2	1
94	одним из них	1	1
95	и могут быть	1	1
96	в зависимости от	3	1
97	он есть и	1	1
98	так же как	3	1
99	а не только	2	1
100	того что могло	1	1
101	так как писал	1	1
102	именно в этой	1	1
103	слова а не	1	1
104	мы имеем в	2	1
105	отношению к нему	1	1
106	и в целом	2	1
107	в большей или	1	1
108	или меньшей степени	1	1
109	потому что она	1	1
110	прежде всего именно	1	1
111	отношение к действительности	2	1
112	здесь нет никакого	1	1
113	о котором мы	1	1
114	потому что они	2	1
115	лицом к лицу	1	1
116	того о чем	1	1
117	этой точки зрения	2	1
118	у него в	1	1
119	в них в	1	1
120	что входит в	2	1
121	крайней мере не	1	1
122	таким образом мы	1	1
123	не потому что	1	1
124	говорить о том	1	1
125	в высшем смысле	2	1
126	всего того что	1	1
127	со стороны содержания	1	1
128	с самого начала	1	1
129	этом смысле не	1	1
130	нужно сказать что	1	1
131	именно потому что	1	1
132	одного и того	1	1
133	но с другой	1	1
134	и не потому	1	1
135	уже не только	1	1
136	все зависит от	1	1
137	в каждом из	2	1
138	не входят в	1	1
139	в предисловии к	1	1
140	особое отношение к	1	1
