N	2gram	Propp_Isto_7	Formalny
1	т е	16	32
2	и не	4	30
3	вовсе не	4	28
4	и в	24	27
5	может быть	14	25
6	не может	14	24
7	так и	5	21
8	и его	3	19
9	в этом	12	18
10	таким образом	7	18
11	а не	8	17
12	самом деле	1	16
13	точки зрения	4	16
14	то же	8	15
15	в нем	6	15
16	и пр	1	15
17	как и	6	14
18	с точки	1	14
19	не в	9	12
20	если бы	1	12
21	и т	17	11
22	в самом	2	11
23	в жизни	1	11
24	и от	2	11
25	не могут	2	10
26	но и	11	10
27	в действительности	2	9
28	не только	21	9
29	как его	1	9
30	так как	8	9
31	так же	6	9
32	как бы	4	8
33	при этом	4	8
34	входит в	1	8
35	ни в	2	8
36	как мы	3	8
37	только в	6	8
38	то что	7	8
39	и все	6	8
40	что в	13	8
41	с тем	1	7
42	не менее	5	7
43	потому что	9	7
44	его в	3	7
45	в его	1	7
46	в том	7	7
47	там где	5	7
48	все это	8	7
49	в то	2	7
50	здесь и	2	6
51	еще не	8	6
52	но в	5	6
53	все эти	2	6
54	т д	16	6
55	в своей	1	6
56	и ее	2	6
57	было бы	2	6
58	в литературе	2	6
59	что он	21	6
60	с другой	9	6
61	вместе с	7	6
62	в данном	4	6
63	все же	9	6
64	хотя бы	1	6
65	в зависимости	1	5
66	зависимости от	1	5
67	совсем не	1	5
68	но не	6	5
69	в одной	2	5
70	независимо от	1	5
71	что именно	1	5
72	в каждом	1	5
73	ни было	1	5
74	сводится к	1	5
75	если же	1	5
76	в ней	1	5
77	что они	3	5
78	в дальнейшем	3	5
79	никогда не	4	5
80	связи с	3	5
81	большинстве случаев	1	5
82	и их	1	5
83	т п	1	5
84	друг друга	2	5
85	тем что	6	5
86	именно так	1	5
87	и потому	1	5
88	что же	1	5
89	и формы	1	5
90	другой стороны	8	5
91	мы не	4	4
92	он был	1	4
93	бы то	1	4
94	как в	12	4
95	и как	1	4
96	в целом	1	4
97	на ее	1	4
98	бы ни	1	4
99	то ни	1	4
100	данном случае	3	4
101	в ее	2	4
102	мы знаем	2	4
103	том что	10	4
104	по себе	1	4
105	она не	2	4
106	тогда когда	3	4
107	мы можем	4	4
108	к тому	1	4
109	о том	9	4
110	как ее	1	4
111	связь между	1	4
112	конечно не	2	4
113	уже в	3	4
114	в большинстве	1	4
115	только на	2	4
116	каждый элемент	1	4
117	для того	1	4
118	со стороны	2	4
119	прежде всего	2	4
120	смысла и	1	4
121	в связи	2	4
122	мы видели	7	4
123	как это	2	4
124	между собой	1	4
125	от всех	2	4
126	из этого	1	4
127	жизни и	1	4
128	они не	2	4
129	формы и	1	3
130	одним из	1	3
131	же как	4	3
132	того же	2	3
133	должна быть	1	3
134	мы уже	4	3
135	мы и	1	3
136	и на	2	3
137	в которых	1	3
138	во всех	7	3
139	то он	1	3
140	что это	6	3
141	и с	1	3
142	те же	1	3
143	это не	10	3
144	и тем	2	3
145	ее в	3	3
146	в этих	13	3
147	от его	1	3
148	и более	1	3
149	по отношению	1	3
150	тому что	2	3
151	случае в	1	3
152	в основе	2	3
153	для нас	6	3
154	же самое	1	3
155	а что	1	3
156	они и	1	3
157	оно не	1	3
158	ясно что	1	3
159	никак не	1	3
160	и что	10	3
161	можно сказать	1	3
162	в них	3	3
163	не нуждается	1	3
164	в него	1	3
165	дело с	1	3
166	в какой	1	3
167	уже не	2	3
168	в конце	3	3
169	не о	1	3
170	пришли к	3	3
171	того что	6	3
172	отношению к	1	3
173	в условиях	1	3
174	может и	1	3
175	сказать что	2	3
176	всех других	2	3
177	героя в	1	3
