N	2gram	Losev_Prob_3	FransuaR
1	и в	44	41
2	то есть	34	24
3	мы уже	4	18
4	во всех	2	17
5	таким образом	9	17
6	в нем	9	16
7	и с	9	16
8	и его	5	13
9	но и	10	13
10	в этом	17	12
11	как мы	8	12
12	все эти	7	11
13	все это	5	11
14	в самом	3	10
15	не только	14	10
16	так как	9	10
17	прежде всего	3	10
18	то что	23	10
19	и на	1	9
20	кроме того	3	9
21	во время	1	9
22	о том	6	9
23	здесь в	3	9
24	и все	3	9
25	здесь и	3	8
26	но в	12	8
27	в этой	3	8
28	никогда не	6	8
29	и до	2	7
30	в них	1	7
31	как и	10	7
32	том что	12	7
33	в его	9	7
34	ii гл	2	7
35	вовсе не	37	7
36	у него	1	7
37	как бы	9	7
38	этот образ	1	7
39	что в	8	7
40	также и	16	6
41	например в	1	6
42	в эпоху	1	6
43	в то	9	6
44	в образе	1	6
45	вместе с	2	6
46	или в	4	6
47	сказать что	16	6
48	что он	9	6
49	подчеркнуть что	1	5
50	и он	1	5
51	в ее	4	5
52	в своем	5	5
53	что это	3	5
54	в себе	8	5
55	то же	13	5
56	той же	1	5
57	но он	1	5
58	во всем	1	5
59	тем что	4	5
60	так и	10	5
61	и что	7	5
62	а также	4	5
63	в литературе	1	5
64	из них	2	5
65	в одном	1	5
66	там где	1	5
67	между собою	2	5
68	так же	5	5
69	в той	3	5
70	образов и	3	5
71	одним из	1	4
72	того же	2	4
73	самом деле	3	4
74	конечно и	1	4
75	в ней	5	4
76	как в	5	4
77	и как	3	4
78	в другом	2	4
79	не в	13	4
80	даже в	1	4
81	но они	1	4
82	в основе	2	4
83	того чтобы	1	4
84	все же	6	4
85	у нас	10	4
86	и образ	2	4
87	и вообще	8	4
88	с ним	7	4
89	все время	1	4
90	всех его	1	4
91	с одной	2	4
92	уже в	3	4
93	в результате	2	4
94	земли и	1	4
95	в котором	2	4
96	и даже	14	4
97	с другой	7	4
98	именно в	2	4
99	одной стороны	1	4
100	и от	9	4
101	о котором	1	4
102	а в	5	4
103	не может	7	4
104	из этого	3	4
105	не остается	1	3
106	он сам	4	3
107	первый план	2	3
108	в чем	4	3
109	мы будем	2	3
110	с этим	2	3
111	перед нами	8	3
112	в первом	1	3
113	при этом	4	3
114	и сам	5	3
115	с другими	3	3
116	было бы	8	3
117	на первый	4	3
118	нас не	5	3
119	втором случае	1	3
120	потому что	25	3
121	только с	4	3
122	мы встречаем	1	3
123	есть только	4	3
124	говорили что	1	3
125	котором мы	1	3
126	никак не	9	3
127	до сих	2	3
128	во втором	1	3
129	в него	1	3
130	того что	8	3
131	только в	19	3
132	поэтому и	2	3
133	в начале	2	3
134	есть в	3	3
135	до того	1	3
136	в целях	1	3
137	что не	1	3
138	но оно	3	3
139	и особенно	2	3
140	в данном	9	3
141	в первой	1	3
142	и не	35	3
143	с этой	3	3
144	сих пор	2	3
145	но это	8	3
146	и для	2	3
147	здесь только	7	3
148	первом случае	1	3
149	жизни и	6	3
150	в искусстве	4	3
151	они не	1	3
152	и то	14	2
153	это и	7	2
154	с точки	2	2
155	ведь и	1	2
156	должна быть	1	2
157	мы не	7	2
158	не будем	2	2
159	есть нечто	8	2
160	говорить о	3	2
161	а для	1	2
162	но уже	3	2
163	из того	3	2
164	природы и	2	2
165	но не	3	2
166	то он	2	2
167	за пределы	5	2
168	что они	5	2
169	в истории	1	2
170	точки зрения	5	2
171	что именно	1	2
172	дает нам	2	2
173	хотя и	5	2
174	он в	2	2
175	и тот	1	2
176	как он	1	2
177	на его	1	2
178	он не	8	2
179	всех этих	2	2
180	есть именно	5	2
181	как они	1	2
182	что все	2	2
183	значение в	3	2
184	лишь в	1	2
185	это было	2	2
186	заключается в	4	2
187	он является	3	2
188	и само	1	2
189	мы видели	2	2
190	одного и	1	2
191	был бы	1	2
192	из этих	1	2
193	но если	6	2
194	в своей	5	2
195	представление о	1	2
196	мы находим	7	2
197	но эта	3	2
198	ведь этот	1	2
199	для этого	6	2
200	и очень	3	2
201	в таких	3	2
202	как о	5	2
203	тогда когда	1	2
204	что их	2	2
205	находятся в	3	2
206	так что	12	2
207	как она	2	2
208	предполагать что	1	2
209	связи с	8	2
210	это уже	3	2
211	всех языках	1	2
212	этих образов	2	2
213	не могут	1	2
214	где этот	1	2
215	данном случае	7	2
216	в дальнейшем	1	2
217	литературы и	2	2
218	и когда	1	2
219	конечно в	1	2
220	что дело	2	2
221	образом в	1	2
222	и смерть	1	2
223	внимание на	1	2
224	доходит до	2	2
225	и во	2	2
226	там и	3	2
227	тем более	3	2
228	в античной	1	2
229	а именно	8	2
230	но с	2	2
231	и весьма	1	2
232	со всеми	1	2
233	где они	1	2
234	себя в	2	2
235	всего мы	1	2
236	понятно что	1	2
237	переходит в	2	2
238	да еще	2	2
239	море и	1	2
240	что если	1	2
241	себе в	1	2
242	никто не	2	2
243	в конце	5	2
244	как его	1	2
245	может быть	28	2
246	как раз	8	2
