N	3gram	Medvedev_F_2	Istorich
1	с другой стороны	3	8
2	и т д	5	8
3	с одной стороны	1	7
4	в этом случае	1	6
5	в том что	2	5
6	до сих пор	1	4
7	мы имеем в	1	4
8	вместе с тем	4	3
9	в данном случае	1	3
10	не может быть	10	3
11	на своем пути	1	2
12	влечет за собой	1	2
13	всецело зависит от	1	2
14	на первый план	2	2
15	но и в	3	2
16	только то что	1	2
17	что в нем	2	2
18	т е в	1	2
19	во всяком случае	5	2
20	но все же	2	2
21	как и в	1	2
22	что и в	1	2
23	как мы видели	4	2
24	была сделана попытка	1	1
25	что иное как	1	1
26	следует отметить что	1	1
27	по существу и	1	1
28	другую сторону и	1	1
29	более или менее	1	1
30	и в особенности	1	1
31	мы обратимся к	1	1
32	новые и новые	1	1
33	нам кажется что	1	1
34	может быть наиболее	1	1
35	в одной из	1	1
36	тем что в	1	1
37	то и другое	2	1
38	и не может	3	1
39	и то и	2	1
40	в таком случае	1	1
41	в зависимости от	3	1
42	таким образом в	1	1
43	по аналогии с	1	1
44	с тем что	5	1
45	к тому чтобы	2	1
46	эти вопросы мы	1	1
47	на этот вопрос	1	1
48	то или иное	1	1
49	вместе с ними	1	1
50	ведется от лица	1	1
51	это может быть	1	1
52	и должна быть	1	1
53	на эти вопросы	1	1
54	случае уже не	1	1
55	в книге о	1	1
56	кажется что из	1	1
57	на задний план	1	1
58	но при этом	1	1
59	так как они	2	1
60	как один из	1	1
61	социальной жизни и	1	1
62	так или иначе	1	1
63	все же не	1	1
64	и сам он	1	1
65	из нашего сознания	1	1
66	между этими двумя	2	1
67	всяком случае в	1	1
68	в том смысле	3	1
69	т е его	1	1
70	к отказу от	1	1
71	есть не что	1	1
72	в общих чертах	1	1
73	и некоторые другие	1	1
74	таким образом мы	1	1
75	все новые и	1	1
76	том смысле что	2	1
77	так и в	3	1
78	он был бы	1	1
79	и тем самым	1	1
80	в других случаях	1	1
81	не что иное	1	1
82	тем не менее	1	1
83	для того чтобы	3	1
84	смысле этого слова	1	1
