N	2gram	Vygotskiy__5	Russkaja
1	не может	18	22
2	и не	12	19
3	в том	18	17
4	в этом	25	17
5	и в	16	14
6	с другом	7	14
7	друг с	7	14
8	то что	26	13
9	то же	8	11
10	точки зрения	18	11
11	таким образом	19	11
12	в то	5	10
13	но и	6	10
14	в себе	1	9
15	не только	16	9
16	том что	15	9
17	с точки	9	9
18	может быть	9	9
19	во всяком	2	9
20	того чтобы	17	8
21	прежде всего	3	8
22	как на	3	8
23	самом деле	3	7
24	и с	3	7
25	в данном	1	7
26	к тому	6	7
27	о том	8	7
28	мы должны	8	7
29	если в	3	6
30	в своем	5	6
31	и к	2	6
32	с тем	3	6
33	в своих	2	6
34	если бы	8	6
35	все это	2	6
36	и для	1	6
37	для того	14	6
38	что он	25	6
39	всяком случае	1	6
40	для всех	1	6
41	для него	5	6
42	на самом	1	6
43	а между	1	5
44	вопрос о	12	5
45	и на	6	5
46	между собой	13	5
47	во всех	2	5
48	на то	1	5
49	в нем	7	5
50	при этом	4	5
51	он не	8	5
52	он должен	5	5
53	было бы	10	5
54	в своей	2	5
55	никогда не	5	5
56	потому что	21	5
57	между тем	3	5
58	а потому	3	5
59	и только	1	5
60	только в	10	5
61	хотя бы	5	5
62	или иной	1	5
63	до сих	3	5
64	себя и	2	5
65	из которых	3	5
66	по существу	3	5
67	сих пор	3	5
68	а в	3	5
69	и то	4	4
70	бы то	1	4
71	но не	10	4
72	себя в	1	4
73	все же	3	4
74	более или	1	4
75	не в	6	4
76	в этой	6	4
77	в корне	2	4
78	тому чтобы	4	4
79	в совершенно	2	4
80	его в	2	4
81	как и	8	4
82	которой он	1	4
83	или менее	1	4
84	в их	3	4
85	точку зрения	1	4
86	тогда когда	5	4
87	во всем	2	4
88	от того	3	4
89	не могут	4	4
90	когда они	1	4
91	приводит к	7	4
92	идет речь	1	4
93	можно было	5	4
94	и т.д	4	4
95	путь к	1	4
96	в его	11	4
97	так как	16	4
98	со стороны	1	4
99	вместе с	4	4
100	что же	1	4
101	как бы	5	4
102	к вопросу	1	4
103	жизни и	2	4
104	что в	16	4
105	к этой	3	4
106	все что	2	4
107	то в	3	3
108	говорить о	3	3
109	в будущем	1	3
110	еще не	4	3
111	он сам	1	3
112	что они	5	3
113	в самом	4	3
114	что это	1	3
115	ни одна	1	3
116	главным образом	1	3
117	и по	4	3
118	в другом	6	3
119	лишь в	1	3
120	о которых	1	3
121	несмотря на	1	3
122	должно быть	8	3
123	но если	6	3
124	таким же	3	3
125	мы говорили	2	3
126	знаем что	1	3
127	том чтобы	1	3
128	связи с	3	3
129	в сознании	1	3
130	то это	2	3
131	что оно	6	3
132	той или	1	3
133	приходит к	3	3
134	что все	6	3
135	собой и	1	3
136	для этого	1	3
137	сводится к	1	3
138	может не	1	3
139	но мы	5	3
140	вопросу о	1	3
141	и во	1	3
142	что и	3	3
143	в лучшем	3	3
144	того что	16	3
145	одной из	3	3
146	в качестве	4	3
147	в виде	1	3
148	из них	2	3
149	в конце	1	3
150	тем что	5	3
151	именно в	4	3
152	только к	2	3
153	что для	2	3
154	не было	1	3
155	ко всем	1	3
156	и потому	2	3
157	да и	1	3
158	этом случае	3	3
159	лучшем случае	4	3
160	и как	3	3
161	не есть	4	3
162	из этого	2	3
163	с виду	1	3
164	говоря о	1	2
165	к данному	2	2
166	и есть	7	2
167	должна быть	5	2
168	приводят к	2	2
169	но она	1	2
170	в ней	2	2
171	по отношению	12	2
172	тогда как	1	2
173	друг от	4	2
174	сама по	4	2
175	с этим	3	2
176	целый ряд	1	2
177	и наконец	1	2
178	но в	6	2
179	не можем	1	2
180	это есть	4	2
181	все эти	4	2
182	и тот	3	2
183	другом случае	1	2
184	и те	1	2
185	по самому	1	2
186	раз навсегда	1	2
187	состоит в	6	2
188	мы уже	1	2
189	того или	1	2
190	этот человек	1	2
191	по себе	7	2
192	и тем	3	2
193	на основании	2	2
194	этого не	1	2
195	нисколько не	1	2
196	в этих	3	2
197	в котором	2	2
198	место в	1	2
199	в силу	10	2
200	друг другу	2	2
201	ничего другого	2	2
202	и более	3	2
203	лежит не	1	2
204	их в	2	2
205	том же	1	2
206	тому что	5	2
207	она не	1	2
208	только для	2	2
209	каждого отдельного	3	2
210	что с	5	2
211	для нас	1	2
212	у него	6	2
213	больше чем	3	2
214	чтобы их	1	2
215	и является	3	2
216	как будто	2	2
217	в области	12	2
218	деятельности и	1	2
219	отличается от	1	2
220	понять что	2	2
221	указывает на	2	2
222	если же	1	2
223	для себя	1	2
224	и о	1	2
225	от друга	4	2
226	ясно что	1	2
227	разумеется что	1	2
228	даже не	1	2
229	и что	12	2
230	были бы	1	2
231	от него	1	2
232	к нему	3	2
233	это в	1	2
234	сделать это	2	2
235	что только	2	2
236	этот вопрос	6	2
237	совершенно не	2	2
238	их не	1	2
239	так что	4	2
240	только на	2	2
241	в начале	1	2
242	является не	2	2
243	его и	3	2
244	к единой	1	2
245	не так	1	2
246	представить себе	1	2
247	ни в	1	2
248	мы можем	6	2
249	при отсутствии	1	2
250	и вместе	1	2
251	в других	1	2
252	принадлежность к	1	2
253	и даже	2	2
254	а с	2	2
255	считает себя	1	2
256	естественно что	2	2
257	зависит от	4	2
258	а не	10	2
259	на эту	1	2
260	совершенно очевидно	2	2
261	в частности	3	2
262	так же	15	2
263	в меру	4	2
264	или иного	1	2
265	отношения к	2	2
266	благодаря этому	2	2
267	но это	3	2
268	этом и	1	2
269	стоит только	2	2
270	от нас	1	2
271	но для	1	2
272	если не	1	2
273	и от	2	2
274	в результате	4	2
275	чтобы понять	2	2
276	с ним	5	2
277	отношении к	1	2
278	и состоит	1	2
279	ее в	3	2
280	тем самым	8	2
281	не должны	2	1
282	в сфере	5	1
283	того же	7	1
284	согласно этому	1	1
285	связи между	1	1
286	он может	3	1
287	это и	3	1
288	на деле	1	1
289	показать что	3	1
290	ту же	2	1
291	что эти	2	1
292	исходит из	2	1
293	от которых	1	1
294	с таким	3	1
295	в зависимости	2	1
296	также и	1	1
297	их и	2	1
298	есть не	2	1
299	то совершенно	1	1
300	мы не	3	1
301	же как	7	1
302	и ничего	1	1
303	как понятие	1	1
304	имеет свою	3	1
305	на эти	1	1
306	изменится в	1	1
307	и дать	1	1
308	в сущности	13	1
309	в деле	1	1
310	в полной	1	1
311	это отношение	1	1
312	событий и	1	1
313	при переходе	1	1
314	обоими видами	1	1
315	себе что	1	1
316	формы в	1	1
317	без всякого	1	1
318	что оба	2	1
319	чем больше	1	1
320	он был	1	1
321	столь же	2	1
322	совершенно иных	1	1
323	что его	1	1
324	имеют между	2	1
325	как путь	1	1
326	друг к	1	1
327	и вопрос	1	1
328	в область	2	1
329	к этому	3	1
330	они имеют	1	1
331	но как	3	1
332	а только	4	1
333	точка зрения	8	1
334	значение и	1	1
335	силу этого	1	1
336	есть по	1	1
337	в общем	1	1
338	должны были	2	1
339	очевидно что	2	1
340	найти путь	1	1
341	оно является	3	1
342	а две	1	1
343	которые не	2	1
344	что хотя	1	1
345	в истории	2	1
346	в одной	1	1
347	то чем	1	1
348	которой они	1	1
349	по которому	1	1
350	направление деятельности	1	1
351	что первое	1	1
