N	4gram	Tiupa_Narr_2	Hudozhes
1	в то же время	3	8
2	в бытовой уклад национально-исторической	1	2
3	бытовой уклад национально-исторической жизни	1	2
4	к тому что он	2	2
5	зовут лишь то что	1	1
6	масштабе практический же итог	1	1
7	поступке обнаруживается ущербность земской	1	1
8	есть его единичность но	1	1
9	линков обобщающая мысль иначе	1	1
10	решительно все что сообщалось	1	1
11	романом единство характерного и	1	1
12	когда все так мило	1	1
13	свою главную мысль то	1	1
14	характеры священны для него	1	1
15	характер есть личность понятая	1	1
16	как мы привыкли понимать	1	1
17	к окружающим ее лицам	1	1
18	перед лидой не в	1	1
19	ему даром как бы	1	1
20	подлинным художником хотя и	1	1
21	осмыслить свой характер приходится	1	1
22	личности внешним конструированием своего	1	1
23	пахнет резедой и олеандром	1	1
24	такою в этом наивном	1	1
25	как характер внешняя сторона	1	1
26	как этих своих качеств	1	1
27	теории малых дел прав	1	1
28	обособленность человека его ролевой	1	1
29	оставляя их открытыми для	1	1
30	нарушил завоеванное реалистическим романом	1	1
31	аверинцева характер есть личность	1	1
32	реальные масштабы своего служения	1	1
33	специфически человеческий способ существования	1	1
34	сказать утопически во всемирно-историческом	1	1
35	нее личность же индивидуальная	1	1
36	чехова даже общественная активность	1	1
37	натура активная деятельная характер	1	1
38	но достаточно сильна поскольку	1	1
39	зеленый сад еще влажный	1	1
40	правильность лиды резко характерны	1	1
41	чиновник бездарный и безличный	1	1
42	стыда за свои речи	1	1
43	то а не другое	1	1
44	читавший гамбургской драматургии никитин	1	1
45	т п все эти	1	1
46	но не тождественные о	1	1
47	вероятно навсегда социальная адаптация	1	1
48	собственной характерности к робости	1	1
49	возмущена ничто не объяснено	1	1
50	эти не демонстрируемые явно	1	1
51	сильна поскольку она сама	1	1
52	самую суть проблемной ситуации	1	1
53	тип в том смысле	1	1
54	мотивированным обстоятельствами угадывалась личность	1	1
55	начале рассказа затем к	1	1
56	к созерцательности и внешней	1	1
57	чтобы за характером мотивированным	1	1
58	другом и напротив чтобы	1	1
59	же обоснованы но изнутри	1	1
60	включить мысли и воображения	1	1
61	ложное искаженное инобытие личности	1	1
62	здесь не в том	1	1
63	заемности чехов акцентирует этот	1	1
64	ясно что покой потерян	1	1
65	данного общества данного социально-бытового	1	1
66	поскольку она сама трезво	1	1
67	правота в споре несомненно	1	1
68	стоял так остро вопрос	1	1
69	другому как к себе	1	1
70	устроенности обеспеченности к тому	1	1
71	не мотивировано а волынский	1	1
72	объяснено не мотивировано а	1	1
73	характера великое открытие классического	1	1
74	счастливым когда около дома	1	1
75	внутреннему бытию характер здесь	1	1
76	и к себе самому	1	1
77	увидеть в себе другого	1	1
78	этом всерьез к социально-ролевым	1	1
79	[...] досталось ему даром	1	1
80	серьезность непоколебимая правильность лиды	1	1
81	к себе самому отнестись	1	1
82	мысль то испытывает чувство	1	1
83	от классической монады равного	1	1
84	жанровые сценки импрессионистов несомненно	1	1
85	симптом эпохи просматривался историзм	1	1
86	видно что она в	1	1
87	не другое событие [...]	1	1
88	единичность но одновременно и	1	1
89	универсальному так и уникальному	1	1
90	в том смысле как	1	1
91	порой и возмущена ничто	1	1
92	около дома пахнет резедой	1	1
93	ослабляет его межличностные связи	1	1
94	от другой личности внешним	1	1
95	привыкли понимать этот литературный	1	1
96	едва ли найдется хоть	1	1
97	пришвин это не я	1	1
98	каждого человека но при	1	1
99	все же обоснованы но	1	1
100	неадекватны их внутреннему бытию	1	1
101	его мироотношение одушевленное исканием	1	1
102	так и уникальному объединяющимся	1	1
103	факты осуществились заставляют поэта	1	1
104	отношений лида может полюбить	1	1
105	уловить свою главную мысль	1	1
106	мысли и воображения читателя	1	1
107	собой то полон нежности	1	1
108	лишены в глазах автора	1	1
109	уважения но он чрезмерно	1	1
110	внешней активностью делая окружающих	1	1
111	трезво осознает реальные масштабы	1	1
112	которая не в ладу	1	1
113	если бесхарактерные послушные воле	1	1
114	событие [...] только характеры	1	1
115	которым он однако не	1	1
116	формируется в ходе социальной	1	1
117	качеств так и своего	1	1
118	другое событие [...] только	1	1
119	правило неадекватны их внутреннему	1	1
120	отступает от лессинговой аксиомы	1	1
121	это социальная обособленность человека	1	1
122	свой характер приходится к	1	1
123	на то чтобы обрести	1	1
124	то что можем тем	1	1
125	а волынский разве действующие	1	1
126	равной степени противостоит как	1	1
127	собственного якобы самобытного жизнестроения	1	1
128	том как он относится	1	1
129	фразы из басни крылова	1	1
130	к представителю чего-то общего	1	1
131	сообщалось о герое определяло	1	1
132	переживания героя внутренние жесты	1	1
133	из церкви и пьет	1	1
134	прозрение которым он однако	1	1
135	не будут делать то	1	1
136	современной писателю критике он	1	1
137	в самом деле не	1	1
138	собеседника мисюсь не отгороженная	1	1
139	с внутренним я героя	1	1
140	приданое к тому что	1	1
141	характер так создавался литературный	1	1
142	лице своих виднейших представителей	1	1
143	обеспеченности к тому что	1	1
144	не глядя на собеседника	1	1
145	воображения читателя в самую	1	1
146	характера персонажа пожалуй трудно	1	1
147	что свойственно определенной категории	1	1
148	с соломоновой суетой сует	1	1
149	было видно что она	1	1
150	покоем и личным счастьем	1	1
151	панихида например мы узнаем	1	1
152	кажется счастливым когда около	1	1
153	по глазам ее было	1	1
154	инвективах против теории малых	1	1
155	вообще обострен интерес к	1	1
156	в xix в обычно	1	1
