N	2gram	Berdyaev_M_2	Myshleni
1	в этом	20	29
2	точки зрения	2	28
3	и в	46	26
4	для себя	1	24
5	не только	18	24
6	то что	5	24
7	с точки	1	21
8	того чтобы	4	19
9	для того	5	18
10	в том	3	18
11	и не	18	18
12	том что	4	17
13	потому что	12	16
14	как и	13	15
15	того что	6	14
16	так как	8	14
17	так же	6	14
18	и его	5	12
19	вместе с	2	12
20	что в	4	12
21	в которой	2	11
22	но и	15	11
23	не может	15	11
24	что они	3	10
25	в развитии	1	10
26	по своей	3	10
27	в сущности	2	9
28	в самом	5	9
29	в себе	10	9
30	тому что	4	9
31	по сравнению	1	9
32	тем что	3	9
33	по своему	1	9
34	же как	3	8
35	то же	5	8
36	той же	3	8
37	что она	5	8
38	что он	7	8
39	только в	3	8
40	сравнению с	1	8
41	ее в	2	8
42	сказать что	3	8
43	и то	1	7
44	мы не	1	7
45	и к	7	7
46	о природе	1	7
47	к тому	5	7
48	может быть	21	7
49	прежде всего	12	7
50	в меру	1	7
51	самом деле	1	6
52	вопрос о	6	6
53	во всех	2	6
54	по отношению	2	6
55	что это	6	6
56	все эти	1	6
57	было бы	1	6
58	и тем	1	6
59	в ее	1	6
60	нас к	1	6
61	в учении	1	6
62	в сознании	1	6
63	и что	2	6
64	в какой	1	6
65	а не	13	6
66	как бы	8	6
67	мы должны	1	6
68	как на	1	6
69	все что	4	6
70	в целом	1	5
71	могли бы	1	5
72	и с	3	5
73	с тем	1	5
74	у нее	1	5
75	она не	8	5
76	тогда когда	2	5
77	во второй	1	5
78	если бы	3	5
79	на вопрос	1	5
80	себе в	2	5
81	до конца	4	5
82	отношению к	2	5
83	с этой	1	5
84	и для	7	5
85	бы в	2	5
86	только что	1	5
87	с другой	1	4
88	в нашем	7	4
89	если в	1	4
90	это и	3	4
91	как в	7	4
92	целый ряд	1	4
93	но в	10	4
94	отношение между	1	4
95	на то	1	4
96	и во	3	4
97	чем в	2	4
98	в такой	3	4
99	в котором	1	4
100	не в	9	4
101	в той	1	4
102	не по	1	4
103	никогда не	18	4
104	учения о	1	4
105	своей природе	1	4
106	связи с	2	4
107	в момент	1	4
108	не могут	1	4
109	не есть	13	4
110	приводит к	1	4
111	что у	4	4
112	о том	3	4
113	мысль не	1	4
114	в его	5	4
115	и только	1	4
116	речи о	1	4
117	так что	2	4
118	в конце	5	4
119	друг друга	12	4
120	это есть	2	4
121	о чем	1	4
122	должны быть	4	4
123	и от	3	4
124	поэтому она	1	4
125	связана с	7	3
126	на самом	1	3
127	только потому	1	3
128	между двумя	1	3
129	к другому	3	3
130	в мыслях	1	3
131	есть не	5	3
132	привести к	5	3
133	хотел сказать	1	3
134	в ней	11	3
135	в чем	3	3
136	нет и	1	3
137	в этой	7	3
138	как к	2	3
139	в мысли	2	3
140	он не	10	3
141	чем у	4	3
142	отношений между	1	3
143	наших глазах	1	3
144	так и	4	3
145	об этом	1	3
146	для него	18	3
147	в своей	5	3
148	втором случае	1	3
149	по себе	2	3
150	в основе	2	3
151	только и	4	3
152	в самой	1	3
153	я не	5	3
154	во всем	5	3
155	этом отношении	1	3
156	представляется нам	1	3
157	отличается от	1	3
158	его с	2	3
159	но также	1	3
160	с собой	2	3
161	мог бы	1	3
162	приводит нас	1	3
163	для этого	4	3
164	с ним	3	3
165	во втором	1	3
166	что и	4	3
167	это не	5	3
168	к нему	2	3
169	мы видим	2	3
170	есть в	3	3
171	менее всего	3	3
172	момент в	3	3
173	были бы	2	3
174	до сих	3	3
175	и потому	7	3
176	смысле этого	1	3
177	этого слова	1	3
178	сих пор	3	3
179	но это	8	3
180	все это	1	3
181	в пределе	2	3
182	есть то	1	3
183	между ними	1	3
184	не означает	2	3
185	не иначе	1	2
186	отношения к	2	2
187	также и	4	2
188	мере в	1	2
189	на деле	4	2
190	и есть	8	2
191	то в	2	2
192	почти всегда	1	2
193	все те	1	2
194	от всякой	1	2
195	что если	1	2
196	это отношение	1	2
197	и он	11	2
198	значение и	1	2
199	отношение к	8	2
200	друга и	1	2
201	с этим	1	2
202	говорит что	2	2
203	его к	1	2
204	слова он	1	2
205	в действительности	2	2
206	но эта	2	2
207	раз в	1	2
208	о человеке	1	2
209	на его	2	2
210	в нем	22	2
211	а процесс	1	2
212	одной и	2	2
213	к другу	5	2
214	самим собой	1	2
215	лишь в	2	2
216	его в	3	2
217	ни в	3	2
218	должно быть	2	2
219	в этих	2	2
220	но если	1	2
221	привело к	1	2
222	она в	1	2
223	в которых	1	2
224	признать что	1	2
225	должны были	1	2
226	нельзя было	2	2
227	и той	2	2
228	которые в	2	2
229	но он	11	2
230	что было	3	2
231	в отношении	5	2
232	можно ли	3	2
233	и против	3	2
234	не имеет	4	2
235	того как	3	2
236	ничего не	2	2
237	и весь	1	2
238	нее нет	1	2
239	и делает	1	2
240	у нас	11	2
241	будущее в	1	2
242	чтобы сделать	1	2
243	что все	5	2
244	вывод что	1	2
245	человеческого сознания	1	2
246	можно было	2	2
247	вещи и	1	2
248	по природе	1	2
249	находится в	1	2
250	и здесь	6	2
251	нас в	2	2
252	входит в	1	2
253	которой мы	1	2
254	своему значению	1	2
255	наконец в	1	2
256	к ней	2	2
257	которое было	2	2
