N	2gram	Vygotskiy__6	VLabPisa
1	таким образом	18	27
2	в этом	27	26
3	и в	28	25
4	не только	16	22
5	может быть	13	21
6	и не	11	19
7	не может	19	17
8	в его	3	15
9	в процессе	9	14
10	этом отношении	3	13
11	в том	28	13
12	прежде всего	2	13
13	в частности	4	12
14	как это	3	12
15	все это	2	12
16	в силу	17	11
17	с другой	2	11
18	из них	2	11
19	в качестве	4	10
20	не могут	5	10
21	о том	1	10
22	то же	7	9
23	что в	17	9
24	об этом	1	9
25	для него	6	9
26	но и	10	9
27	и др	2	9
28	к этому	1	9
29	в своем	7	8
30	все эти	2	8
31	другой стороны	2	8
32	могут быть	5	8
33	во всех	4	7
34	по отношению	10	7
35	из этих	3	7
36	было бы	9	7
37	как и	6	7
38	том что	19	7
39	говорит о	1	7
40	а не	3	7
41	вместе с	7	7
42	отношению к	10	7
43	это и	3	6
44	в зависимости	5	6
45	в себе	4	6
46	в нем	7	6
47	главным образом	1	6
48	это не	5	6
49	их в	1	6
50	том же	5	6
51	и его	3	6
52	в то	6	6
53	так и	6	6
54	между тем	1	6
55	у него	2	6
56	в основном	1	6
57	то что	28	6
58	одним из	2	5
59	в их	3	5
60	зависимости от	5	5
61	очевидно что	3	5
62	все же	2	5
63	в пределах	5	5
64	в плане	3	5
65	и при	1	5
66	не в	4	5
67	тому что	11	5
68	связи с	3	5
69	на основе	4	5
70	приводит к	6	5
71	работы над	1	5
72	один из	3	5
73	как бы	11	5
74	думается что	5	5
75	в результате	1	5
76	сказать что	13	5
77	только в	18	5
78	с его	3	4
79	в этой	5	4
80	перед нами	1	4
81	когда он	2	4
82	в самом	8	4
83	в целом	3	4
84	что все	5	4
85	в них	3	4
86	не удивительно	1	4
87	даже в	1	4
88	одна из	1	4
89	никогда не	8	4
90	вот почему	2	4
91	к тому	10	4
92	для его	1	4
93	должен быть	1	4
94	в ее	1	4
95	можно сказать	6	4
96	с ними	2	4
97	что он	18	4
98	в нашей	3	4
99	в одном	2	4
100	как раз	6	4
101	в связи	2	4
102	в своей	2	4
103	например в	4	3
104	в котором	2	3
105	из его	1	3
106	имеет свою	1	3
107	и он	1	3
108	в которых	2	3
109	видели что	3	3
110	но как	3	3
111	явлений и	1	3
112	силу этого	1	3
113	нет и	1	3
114	что они	2	3
115	с этим	4	3
116	и как	6	3
117	и к	6	3
118	всех этих	1	3
119	и по	3	3
120	его в	6	3
