N	2gram	Vinokur_Ku_3	Literetu
1	а не	11	20
2	и в	23	19
3	может быть	14	17
4	своего рода	2	13
5	то же	6	12
6	и не	10	11
7	как и	5	10
8	в том	22	10
9	но и	3	10
10	тогда как	1	9
11	в этом	16	9
12	состоит в	2	9
13	в то	3	9
14	же время	1	9
15	не может	6	9
16	не только	17	8
17	с другой	7	8
18	слова и	7	7
19	том что	11	7
20	так и	6	7
21	с одной	4	7
22	я в	3	7
23	то что	4	7
24	и на	1	6
25	в себе	1	6
26	при этом	6	6
27	однако в	2	6
28	не менее	12	6
29	одной стороны	4	6
30	я не	5	5
31	столь же	4	5
32	но не	3	5
33	конечном счете	1	5
34	в принципе	1	5
35	он не	3	5
36	так в	2	5
37	в конечном	1	5
38	в качестве	2	5
39	у нас	10	5
40	на фоне	7	5
41	того что	11	5
42	вместе с	2	5
43	я и	3	4
44	в сфере	1	4
45	мы не	3	4
46	того же	4	4
47	по отношению	3	4
48	отнюдь не	3	4
49	в рамках	5	4
50	для него	1	4
51	точки зрения	23	4
52	не в	5	4
53	даже в	1	4
54	в русской	1	4
55	в области	14	4
56	ли не	1	4
57	в ней	3	4
58	тех кто	1	4
59	в его	11	4
60	один из	4	4
61	не случайно	4	4
62	каждый из	1	4
63	тем что	5	4
64	прежде всего	9	4
65	в частности	2	4
66	другой стороны	3	4
67	со мной	1	4
68	что в	13	4
69	речь идет	3	3
70	и то	1	3
71	идет о	1	3
72	тем же	2	3
73	в сущности	4	3
74	как я	2	3
75	как к	2	3
76	то и	2	3
77	я все	2	3
78	но лишь	1	3
79	такой же	2	3
80	в их	6	3
81	том чтобы	4	3
82	с точки	16	3
83	тем самым	4	3
84	не столько	4	3
85	никогда не	1	3
86	ничего не	6	3
87	и его	1	3
88	данном случае	4	3
89	не с	2	3
90	и с	3	3
91	в другом	1	3
92	всего лишь	1	3
93	но с	1	3
94	в поэзии	5	3
95	а в	5	3
96	так как	9	3
97	и др	1	3
98	со стороны	1	3
99	и ты	1	3
100	в равной	1	3
101	в разговоре	1	3
102	в данном	7	3
103	а именно	3	3
104	по существу	3	3
105	но это	5	3
106	в начале	1	3
107	и для	1	3
108	и как	2	3
109	что он	6	3
110	отношению к	2	3
111	как на	8	3
112	ту же	1	2
113	и т	54	2
114	же как	1	2
115	все ту	1	2
116	поэзии и	1	2
117	той же	3	2
118	зависимость от	1	2
119	на себя	2	2
120	из того	2	2
121	но как	3	2
122	очевидно что	3	2
123	все же	5	2
124	как уже	1	2
125	и к	3	2
126	но в	2	2
127	в противоположность	1	2
128	то в	3	2
129	со своей	1	2
130	в целом	4	2
131	в нашем	7	2
132	как он	2	2
133	духовной культуры	1	2
134	свое время	2	2
135	на этом	2	2
136	русской классической	2	2
137	в каждом	1	2
138	не станем	2	2
139	и иных	1	2
140	все равно	1	2
141	с этой	3	2
142	с тем	6	2
143	как бы	5	2
144	в такой	1	2
145	и без	2	2
146	не к	1	2
147	мысли и	2	2
148	что я	1	2
149	по преимуществу	3	2
150	одном из	1	2
151	тем не	9	2
152	по крайней	1	2
153	не по	3	2
154	в основе	1	2
155	но только	1	2
156	уже о	2	2
157	могут быть	6	2
158	для того	12	2
159	в виду	8	2
160	говоря уже	2	2
161	в ее	4	2
162	еще не	9	2
163	для этого	6	2
164	о том	6	2
165	и что	7	2
166	для нас	4	2
167	а также	4	2
168	путь к	2	2
169	а потому	2	2
170	и только	3	2
171	крайней мере	1	2
172	не более	2	2
173	не надо	1	2
174	в русском	2	2
175	впрочем не	1	2
176	в него	1	2
177	было бы	16	2
178	могло бы	3	2
179	тот же	6	2
180	одной из	1	2
181	в какой	3	2
182	потому что	12	2
183	уже не	8	2
184	уже в	3	2
185	свидетельствует о	1	2
186	речь в	2	2
187	был бы	3	2
188	не так	3	2
189	в одном	2	2
190	т п	41	2
191	что и	6	2
192	вовсе не	5	2
193	граница между	1	2
194	как раз	4	2
195	что не	4	2
196	выше и	1	2
197	не было	4	2
198	было сказано	1	2
199	в россии	2	2
200	могут служить	1	2
201	не видит	1	2
202	как это	7	2
203	и каждый	1	2
204	из которых	1	2
205	к жизни	1	2
206	а если	1	2
207	тому как	2	2
