N	3gram	Losev_Prob_1	FransuaR
1	в то же	4	6
2	с точки зрения	3	5
3	не только в	1	5
4	до сих пор	3	4
5	не может быть	2	4
6	в этом отношении	1	3
7	в известной мере	1	3
8	и во всех	1	3
9	но в то	1	3
10	в его целом	1	3
11	о том что	5	3
12	с другой стороны	3	3
13	как мы уже	1	3
14	можно сказать что	3	2
15	но даже и	1	2
16	только то что	4	2
17	о чем мы	1	2
18	до наших дней	1	2
19	в своей статье	1	2
20	содержит в себе	7	2
21	то что для	1	2
22	ничего не дает	1	2
23	и в то	1	2
24	во всяком случае	3	2
25	как мы видели	1	2
26	подобно тому как	2	2
27	только потому что	2	1
28	ровно ничего не	1	1
29	дело в том	3	1
30	чтобы оно не	1	1
31	всем известно что	1	1
32	мы уже сказали	1	1
33	в этом последнем	1	1
34	в настоящее время	3	1
35	также и в	1	1
36	в художественной литературе	1	1
37	в том же	1	1
38	гораздо больше чем	2	1
39	до известной степени	1	1
40	при этом что	1	1
41	в первую очередь	1	1
42	на самом же	1	1
43	таким образом в	1	1
44	то что в	3	1
45	к тому или	1	1
46	что в нем	3	1
47	что в них	1	1
48	за свое существование	1	1
49	именно в этом	2	1
50	даже и не	2	1
51	свой смысл и	1	1
52	может дать ей	1	1
53	не менее если	1	1
54	все это в	1	1
55	в жизни так	1	1
56	события и на	1	1
57	в том чтобы	1	1
58	и в литературе	1	1
59	прежде всего как	1	1
60	в конце концов	4	1
61	рождение и смерть	1	1
62	в чем же	1	1
63	так и в	1	1
64	то есть чисто	1	1
65	только в самом	1	1
66	превращает их в	1	1
67	ни на что	1	1
68	мы говорили выше	2	1
69	не могут быть	1	1
70	не только от	1	1
71	и до наших	1	1
72	то на протяжении	1	1
73	того или иного	2	1
74	но он есть	1	1
75	действительности и то	1	1
76	перевести на язык	1	1
77	даже и в	1	1
78	в этом случае	2	1
79	на самом деле	4	1
80	мы можем сказать	1	1
81	не только не	3	1
82	выходит за пределы	1	1
83	она не только	1	1
84	как мы сказали	1	1
85	мы будем говорить	1	1
86	самом же деле	1	1
87	и как мы	1	1
88	на то что	8	1
89	мы вовсе не	2	1
90	и ни на	1	1
91	не только то	1	1
92	вовсе не является	3	1
93	для того чтобы	8	1
94	в том что	5	1
95	как и в	1	1
96	то есть в	4	1
97	только тогда когда	1	1
