N	2gram	Potebnia_M_4	Stilisti
1	и в	23	42
2	не только	10	27
3	как бы	5	27
4	прежде всего	1	22
5	хотя бы	4	17
6	то же	14	15
7	но и	11	15
8	и не	18	14
9	не может	11	12
10	может быть	26	12
11	мы уже	3	11
12	как и	14	11
13	точки зрения	4	11
14	в этом	23	10
15	и как	2	10
16	как мы	2	10
17	мы должны	2	10
18	что мы	10	10
19	мы не	8	9
20	при этом	15	9
21	в то	4	9
22	для того	6	9
23	то что	29	9
24	в ней	2	8
25	все же	1	8
26	в себе	14	8
27	таким образом	24	8
28	тем самым	4	8
29	и это	2	8
30	слово как	1	8
31	с тем	7	8
32	эти слова	1	8
33	что же	5	8
34	зависимости от	1	7
35	и на	3	7
36	в которой	6	7
37	было бы	8	7
38	и тем	4	7
39	так как	14	7
40	никогда не	3	7
41	же время	3	7
42	потому что	33	7
43	того чтобы	4	7
44	ничего не	1	7
45	только в	15	7
46	и его	2	7
47	мы можем	10	7
48	а не	12	7
49	во всех	1	6
50	в этой	1	6
51	на его	3	6
52	в нем	7	6
53	не в	11	6
54	в процессе	3	6
55	или как	1	6
56	в области	2	6
57	когда мы	6	6
58	так и	6	6
59	другими словами	8	6
60	в форме	1	6
61	и так	3	6
62	говорящего и	2	6
63	в свою	2	6
64	той же	3	5
65	уже в	5	5
66	в нашем	2	5
67	что язык	7	5
68	в той	4	5
69	независимо от	6	5
70	и с	4	5
71	же мы	2	5
72	мы видели	1	5
73	с точки	3	5
74	и той	1	5
75	тому что	2	5
76	в сознании	4	5
77	а в	5	5
78	же самое	4	5
79	те же	3	5
80	в его	5	5
81	и следовательно	3	5
82	и их	3	5
83	слова в	3	5
84	вместе с	6	5
85	как это	1	5
86	слова и	5	5
87	если б	4	4
88	и то	5	4
89	самом деле	3	4
90	тем же	1	4
91	мы называем	1	4
92	слово не	1	4
93	и к	6	4
94	но в	8	4
95	в самом	3	4
96	что это	7	4
97	так сказать	5	4
98	уже не	3	4
99	можно было	2	4
100	в каждом	3	4
101	его в	4	4
102	и без	2	4
103	самого начала	2	4
104	у нас	2	4
105	его внутренней	1	4
106	но все	1	4
107	к тому	3	4
108	той или	1	4
109	свою очередь	1	4
110	языка и	3	4
111	с самого	1	4
112	было в	3	4
113	если бы	13	4
114	в словах	1	4
115	о том	8	4
116	влияние на	2	4
117	можно сказать	4	4
118	того что	14	4
119	один из	2	4
120	мы видим	2	4
121	в обществе	2	4
122	в качестве	1	4
123	если мы	2	4
124	речь и	1	4
125	были бы	1	4
126	а с	1	4
127	в слове	22	4
128	то есть	34	4
129	к своему	1	4
130	не что	2	4
131	и слушающего	1	4
132	все это	5	4
133	не знаем	2	4
134	не существует	2	4
135	бы в	2	4
136	зрения в	1	4
137	так же	4	4
138	вряд ли	1	3
139	словом и	1	3
140	на самом	3	3
141	общества и	1	3
142	еще не	3	3
143	видели что	1	3
144	то он	2	3
145	сознания не	1	3
146	нет и	1	3
147	перед нами	1	3
148	хотя и	5	3
149	та же	1	3
150	какую роль	1	3
151	если он	1	3
152	что всякое	1	3
153	слов в	4	3
154	их в	3	3
155	языком и	3	3
156	заключает в	8	3
157	здесь мы	2	3
158	не будет	3	3
159	об этом	2	3
160	лишь в	3	3
161	это не	7	3
162	может стать	1	3
163	этом мы	2	3
164	не мог	1	3
165	том что	12	3
166	что такое	7	3
167	бы мы	1	3
168	и тому	1	3
169	слово и	3	3
170	в разных	3	3
171	слова как	1	3
172	связь и	2	3
173	связи с	3	3
174	до того	3	3
175	да и	4	3
176	слова но	1	3
177	в виду	3	3
178	но при	1	3
179	в ее	2	3
180	роль в	1	3
181	что у	3	3
182	во второй	1	3
183	мы в	3	3
184	и здесь	2	3
185	и поэтому	1	3
186	связь между	3	3
187	то мы	3	3
188	жизни и	1	3
189	конечно не	2	3
190	только на	4	3
191	из них	1	3
192	не так	2	3
193	представить себе	2	3
194	в котором	4	3
195	в одном	4	3
196	но что	2	3
197	от того	4	3
198	явления природы	1	3
199	что слова	1	3
200	что и	7	3
201	и даже	2	3
202	и эта	1	3
203	если не	1	3
204	этого слова	7	3
205	этом случае	5	3
206	как предмет	1	3
207	но для	1	3
208	и для	2	3
209	для нас	14	3
210	и все	4	3
211	главным образом	1	3
212	язык не	5	3
213	между ними	4	3
214	не знает	1	3
215	сказать что	8	3
216	человека и	3	2
217	выражения как	2	2
218	что эти	3	2
219	от чего	1	2
220	его не	1	2
221	со всех	1	2
222	мы имеем	4	2
223	нуждаются в	1	2
224	вопрос о	2	2
225	ответить на	3	2
226	нам в	1	2
227	но даже	2	2
228	как не	1	2
229	значением слова	1	2
230	не нужно	2	2
231	иное как	2	2
232	природы и	2	2
233	предположим что	1	2
234	но не	1	2
235	достаточно для	1	2
236	только потому	4	2
237	значение и	2	2
238	только тогда	5	2
239	очевидно что	7	2
240	понято и	1	2
241	отношение к	2	2
242	и разными	1	2
243	первый взгляд	1	2
244	как в	7	2
245	и нет	1	2
246	помнить что	1	2
247	которая и	1	2
248	как уже	1	2
249	бы и	5	2
250	все эти	3	2
251	бы не	3	2
252	и те	1	2
253	друг другу	1	2
254	человек не	2	2
255	этот процесс	1	2
256	слово это	1	2
257	и сам	1	2
258	по своему	2	2
259	одной и	1	2
260	на наш	1	2
261	отношение говорящего	1	2
262	человека в	2	2
263	значительной степени	2	2
264	ясно что	1	2
265	есть не	4	2
266	с этим	7	2
267	но мы	2	2
268	не всегда	3	2
269	в этих	3	2
270	и при	2	2
271	в своей	1	2
272	в отношении	1	2
273	в которых	3	2
274	но эта	2	2
275	в мире	2	2
276	которые в	1	2
277	и форма	1	2
278	ее с	1	2
279	каждом слове	1	2
280	в нас	3	2
281	что иное	2	2
282	это слово	4	2
283	эти три	1	2
284	этом отношении	1	2
285	в каком	4	2
286	перед ним	1	2
287	от их	1	2
288	все то	1	2
289	без языка	2	2
290	не есть	9	2
291	в пределах	1	2
292	речи то	1	2
293	как с	1	2
294	и когда	2	2
295	из двух	1	2
296	времени и	1	2
297	не с	2	2
298	быть может	4	2
299	и вообще	2	2
300	с ним	5	2
301	что перед	1	2
302	как нет	2	2
303	к нему	5	2
304	в языке	16	2
305	на отдельные	1	2
306	видим что	1	2
307	помощи языка	2	2
308	в том	23	2
309	тот же	2	2
310	одной из	1	2
311	что он	4	2
312	как нечто	1	2
313	человека с	1	2
314	слова не	3	2
315	в душе	1	2
316	не будут	1	2
317	для него	5	2
318	себе в	3	2
319	допустим что	5	2
320	заметить что	6	2
321	тем что	10	2
322	даже и	3	2
323	перейти к	1	2
324	нужно было	1	2
325	к которому	1	2
326	больше и	1	2
327	не было	12	2
328	слове в	1	2
329	будет иметь	2	2
330	должна была	1	2
331	в связи	1	2
332	равно как	2	2
333	связь с	1	2
334	нет ничего	3	2
335	и потому	10	2
336	из трех	1	2
337	у человека	1	2
338	из которых	2	2
339	смысле этого	1	2
340	в первой	1	2
341	должно быть	5	2
342	про себя	1	2
343	останавливаться на	1	2
344	сих пор	4	2
345	но это	3	2
346	мы найдем	1	2
347	тем и	6	2
348	или в	1	2
349	на первый	1	2
350	у них	1	2
351	ни к	2	2
352	трав и	1	2
353	этот вопрос	3	2
354	в частности	1	2
355	говорящего к	1	2
356	что то	3	2
357	в голову	2	2
358	в своих	2	2
359	членораздельный звук	3	2
360	свою речь	1	1
361	равным образом	1	1
362	это художественное	1	1
363	из внешней	1	1
364	ту же	3	1
365	можно говорить	1	1
366	также что	1	1
367	нашего языка	3	1
368	одним из	1	1
369	для образования	1	1
370	языка с	3	1
371	относится и	1	1
372	от самой	1	1
373	нужно помнить	1	1
374	художественного произведения	1	1
375	внешней форме	1	1
376	ли оно	1	1
377	переход от	3	1
378	к своей	1	1
379	мысли а	2	1
380	и до	3	1
381	бы к	1	1
382	и самое	1	1
383	том какое	1	1
384	большое количество	1	1
385	отношений которые	1	1
386	в их	1	1
387	часть его	1	1
388	например в	3	1
389	всего того	1	1
390	если я	1	1
391	для своего	1	1
