N	3gram	Vinokur_Ku_1	Dialekti
1	и т д	14	15
2	по крайней мере	5	9
3	с точки зрения	9	8
4	не потому что	3	6
5	в том что	15	6
6	потому что она	1	5
7	одно и то	1	4
8	и то же	1	4
9	в связи с	3	4
10	то же время	2	4
11	о том что	5	4
12	с другой стороны	6	4
13	в том смысле	1	4
14	только тогда когда	1	4
15	и может быть	1	3
16	что иное как	1	3
17	том смысле что	1	3
18	в самом деле	7	3
19	сами по себе	1	3
20	в то же	2	3
21	т е в	2	3
22	не что иное	1	3
23	ни в каком	1	3
24	не может быть	3	3
25	вовсе не в	1	3
26	крайней мере в	1	2
27	потому что он	1	2
28	иметь в виду	1	2
29	более или менее	3	2
30	т д и	2	2
31	что это только	2	2
32	имеется в виду	1	2
33	до сих пор	4	2
34	в зависимости от	5	2
35	и т п	18	2
36	ни в какой	1	2
37	и даже в	1	2
38	в тех или	1	2
39	не только в	1	2
40	тем не менее	4	2
41	так или иначе	2	2
42	это не значит	1	2
43	во всяком случае	5	2
44	т д не	1	2
45	д и т	2	2
46	вовсе не есть	1	2
47	от того что	1	2
48	само по себе	1	2
49	та или иная	1	2
50	потому что они	1	2
51	не говоря уже	1	2
52	том что она	1	1
53	но уже и	1	1
54	в силу которой	1	1
55	что несмотря на	1	1
56	мы говорим о	1	1
57	только потому что	6	1
58	время есть не	1	1
59	того что в	2	1
60	как только мы	1	1
61	то это значит	1	1
62	мере того как	3	1
63	это было бы	1	1
64	и в смысле	1	1
65	на самом деле	2	1
66	в этом смысле	3	1
67	в том и	2	1
68	так что в	1	1
69	по мере того	3	1
70	о том как	3	1
71	и во многих	1	1
72	один московский ученый	1	1
73	и в то	1	1
74	это еще не	1	1
75	в себе и	1	1
76	в этом отношении	5	1
77	с тем чтобы	1	1
78	повседневной жизни и	1	1
79	точно так же	1	1
80	это чувство было	1	1
81	д все это	1	1
82	вместе с тем	3	1
83	но что такое	1	1
84	не то что	1	1
85	в это время	1	1
86	таким образом есть	1	1
87	бы и не	1	1
88	вопрос об отношении	1	1
89	так же как	1	1
90	в виду не	1	1
91	не в том	4	1
92	в подлинном смысле	1	1
93	и с точки	1	1
94	на своем месте	1	1
95	с одной стороны	1	1
96	сих пор я	1	1
97	в виду их	1	1
98	в одно и	1	1
99	отсюда следует что	2	1
100	уже само по	1	1
101	все же есть	1	1
102	даже и на	1	1
103	я хочу сказать	1	1
104	когда мы говорим	1	1
105	т е как	4	1
106	в свое время	2	1
107	именно в том	2	1
108	и пр и	1	1
109	не только потому	1	1
110	что он есть	1	1
111	того или иного	3	1
112	как и всякая	1	1
113	все это не	3	1
114	т д все	1	1
115	заключается в том	2	1
116	и вместе с	1	1
117	но дело не	1	1
118	всего то что	1	1
119	что и в	1	1
120	того или другого	1	1
121	не мешает им	1	1
122	той или иной	1	1
123	речь идет о	2	1
124	но все же	2	1
125	есть все что	1	1
126	возможна и необходима	1	1
127	это не мешает	1	1
128	в братьях карамазовых	1	1
129	к такому пониманию	1	1
130	к тому что	2	1
131	то что они	1	1
132	дело не в	1	1
133	том что он	4	1
134	реальное бытие и	1	1
135	в этих последних	1	1
136	можно понимать как	1	1
137	не в этом	1	1
