N	2gram	Propp_Isto_3	Vladivir
1	и в	22	40
2	то что	7	28
3	не только	14	25
4	и не	12	25
5	у него	3	24
6	том что	8	18
7	в том	9	18
8	но и	12	18
9	также и	1	17
10	что в	15	17
11	в этом	17	16
12	в его	3	14
13	так что	5	14
14	не может	4	14
15	в виде	2	13
16	точки зрения	2	13
17	вовсе не	2	13
18	только в	4	13
19	а именно	4	12
20	сказать что	3	12
21	никогда не	3	11
22	потому что	3	11
23	таким образом	10	11
24	о том	3	11
25	не просто	1	10
26	ни в	2	10
27	тем не	5	10
28	и его	4	10
29	то это	2	10
30	не есть	1	10
31	прежде всего	3	10
32	и потому	2	10
33	и то	2	9
34	уже не	7	9
35	что это	1	9
36	и с	4	9
37	в своей	1	9
38	не менее	5	9
39	есть только	2	9
40	что же	1	9
41	как мы	8	8
42	в своем	2	8
43	в этой	5	8
44	он не	5	8
45	и что	2	8
46	а также	2	8
47	может быть	11	8
48	а не	6	8
49	так же	3	8
50	хотя и	2	7
51	и как	3	7
52	с тем	2	7
53	как и	3	7
54	в то	2	7
55	там же	2	7
56	что и	9	7
57	того что	5	7
58	так как	7	7
59	вместе с	9	7
60	к тому	3	7
61	а в	6	7
62	и на	4	6
63	кроме того	1	6
64	не будет	1	6
65	не мог	2	6
66	с точки	1	6
67	по себе	1	6
68	во всем	1	6
69	и это	2	6
70	и от	3	6
71	так и	2	6
72	об этом	1	6
73	и здесь	7	6
74	почему же	1	6
75	и даже	2	6
76	если не	2	6
77	да и	2	6
78	это значит	1	6
79	но это	3	6
80	хотя бы	1	6
81	мы уже	6	5
82	в ней	2	5
83	тут же	1	5
84	отнюдь не	1	5
85	все эти	4	5
86	тому же	2	5
87	можно было	1	5
88	но если	1	5
89	тем что	4	5
90	для нас	4	5
91	ничего не	6	5
92	у нас	4	5
93	ничего общего	1	5
94	с другой	7	5
95	что он	9	5
96	только на	2	5
97	в одном	2	5
98	не говорит	1	5
99	не было	2	5
100	в данном	4	5
101	между прочим	3	5
102	то же	6	4
103	и о	2	4
104	вопрос о	2	4
105	еще не	10	4
106	но не	7	4
107	все же	5	4
108	но в	10	4
109	на то	1	4
110	было бы	3	4
111	здесь у	1	4
112	чем в	1	4
113	такой же	2	4
114	в котором	2	4
115	даже в	2	4
116	не имеет	2	4
