N	3gram	Tiupa_Narr_2	Vvedenie
1	для того чтобы	1	20
2	в том что	8	12
3	о том что	4	12
4	в этом смысле	1	8
5	не может быть	2	8
6	тем не менее	4	8
7	до сих пор	1	6
8	в самом деле	1	6
9	то же время	3	6
10	в то же	3	6
11	и т п	2	5
12	в той мере	2	5
13	той мере в	2	5
14	мере в какой	2	5
15	что иное как	1	4
16	по отношению к	5	4
17	в этом отношении	3	4
18	можно было бы	1	4
19	на этот вопрос	1	4
20	в данном случае	6	4
21	не только в	6	4
22	по сравнению с	1	4
23	так или иначе	1	4
24	во всяком случае	1	4
25	не что иное	1	4
26	с одной стороны	5	4
27	в том виде	1	3
28	одной стороны и	1	3
29	в строгом смысле	1	3
30	в известном смысле	3	3
31	можно сказать что	3	3
32	на том что	1	2
33	состоит в том	4	2
34	в чем же	1	2
35	на котором он	1	2
36	подобно тому как	2	2
37	в соответствии с	3	2
38	то же самое	1	2
39	себя со стороны	1	2
40	как об этом	1	2
41	с точки зрения	2	2
42	точно так же	2	2
43	можно представить себе	1	2
44	не в том	1	2
45	в связи с	1	2
46	а также и	1	2
47	есть не что	1	2
48	ответ на этот	1	2
49	той или иной	3	2
50	и того же	1	1
51	том что с	1	1
52	по его словам	1	1
53	уже шла речь	1	1
54	а между тем	1	1
55	не может не	1	1
56	одна за другой	1	1
57	в той или	1	1
58	точки зрения на	1	1
59	сказать что он	1	1
60	как уже говорилось	2	1
61	мы имеем дело	2	1
62	более или менее	1	1
63	на самом деле	2	1
64	одной из этих	1	1
65	никак не может	1	1
66	том виде в	1	1
67	у меня в	1	1
68	нельзя признать вполне	1	1
69	дело не только	1	1
70	в таком случае	1	1
71	в отличие от	5	1
72	но и в	2	1
73	себе самому и	1	1
74	не менее уже	1	1
75	виде в каком	1	1
76	том или ином	1	1
77	имеем дело с	2	1
78	в ряде случаев	1	1
79	может быть только	1	1
80	с этой точки	1	1
81	в зависимости от	1	1
82	все то что	2	1
83	так а не	1	1
84	в том или	1	1
85	на эту тему	1	1
86	каждой из таких	1	1
87	так же как	2	1
88	в далеком прошлом	1	1
89	а не только	1	1
90	он вовсе не	1	1
91	как раз в	1	1
92	в том как	2	1
93	таким образом для	1	1
94	в нем не	1	1
95	уже не к	1	1
96	что он вовсе	1	1
97	по своему характеру	1	1
98	этой точки зрения	1	1
99	а в том	2	1
100	в частности в	1	1
101	о котором уже	1	1
102	в новейшее время	2	1
103	например что история	1	1
104	что в ней	1	1
105	может быть определено	1	1
106	того или иного	3	1
107	не со стороны	1	1
108	а не иначе	1	1
109	в реальной действительности	1	1
110	в каждой из	1	1
111	в этом втором	1	1
112	в этой системе	1	1
113	шла речь выше	1	1
114	с этой стороны	1	1
115	одного и того	1	1
116	но с другой	1	1
117	и о которой	1	1
118	обратим внимание на	1	1
119	к тому что	3	1
120	далеком прошлом и	1	1
121	в xix в	1	1
122	только в форме	1	1
123	легко представить себе	1	1
124	и объяснить его	1	1
