N	3gram	Kanaev_Sov_1	Istorich
1	с одной стороны	1	7
2	в этом случае	1	6
3	в том что	1	5
4	до сих пор	1	4
5	в данном случае	1	3
6	мы видели что	3	3
7	не может быть	4	3
8	уже знаем что	1	2
9	влечет за собой	1	2
10	так как он	2	2
11	же как у	1	2
12	во всяком случае	2	2
13	по отношению к	1	2
14	но все же	1	2
15	можно было бы	1	2
16	но мы уже	1	2
17	мы уже знаем	1	2
18	что иное как	1	1
19	в обоих случаях	1	1
20	в себе очень	1	1
21	через некоторое время	2	1
22	как бы два	1	1
23	одной стороны и	1	1
24	а потом и	1	1
25	природы и от	1	1
26	и не может	1	1
27	в зависимости от	4	1
28	друг на друга	1	1
29	по аналогии с	1	1
30	на этот вопрос	1	1
31	тот или другой	1	1
32	не может но	1	1
33	ничего не доказывают	1	1
34	как и вся	1	1
35	на этой стадии	1	1
36	так же как	1	1
37	всяком случае не	1	1
38	в этом направлении	1	1
39	значит что она	1	1
40	в свое время	1	1
41	есть не что	1	1
42	вместе с ним	1	1
43	что в ней	1	1
44	это значит что	1	1
45	и те же	1	1
46	как мы видим	1	1
47	это во всяком	1	1
48	из этих двух	1	1
49	у нас на	1	1
50	не что иное	1	1
51	тем не менее	2	1
52	друг с другом	2	1
53	в обратном порядке	1	1
54	но никогда не	1	1
