N	3gram	Losev_Prob_5	StatiiOP
1	и т д	1	21
2	в том что	8	17
3	о том что	9	11
4	для того чтобы	2	10
5	с точки зрения	8	8
6	можно было бы	1	8
7	до сих пор	2	7
8	в этом отношении	1	7
9	на самом деле	1	6
10	в данном случае	2	6
11	с другой стороны	5	6
12	во всяком случае	2	6
13	в самом деле	1	5
14	не может быть	2	5
15	дело в том	2	4
16	то же время	1	4
17	на эту тему	1	4
18	не только в	1	4
19	так и в	1	4
20	на то что	2	4
21	в то же	1	4
22	по отношению к	2	3
23	то или иное	1	3
24	и в этом	1	3
25	но все же	2	3
26	что в новом	1	2
27	одним и тем	1	2
28	в том числе	2	2
29	и в том	1	2
30	тому что в	1	2
31	но и в	2	2
32	и то что	3	2
33	том числе и	1	2
34	по крайней мере	4	2
35	то обстоятельство что	1	2
36	как раз в	1	2
37	но в то	1	2
38	с одной стороны	3	2
39	в то время	3	2
40	так или иначе	1	2
41	чуть ли не	1	2
42	было бы не	1	2
43	а также и	1	2
44	мере в какой	1	2
45	вовсе не в	1	2
46	при его жизни	1	2
47	и тем же	1	2
48	вопрос о том	1	2
49	по этому поводу	2	2
50	в том смысле	1	2
51	тем не менее	5	2
52	как и вообще	1	1
53	потому что он	2	1
54	лишь о том	1	1
55	той или иной	1	1
56	то ни стало	1	1
57	же мере в	1	1
58	не говоря уже	1	1
59	в настоящее время	3	1
60	также и в	2	1
61	в этом смысле	3	1
62	том что он	2	1
63	и другой стороны	1	1
64	свидетельствует о том	1	1
65	должно было бы	1	1
66	потому что не	1	1
67	себя самого и	1	1
68	во что бы	1	1
69	в одной из	1	1
70	но для нас	1	1
71	говоря уже о	1	1
72	было бы с	1	1
73	также и то	2	1
74	бы то ни	2	1
75	в наше время	1	1
76	обратить внимание на	3	1
77	то понимание этого	1	1
78	точно так же	3	1
79	и нуждается в	1	1
80	только тем что	1	1
81	является для нас	1	1
82	ту или иную	1	1
83	в это время	2	1
84	что бы то	1	1
85	о том как	1	1
86	то время как	3	1
87	если не считать	1	1
88	другой же стороны	1	1
89	тот факт что	1	1
90	содержит в себе	1	1
91	хотя и с	1	1
92	а есть только	1	1
93	как будто бы	3	1
94	но даже и	2	1
95	в какой степени	1	1
96	а с другой	3	1
97	что здесь является	1	1
98	той и другой	1	1
99	уже о том	1	1
100	а вовсе не	1	1
101	том что от	1	1
102	и таким образом	1	1
103	и без всяких	1	1
104	и ясно что	1	1
105	в комментарии к	1	1
106	никогда и не	1	1
107	и о том	2	1
108	и притом в	1	1
109	том смысле что	1	1
110	и никогда не	2	1
111	хотя бы в	1	1
112	или вернее сказать	1	1
113	ни о каком	1	1
114	с этой стороны	1	1
115	ни в чем	1	1
116	после того как	3	1
117	в своей трагедии	1	1
118	но это не	1	1
119	в результате этого	1	1
120	не больше чем	1	1
121	так что в	1	1
122	нет и речи	1	1
123	и не в	2	1
124	с другой же	1	1
125	в конце концов	6	1
126	том что и	1	1
127	уверен в том	1	1
