N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	29	36
2	не только	15	22
3	том что	7	19
4	что в	8	19
5	в том	8	17
6	т е	21	17
7	но и	14	16
8	так как	6	15
9	и другие	1	13
10	в этом	22	12
11	в других	1	11
12	и т	4	10
13	и на	7	10
14	это не	9	10
15	как и	12	10
16	как мы	4	10
17	потому что	8	10
18	т д	1	9
19	об этом	1	9
20	а в	7	9
21	и по	1	8
22	у нас	1	8
23	о том	1	8
24	один из	2	8
25	мы увидим	1	8
26	из них	1	8
27	может быть	24	8
28	е в	2	8
29	что они	1	7
30	так и	7	7
31	между тем	5	7
32	что и	4	7
33	и других	1	7
34	мы не	1	6
35	таким образом	12	6
36	при этом	2	6
37	не имеет	1	6
38	уже не	13	6
39	в них	3	6
40	и не	31	6
41	все это	6	6
42	будто бы	1	6
43	в новый	1	6
44	то что	15	6
45	а и	1	5
46	как в	6	5
47	все же	9	5
48	в которых	2	5
49	того как	1	5
50	как будто	3	5
51	и у	3	5
52	одно из	2	5
53	как бы	19	5
54	этом случае	1	5
55	мы имеем	1	4
56	в первый	1	4
57	еще не	5	4
58	во всех	1	4
59	в россии	2	4
60	входит в	7	4
61	из этих	1	4
62	в их	3	4
63	тому что	3	4
64	одна из	3	4
65	связи с	2	4
66	к тому	1	4
67	его с	1	4
68	и что	2	4
69	и их	1	4
70	тем что	4	4
71	а с	1	4
72	и др	5	4
73	в тех	1	4
74	того что	1	4
75	по существу	3	4
76	но это	4	4
77	как уже	1	4
78	не может	12	4
79	только в	10	4
80	к этому	1	4
81	их и	1	3
82	своего рода	1	3
83	которые не	1	3
84	в своем	8	3
85	что это	1	3
86	хозяин и	2	3
87	в основном	1	3
88	на этом	1	3
89	то же	14	3
90	но все	5	3
91	для них	1	3
92	далеко не	3	3
93	несмотря на	6	3
94	точки зрения	19	3
95	таким же	3	3
96	с точки	13	3
97	но они	2	3
98	их в	4	3
99	ничего не	5	3
100	можно сделать	1	3
101	приводит к	3	3
102	настоящее время	1	3
103	от них	2	3
104	как например	2	3
105	всякого рода	1	3
106	по этому	1	3
107	в качестве	1	3
108	в одном	10	3
109	к ним	1	3
110	в области	1	3
111	на этот	2	3
112	так же	6	3
113	этого слова	1	3
114	в настоящее	1	3
115	и к	2	3
116	в свою	1	3
117	но эти	2	3
118	например в	3	2
119	к другому	2	2
120	на западе	2	2
121	на тех	1	2
122	на себя	2	2
123	как не	8	2
124	в ней	2	2
125	друг к	1	2
126	на самом	5	2
127	но не	9	2
128	к слову	1	2
129	тогда как	1	2
130	независимо от	1	2
131	что именно	1	2
132	с этим	2	2
133	хотя и	1	2
134	и как	7	2
135	его к	2	2
136	но в	7	2
137	та же	1	2
138	в целом	6	2
139	все эти	9	2
140	в нашем	1	2
141	и до	3	2
142	как он	1	2
143	что она	6	2
144	в нем	19	2
145	всех этих	2	2
146	не значит	4	2
147	в каждом	8	2
148	же не	2	2
149	и с	4	2
150	к другу	1	2
151	в жизни	2	2
152	такой же	1	2
153	в один	2	2
154	должны были	1	2
155	для этого	1	2
156	как можно	2	2
157	она не	7	2
158	у него	5	2
159	но даже	1	2
160	и здесь	3	2
161	могут быть	6	2
162	они и	1	2
163	свою очередь	1	2
164	ни одно	1	2
165	в более	1	2
166	что у	1	2
167	и другими	1	2
168	подойти к	1	2
169	с ним	5	2
170	находится в	2	2
171	русских и	1	2
172	в его	24	2
173	в свете	4	2
174	только у	3	2
175	этот вопрос	2	2
176	в какой	1	2
177	так что	2	2
178	в большинстве	2	2
179	в последний	2	2
180	они могли	1	2
181	его и	2	2
182	но что	1	2
183	не было	4	2
184	в особенности	1	2
185	чем в	2	2
186	себя и	2	2
187	но есть	1	2
188	с ней	1	2
189	и пр	3	2
190	до конца	8	2
191	не на	4	2
192	а не	22	2
193	его как	4	2
194	большинстве случаев	2	2
195	должна была	4	2
196	в частности	1	2
197	нет надобности	1	2
198	и потому	6	2
199	там где	10	2
200	быть и	1	2
201	последний день	2	2
202	мы видим	2	2
203	и для	4	2
204	мы должны	3	2
205	в своих	3	2
206	же как	1	1
207	переходит к	2	1
208	ими как	1	1
209	самом деле	6	1
210	зависимости от	5	1
211	в первом	1	1
212	характерное для	1	1
