N	2gram	Vinokur_Ku_2	TeoriaLi
1	не только	20	18
2	в качестве	8	17
3	и не	16	16
4	я в	1	16
5	а в	3	14
6	состоит в	2	13
7	и в	23	13
8	в частности	2	13
9	так и	4	12
10	может быть	15	12
11	в этом	18	11
12	при этом	2	11
13	в том	19	11
14	но не	6	10
15	и его	3	10
16	а не	10	10
17	то же	6	9
18	в его	5	9
19	по отношению	1	8
20	такого рода	1	8
21	своего рода	4	8
22	сводится к	3	8
23	но и	7	8
24	что в	10	8
25	отличие от	2	7
26	в себе	1	7
27	том что	11	7
28	точки зрения	14	7
29	в отличие	2	7
30	в то	4	7
31	только в	5	7
32	как это	5	7
33	в данном	4	7
34	еще не	5	6
35	с его	1	6
36	но в	11	6
37	лишь в	5	6
38	место в	1	6
39	же время	3	6
40	как бы	4	6
41	мы имеем	5	5
42	данном случае	2	5
43	в рамках	1	5
44	в своем	2	5
45	в самом	12	5
46	роли в	1	5
47	он не	3	5
48	в принципе	1	5
49	того или	2	5
50	как и	2	5
51	не в	8	5
52	однако в	1	5
53	тем самым	2	5
54	а а	1	5
55	в нем	4	5
56	в ее	1	5
57	в пределах	4	5
58	или иной	1	5
59	а также	3	5
60	между тем	6	5
61	уже не	8	5
62	не случайно	1	5
63	с другой	8	5
64	как в	3	5
65	или иного	2	5
66	в искусстве	1	5
67	между ними	1	5
68	по преимуществу	2	4
69	говорить о	4	4
70	как правило	1	4
71	конечном счете	2	4
72	отношение к	1	4
73	хотя и	4	4
74	по пути	1	4
75	всего лишь	3	4
76	то что	9	4
77	не предполагает	1	4
78	ни в	4	4
79	в слове	1	4
80	в своей	2	4
81	в их	2	4
82	не менее	7	4
83	приводит к	5	4
84	можно сказать	4	4
85	в конечном	2	4
86	в форме	3	4
87	но он	1	4
88	в свою	2	4
89	не знает	3	4
90	сказать что	4	4
91	не может	9	4
92	и то	5	3
93	совпадает с	1	3
94	что можно	3	3
95	а только	3	3
96	не все	3	3
97	перед нами	4	3
98	и к	1	3
99	все эти	12	3
100	в нашем	7	3
101	в этой	6	3
102	он должен	1	3
103	и вот	5	3
104	и по	3	3
105	этом смысле	5	3
106	мог бы	1	3
107	в этих	1	3
108	тем не	6	3
109	в отношении	2	3
110	никогда не	2	3
111	как раз	3	3
112	потому что	25	3
113	свою очередь	2	3
114	другой стороны	7	3
115	так в	3	3
116	в другом	2	3
117	и что	8	3
118	того что	3	3
119	для него	1	3
120	слова в	6	3
121	с ее	1	3
122	на почве	1	3
123	именно в	3	3
124	и др	1	3
125	прежде всего	8	3
126	в соответствии	3	3
127	и потому	2	3
128	по своему	1	3
129	этого слова	5	3
130	таким образом	5	3
131	или в	4	3
132	ни к	15	3
133	речи и	5	3
134	была бы	4	2
135	отношения к	2	2
136	того же	3	2
137	и это	3	2
138	это и	3	2
139	тех или	1	2
140	на деле	1	2
141	я не	5	2
142	в целом	1	2
143	в чем	1	2
144	могло быть	1	2
145	но как	1	2
146	у него	3	2
147	и весьма	1	2
148	свою жизнь	1	2
149	что они	2	2
150	сама по	1	2
151	данный момент	3	2
152	как к	1	2
153	в противном	1	2
154	и как	1	2
155	говорит что	1	2
156	в которой	1	2
157	так или	2	2
158	с языком	1	2
159	противном случае	1	2
160	к одному	1	2
161	в году	2	2
162	или иных	1	2
163	не следует	5	2
164	здесь мы	2	2
165	могла бы	2	2
166	об этом	5	2
167	о в	1	2
168	это не	6	2
169	и тем	5	2
170	строки и	1	2
171	соответствии с	2	2
172	вовсе не	9	2
173	и некоторые	1	2
174	с точки	8	2
175	от себя	1	2
176	их в	1	2
177	по себе	10	2
178	даже в	1	2
179	для меня	1	2
180	дело не	2	2
181	казалось бы	3	2
182	слова как	3	2
183	как будто	2	2
184	и для	2	2
185	имеет место	1	2
186	и о	4	2
187	здесь не	3	2
188	в себя	1	2
189	роль в	2	2
190	не с	1	2
191	мы в	2	2
192	если бы	12	2
193	в виду	3	2
194	и здесь	5	2
195	о том	1	2
196	к нему	2	2
197	или иначе	3	2
198	русской литературе	1	2
199	вслед за	1	2
200	тот или	1	2
201	с одной	2	2
202	в большинстве	1	2
203	или иным	1	2
204	слова не	3	2
205	в конце	4	2
206	в структуре	1	2
207	и даже	2	2
208	со стороны	4	2
209	в данный	1	2
210	в области	11	2
211	а именно	2	2
212	одной стороны	1	2
213	а на	2	2
214	и составляет	1	2
215	не на	2	2
216	на фоне	3	2
217	вместе с	5	2
218	так же	4	2
219	из которых	3	2
220	в той	2	2
221	могут быть	4	2
222	и позволяет	1	2
223	к тому	4	2
224	в литературной	1	2
225	одной из	1	2
226	о своем	1	2
227	что он	5	2
228	можно говорить	2	1
229	также что	2	1
230	те же	3	1
231	также и	5	1
232	в сфере	3	1
233	мы к	1	1
234	говорилось выше	1	1
235	идет о	1	1
236	же по	1	1
237	и есть	2	1
238	над этим	1	1
239	тем же	2	1
240	в иных	2	1
241	и до	2	1
242	свое место	2	1
243	едва ли	1	1
244	и должен	1	1
245	что даже	1	1
246	той же	2	1
247	же как	2	1
