N	2gram	Tiupa_Anal_2	Myshleni
1	внутренней речи	4	67
2	речи и	2	30
3	в этом	18	29
4	точки зрения	4	28
5	речи в	2	27
6	и в	16	26
7	для себя	1	24
8	не только	16	24
9	то что	7	24
10	таким образом	2	23
11	с точки	2	21
12	и речи	1	19
13	представляет собой	8	19
14	в том	12	18
15	и не	12	18
16	том что	12	17
17	потому что	1	16
18	как и	14	15
19	как мы	3	14
20	того что	2	14
21	так как	1	14
22	так же	2	14
23	этом случае	4	14
24	в ходе	4	12
25	и его	4	12
26	внутреннюю речь	1	12
27	вместе с	2	12
28	что в	2	12
29	в которой	1	11
30	только не	4	11
31	но и	12	11
32	не может	4	11
33	слова и	1	10
34	по своей	1	10
35	в сущности	4	9
36	в самом	6	9
37	в себе	7	9
38	тому что	1	9
39	мышления и	1	9
40	тем что	3	9
41	то же	4	8
42	той же	2	8
43	что она	2	8
44	только в	4	8
45	внутренней речью	1	8
46	ее в	1	8
47	сказать что	2	8
48	тем самым	4	8
49	и то	3	7
50	и к	5	7
51	этой речи	1	7
52	к тому	7	7
53	в ситуации	3	7
54	может быть	6	7
55	прежде всего	3	7
56	самом деле	1	6
57	во всех	4	6
58	по отношению	4	6
59	все эти	1	6
60	было бы	3	6
61	и тем	4	6
62	в ее	1	6
63	нас к	2	6
64	в сознании	4	6
65	мы могли	1	6
66	и что	1	6
67	заключается в	1	6
68	в какой	1	6
69	именно в	3	6
70	а не	10	6
71	как бы	10	6
72	мы должны	1	6
73	речи как	1	6
74	как на	1	6
75	все что	2	6
76	тем же	1	5
77	в целом	8	5
78	как говорит	2	5
79	в силу	1	5
80	что этот	1	5
81	она не	2	5
82	что с	2	5
83	тогда когда	1	5
84	слова как	1	5
85	же самое	1	5
86	данном случае	5	5
87	никак не	2	5
88	во второй	4	5
89	если бы	3	5
90	в виду	1	5
91	на вопрос	1	5
92	можно сказать	4	5
93	как она	1	5
94	с одной	5	5
95	в качестве	11	5
96	на всем	1	5
97	в начале	1	5
98	одно из	2	5
99	и их	2	5
100	слова в	1	5
101	одной стороны	4	5
102	как это	6	5
103	в данном	8	5
104	отношению к	4	5
105	с этой	1	5
106	и для	2	5
107	в речи	3	5
108	бы в	3	5
109	только что	1	5
110	отношения между	1	4
111	едва ли	3	4
112	еще не	2	4
113	с другой	6	4
114	в нашем	3	4
115	как в	4	4
116	стороны и	1	4
117	но в	6	4
118	на то	2	4
119	в наших	1	4
120	и во	2	4
121	в такой	1	4
122	в котором	2	4
123	не в	4	4
124	не менее	4	4
125	никогда не	3	4
126	связи с	1	4
127	не есть	2	4
128	имеет место	4	4
129	приводит к	3	4
130	речи то	1	4
131	о том	7	4
132	всем протяжении	1	4
133	в его	2	4
134	одной из	3	4
135	так что	3	4
136	во внешней	1	4
137	то и	1	4
138	не совпадают	1	4
139	в конце	4	4
140	о чем	2	4
141	должны быть	1	4
142	и наконец	1	4
143	этой точки	1	4
144	между двумя	4	3
145	в первом	1	3
146	к другому	1	3
147	мы уже	1	3
148	есть не	1	3
149	внешняя речь	1	3
150	совпадает с	4	3
151	привести к	1	3
152	из того	1	3
153	речи ее	1	3
154	в чем	1	3
155	но не	4	3
156	очевидно что	1	3
157	в этой	9	3
158	самом начале	3	3
159	имеет в	1	3
160	из этих	1	3
161	он не	2	3
162	в первой	3	3
163	содержит в	3	3
164	и по	1	3
165	одно и	1	3
166	так и	15	3
167	и заключается	1	3
168	об этом	1	3
169	не совпадает	1	3
170	такой же	1	3
171	обратимся к	1	3
172	для него	4	3
173	в своей	2	3
174	в основном	1	3
175	тем не	3	3
176	состоит в	8	3
177	для нее	2	3
178	по себе	2	3
179	случае в	3	3
180	и другое	1	3
181	на котором	2	3
182	но только	1	3
183	только и	1	3
184	пути и	1	3
185	я не	1	3
186	этом отношении	3	3
187	отличается от	1	3
188	значения и	1	3
189	с собой	1	3
190	с ним	2	3
191	но мы	1	3
192	нуждается в	1	3
193	что и	3	3
194	это не	1	3
195	к нему	1	3
196	мы видим	1	3
197	и является	4	3
198	есть в	3	3
199	только на	3	3
200	представить себе	1	3
201	как раз	4	3
202	и речь	1	3
203	было сказано	1	3
204	же точно	1	3
205	и потому	1	3
206	при переходе	2	3
207	этого слова	3	3
208	и о	1	3
209	но это	1	3
210	о его	4	3
211	все это	4	3
212	и слово	2	3
213	чем дело	1	3
214	не является	1	3
215	есть то	1	3
216	в то	2	3
217	и другой	1	3
218	не означает	1	3
219	и наиболее	1	2
220	как известно	1	2
221	ко всем	1	2
222	отношения к	2	2
223	также и	1	2
224	выражения в	1	2
225	мере в	1	2
226	который совершенно	1	2
227	и до	2	2
228	на первом	1	2
229	она возникает	1	2
230	и он	2	2
231	столь же	4	2
232	что его	1	2
233	конечном счете	2	2
234	ответ на	3	2
235	отличие от	2	2
236	идет о	1	2
237	перед нами	1	2
238	его к	1	2
239	слова он	1	2
240	в действительности	3	2
241	зрения как	1	2
242	которой лежит	1	2
243	но эта	2	2
244	бы с	1	2
245	в известном	1	2
246	раз в	1	2
247	в случае	2	2
248	на его	3	2
249	в нем	1	2
250	переходит от	2	2
251	его от	3	2
252	в одну	2	2
253	а затем	2	2
254	значение в	1	2
255	самим собой	1	2
256	лишь в	9	2
257	его в	2	2
258	сторону речи	1	2
259	ни в	1	2
260	несмотря на	3	2
261	сказал он	1	2
262	в этих	2	2
263	но если	1	2
264	и при	1	2
265	для уяснения	1	2
266	в их	3	2
267	в отличие	2	2
268	не удивительно	3	2
269	которые в	1	2
270	том же	1	2
271	даже в	2	2
272	в отношении	1	2
273	не имеет	2	2
274	в центр	1	2
275	того и	2	2
276	казалось бы	3	2
277	ничего не	9	2
278	прежде чем	1	2
279	с другом	1	2
280	у нас	1	2
281	ли не	2	2
282	всего в	2	2
283	и больше	1	2
284	что при	1	2
285	одним и	1	2
286	если же	1	2
287	бы дать	1	2
288	с ее	2	2
289	что все	2	2
290	свою очередь	1	2
291	своем значении	1	2
292	можно было	3	2
293	по природе	2	2
294	и здесь	1	2
295	внимание на	2	2
296	одного из	3	2
297	этих двух	1	2
298	входит в	1	2
299	в конечном	3	2
300	слов и	1	2
301	известном смысле	1	2
302	один из	2	2
303	обе стороны	1	2
304	внутреннее единство	1	2
305	к резкому	1	2
306	и ее	1	2
307	своей внутренней	1	2
308	уже в	1	2
309	вопроса о	1	2
310	нас и	1	2
311	на этих	1	2
312	его и	1	2
313	только к	1	2
314	только одно	1	2
315	ведь это	2	2
316	моментов в	1	2
317	вовсе не	2	2
318	себя от	1	2
319	падает до	1	2
320	что на	3	2
321	с другим	1	2
322	на ее	1	2
323	в свою	1	2
324	с ней	1	2
325	себя и	1	2
326	во внутренней	1	2
327	не исключает	1	2
328	границы между	1	2
329	к его	2	2
330	который мы	1	2
331	могут быть	10	2
332	что же	1	2
333	и всей	1	2
334	ко всему	1	2
335	друг с	1	2
336	не мог	3	2
337	или в	3	2
338	случае речь	1	2
339	для нас	1	2
340	себе ничего	1	2
341	а в	3	2
342	может и	1	2
343	совершенно не	1	2
344	из этого	1	2
345	самое что	1	2
346	к этой	1	2
347	к этому	2	2
348	точно так	1	2
349	и т	1	1
350	того же	4	1
351	а проза	1	1
352	переход от	1	1
353	бы для	1	1
354	и полагает	1	1
355	отношений в	1	1
356	действительности и	1	1
357	целого но	1	1
358	в несколько	1	1
359	а как	2	1
360	полагает что	1	1
361	мы имеем	3	1
362	с более	1	1
363	именно к	1	1
364	в каждый	1	1
365	судьба есть	1	1
366	что иное	1	1
367	они были	1	1
368	ему в	3	1
369	что оба	1	1
370	иное как	1	1
371	не был	3	1
372	место слияние	1	1
373	это имеет	1	1
374	там и	1	1
375	во внешнем	1	1
376	сказать и	1	1
377	как правило	4	1
378	совсем не	1	1
379	и всякий	1	1
380	собственный голос	1	1
381	и будет	1	1
382	на речь	1	1
383	за пределы	4	1
384	сама по	1	1
385	отнюдь не	8	1
386	в центре	3	1
387	оказывается не	2	1
388	в акте	1	1
389	данный момент	1	1
390	от до	1	1
391	в своем	4	1
392	дистанция между	1	1
393	и как	1	1
394	от предложения	1	1
395	интерпретации на	1	1
396	случае она	1	1
397	не дано	2	1
398	момент его	2	1
399	течение мысли	1	1
400	тому же	4	1
401	в ответ	2	1
402	бы не	1	1
403	означает как	1	1
404	не оставляет	1	1
405	нами и	1	1
406	еще один	1	1
407	самого себя	1	1
408	с их	2	1
409	по форме	1	1
410	и тот	1	1
411	как основной	2	1
412	и те	1	1
413	но ведь	1	1
414	в ряду	1	1
415	но на	1	1
416	вследствие этого	2	1
417	при этом	10	1
418	время и	1	1
419	всех остальных	1	1
420	а скорее	1	1
421	всех этих	1	1
422	в первую	1	1
423	которая является	1	1
424	как пишет	2	1
425	не как	1	1
426	означает в	1	1
427	силу своей	1	1
428	чтобы в	1	1
429	подобно тому	3	1
430	на этом	4	1
431	так например	2	1
432	еще более	2	1
433	удивительно что	3	1
434	может остаться	1	1
435	распространяется на	1	1
436	в сторону	5	1
437	в совершенно	1	1
438	в другом	1	1
439	нам остается	1	1
440	и второй	2	1
441	первый и	1	1
442	наш анализ	1	1
443	времени и	1	1
444	на этой	2	1
445	по выражению	2	1
446	это было	2	1
447	в среднем	2	1
448	обоих случаях	2	1
449	первую очередь	1	1
450	то все	1	1
451	делает его	1	1
452	участия в	1	1
453	представленных в	1	1
454	все равно	1	1
455	соответствии с	2	1
456	к которым	1	1
457	эту особенность	1	1
458	этого не	1	1
459	со своими	1	1
460	рассматривать его	1	1
461	говорится о	1	1
462	ключ к	3	1
463	к их	1	1
464	еще в	2	1
465	иначе говоря	11	1
466	в один	4	1
467	остается в	1	1
468	но я	1	1
469	каждой конкретной	1	1
470	в понимании	1	1
471	анализа является	1	1
472	таким же	1	1
473	м о	1	1
474	прийти к	1	1
475	равной мере	1	1
476	то его	1	1
477	не к	1	1
478	что я	1	1
479	на место	1	1
480	в одном	2	1
481	всякий другой	1	1
482	слова которые	1	1
483	своя особенная	1	1
484	возникает во	1	1
485	раз и	1	1
486	к предложению	1	1
487	совершенно особого	1	1
488	ничего нового	1	1
489	все три	1	1
490	с теми	1	1
491	в обоих	2	1
492	хотелось бы	1	1
493	дело не	2	1
494	одна из	1	1
495	на себе	3	1
496	и сама	1	1
