N	3gram	Bakhtin_Fr_5	VeschiIm
1	не может быть	2	18
2	что иное как	1	8
3	не что иное	1	8
4	в том что	6	6
5	в чем же	2	5
6	есть не что	1	5
7	в свою очередь	1	5
8	тем не менее	1	5
9	с точки зрения	2	4
10	то же время	9	4
11	от того что	1	4
12	в то же	9	4
13	в самом деле	1	3
14	и в то	1	3
15	можно было бы	2	3
16	вместе с тем	1	3
17	в отрыве от	2	3
18	можно сказать что	2	2
19	дело в том	2	2
20	о том как	2	2
21	мы находим в	2	2
22	в основе своей	1	2
23	и в частности	1	2
24	в данном случае	2	2
25	можно говорить о	2	2
26	и таким образом	1	2
27	и того же	1	1
28	мы видим таким	1	1
29	далеко не все	1	1
30	мы уже сказали	1	1
31	как и во	2	1
32	между собою и	1	1
33	быть и речи	1	1
34	у нас есть	1	1
35	том что это	1	1
36	он все же	1	1
37	как раз и	1	1
38	в ней есть	1	1
39	до сих пор	3	1
40	и во всех	3	1
41	что он не	1	1
42	не имеет никакого	1	1
43	он и не	1	1
44	они вообще не	1	1
45	и не в	2	1
46	может быть и	1	1
47	потому что он	3	1
48	и вот эта	1	1
49	в самом начале	1	1
50	так же как	4	1
51	но в то	5	1
52	еще и в	1	1
53	связанными между собою	1	1
54	о чем не	1	1
55	потому что она	2	1
56	и существенный смысл	1	1
57	она и не	1	1
58	в одном и	1	1
59	мы не можем	1	1
60	в то время	2	1
61	со всем окружающим	1	1
62	на этом основании	1	1
63	о том что	1	1
64	ту же самую	1	1
65	хотя бы в	2	1
66	видим таким образом	1	1
67	и прежде всего	3	1
68	именно потому что	1	1
69	ни о чем	1	1
70	нужно сказать что	2	1
71	одного и того	1	1
72	для того чтобы	6	1
73	мы видим что	2	1
74	друг с другом	2	1
75	имеет никакого отношения	1	1
76	в себе в	1	1
77	что и в	1	1
78	только тогда когда	1	1
79	как мы говорили	1	1
80	и только в	1	1
