N	3gram	Propp_Isto_1	Formalny
1	не может быть	7	10
2	в связи с	3	10
3	и т п	1	9
4	в этом отношении	1	7
5	и в этом	1	5
6	и т д	22	5
7	вместе с тем	2	4
8	не могут быть	1	4
9	того или иного	1	4
10	в зависимости от	2	3
11	но и в	2	3
12	в большинстве случаев	4	3
13	в значительной степени	1	3
14	не в том	1	3
15	с другой стороны	5	3
16	до известной степени	1	3
17	хотя бы в	1	3
18	для того чтобы	1	3
19	прежде всего в	1	2
20	в этом смысле	1	2
21	не было и	1	2
22	и в какой	1	2
23	сами по себе	1	2
24	в отличие от	2	2
25	в том случае	1	2
26	к тому чтобы	1	2
27	по себе а	1	2
28	с самого начала	2	2
29	но все же	3	2
30	это приводит к	1	2
31	к тому что	1	2
32	в том что	4	2
33	и в конце	1	1
34	и пр то	1	1
35	мы знаем что	1	1
36	и глубже чем	1	1
37	что иное как	1	1
38	сводится к тому	1	1
39	в своем развитии	1	1
40	и здесь не	1	1
41	иметь в виду	1	1
42	более или менее	5	1
43	равно как и	1	1
44	не говоря уже	1	1
45	и в особенности	1	1
46	и др но	1	1
47	влечет за собой	1	1
48	в этом случае	1	1
49	с одной стороны	4	1
50	до сих пор	5	1
51	говоря уже о	1	1
52	можно говорить о	1	1
53	некоторые изменения и	1	1
54	как мы увидим	2	1
55	но они не	1	1
56	это не так	1	1
57	но он не	1	1
58	на этот вопрос	2	1
59	только тем что	1	1
60	все же сами	1	1
61	в противном случае	1	1
62	является не чем	1	1
63	возникает вопрос о	1	1
64	это может быть	1	1
65	при таком положении	1	1
66	мы не можем	2	1
67	и многие другие	1	1
68	не чем иным	1	1
69	каждый из этих	1	1
70	в том чтобы	1	1
71	но в то	1	1
72	то что уже	1	1
73	все дело в	1	1
74	именно так и	2	1
75	и тот же	2	1
76	смысле этого слова	1	1
77	как один из	1	1
78	в том как	1	1
79	и должно было	1	1
80	в большей или	1	1
81	все же не	2	1
82	а не как	1	1
83	бы то ни	2	1
84	но и с	1	1
85	в сторону от	1	1
86	мы не найдем	1	1
87	материал должен быть	1	1
88	один и тот	2	1
89	что они не	1	1
90	только то что	1	1
91	есть не что	1	1
92	только в связи	1	1
93	таким образом в	1	1
94	один из возможных	1	1
95	чем иным как	1	1
96	но тем не	1	1
97	но оно не	1	1
98	таким образом мы	2	1
99	может быть понят	1	1
100	должен был быть	1	1
101	в этих работах	1	1
102	большей или меньшей	2	1
103	именно из этого	1	1
104	очень близки к	1	1
105	т е то	1	1
106	мы обратимся к	1	1
107	по этому поводу	2	1
108	не что иное	1	1
109	тем не менее	6	1
110	не типична для	1	1
111	что и в	1	1
