N	3gram	Tiupa_Vved_1	Myshleni
1	в том что	3	21
2	с одной стороны	5	7
3	в высшей степени	2	7
4	в зависимости от	1	6
5	в связи с	1	6
6	во всяком случае	1	6
7	не может быть	3	6
8	на то что	1	6
9	по отношению к	7	5
10	можно было бы	2	5
11	из того что	1	4
12	а с другой	2	4
13	в том чтобы	2	4
14	о том что	4	4
15	в конечном счете	1	4
16	состоит в том	2	3
17	в том числе	1	3
18	в отличие от	2	3
19	том числе и	1	3
20	в данном случае	6	3
21	мы не можем	1	3
22	в этом отношении	4	3
23	картину в целом	1	2
24	более или менее	2	2
25	на самом деле	3	2
26	подобно тому как	2	2
27	в этом смысле	1	2
28	в том же	1	2
29	одной стороны и	1	2
30	к тому чтобы	1	2
31	если бы мы	1	2
32	речь вовсе не	1	2
33	то что он	1	2
34	само по себе	1	2
35	то же самое	1	2
36	и в самом	1	2
37	друг от друга	1	2
38	речь идет о	1	2
39	если бы он	1	1
40	по своей природе	2	1
41	но и от	1	1
42	оба эти момента	1	1
43	по сути дела	1	1
44	в той или	1	1
45	в этом последнем	1	1
46	мы должны были	1	1
47	те же самые	1	1
48	о том как	1	1
49	один и тот	1	1
50	не рассматривается как	1	1
51	а также в	1	1
52	при этом он	1	1
53	не входит в	1	1
54	друг на друга	1	1
55	не могло бы	1	1
56	вместо того чтобы	1	1
57	об этом в	1	1
58	в сущности говоря	1	1
59	во всей его	1	1
60	зависит не только	1	1
61	как если бы	1	1
62	в самом первом	1	1
63	не в том	1	1
64	сами по себе	1	1
65	на этот раз	1	1
66	и тот же	1	1
67	представляет собой не	1	1
68	все без исключения	1	1
69	благодаря тому что	1	1
70	и тем самым	2	1
71	из служебного и	1	1
72	и т.п но	1	1
73	с другой стороны	1	1
74	и т.п в	1	1
75	но на самом	1	1
76	в частности в	2	1
77	и все же	4	1
78	той или другой	1	1
79	оставляя за собой	1	1
80	пространство и время	1	1
81	к которым приводит	1	1
82	и мы не	1	1
83	той или иной	2	1
84	можно сказать что	1	1
85	и в конечном	1	1
86	в приведенном выше	1	1
87	так и по	1	1
88	не только от	1	1
89	как и в	2	1
90	к тому же	4	1
91	в целом как	1	1
92	как мы видели	2	1
