N	3gram	Vygotskiy__5	RusskieA
1	в том что	11	15
2	состоит в том	3	8
3	том что в	2	6
4	вместе с тем	2	6
5	в этом случае	3	5
6	как мы увидим	1	5
7	в связи с	1	4
8	о том что	4	4
9	к тому что	1	4
10	с точки зрения	9	3
11	мы не можем	1	3
12	тем не менее	1	3
13	что иное как	1	2
14	что в этом	1	2
15	не только по	1	2
16	но и на	1	2
17	в какой степени	1	2
18	и многие другие	1	2
19	один из них	1	2
20	и потому что	1	2
21	друг к другу	1	2
22	в свою очередь	3	2
23	к выводу что	1	2
24	но все же	2	2
25	до того как	2	2
26	не что иное	1	2
27	потому что он	5	1
28	с таким же	3	1
29	сказать что в	1	1
30	свете того что	2	1
31	и того же	3	1
32	как мы видим	1	1
33	по отношению к	12	1
34	на самом деле	1	1
35	в тех случаях	1	1
36	подобно тому как	4	1
37	и на другие	1	1
38	но и по	1	1
39	мы должны будем	1	1
40	же как и	1	1
41	только по отношению	1	1
42	себя и не	1	1
43	в этом отношении	5	1
44	независимо от того	1	1
45	как это часто	1	1
46	что не только	1	1
47	в собственном смысле	1	1
48	в свете того	2	1
49	можно было бы	3	1
50	на этот вопрос	4	1
51	может быть правильно	1	1
52	как уже указано	1	1
53	это не имеет	1	1
54	приводят нас к	1	1
55	не до конца	2	1
56	еще и в	1	1
57	в отличие от	2	1
58	не только для	1	1
59	одни и те	1	1
60	но вместе с	1	1
61	потому что она	1	1
62	совершенно такие же	1	1
63	в том какие	1	1
64	и состоит в	1	1
65	такое же значение	1	1
66	во всяком случае	1	1
67	тому что именно	1	1
68	представляют собой не	1	1
69	так же как	7	1
70	в одном и	1	1
71	в то время	4	1
72	не только потому	1	1
73	ничего общего с	2	1
74	и что следовательно	1	1
75	никак не может	1	1
76	так как это	3	1
77	вопрос о том	3	1
78	для обозначения одного	1	1
79	можно сказать что	5	1
80	одного и того	3	1
81	совершенно очевидно что	1	1
82	и те же	1	1
83	тех случаях когда	1	1
84	эту точку зрения	1	1
85	мы видим что	2	1
86	друг с другом	7	1
87	приводит нас к	2	1
88	обозначения одного и	1	1
89	как мы видели	2	1
