N	4gram	Potebnia_M_4	Myshleni
1	заключается в том что	1	13
2	один и тот же	2	7
3	одного и того же	1	5
4	и тот же предмет	1	5
5	одной и той же	1	4
6	одним и тем же	1	3
7	в том числе и	1	2
8	только в том что	1	2
9	к одной и той	1	2
10	все более и более	2	2
11	и во многих других	1	1
12	мы имеем дело с	1	1
13	между тем и другим	2	1
14	внимание на то что	2	1
15	но на самом деле	1	1
16	не что иное как	2	1
17	одна и та же	1	1
18	даже в том случае	1	1
19	с которым оно связано	1	1
20	в том случае если	1	1
21	то же самое слово	1	1
22	и потому должно быть	1	1
23	не имеет никакого значения	1	1
24	одну и ту же	1	1
25	в том смысле что	1	1
26	в том что одно	1	1
27	в том виде в	1	1
28	не заключает в себе	1	1
29	том виде в каком	1	1
30	в приведенном выше примере	1	1
31	не оставляет никакого сомнения	1	1
32	оставляет никакого сомнения в	1	1
