N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	28
2	и т	54	25
3	может быть	14	25
4	т д	8	22
5	а не	11	15
6	не может	6	15
7	никогда не	1	14
8	мы имеем	2	13
9	мы должны	3	13
10	для нас	4	13
11	то же	6	12
12	не только	17	12
13	что в	13	12
14	мы видим	1	11
15	только в	6	11
16	мы не	3	10
17	все же	5	10
18	и что	7	10
19	что он	6	10
20	мы увидим	1	10
21	но и	3	10
22	прежде всего	9	10
23	т е	32	10
24	не в	5	9
25	так и	6	9
26	о том	6	9
27	то что	4	9
28	в том	22	9
29	и не	10	9
30	в этом	16	8
31	но в	2	8
32	что это	3	8
33	таким образом	9	8
34	не всегда	1	8
35	если бы	8	8
36	в ней	3	7
37	здесь мы	1	7
38	это не	3	7
39	еще не	9	7
40	и здесь	2	7
41	этот вопрос	3	7
42	и др	1	7
43	что мы	2	7
44	так же	2	7
45	том что	11	7
46	было бы	16	7
47	в этих	2	7
48	а в	5	7
49	ни один	1	6
50	его в	2	6
51	так например	1	6
52	тем не	9	6
53	не менее	12	6
54	к тому	3	6
55	что и	6	6
56	вслед за	1	6
57	так как	9	6
58	с другой	7	6
59	вместе с	2	6
60	когда он	2	6
61	например в	1	5
62	должна быть	3	5
63	вопрос о	11	5
64	мы будем	1	5
65	что они	2	5
66	в своем	4	5
67	более или	2	5
68	увидим что	2	5
69	что она	5	5
70	в силу	6	5
71	по существу	3	5
72	или менее	2	5
73	не будем	5	5
74	дело не	2	5
75	на основе	1	5
76	в дальнейшем	2	5
77	можно было	11	5
78	в его	11	5
79	что здесь	1	5
80	но не	3	5
81	показывают что	1	5
82	в качестве	2	5
83	в одном	2	5
84	до сих	8	5
85	на более	1	5
86	сих пор	8	5
87	не должен	1	5
88	не знает	2	5
89	сказать что	7	5
90	другой стороны	3	5
91	и для	1	4
92	и на	1	4
93	между собой	1	4
94	то мы	3	4
95	чем это	2	4
96	не то	2	4
97	не все	2	4
98	с этим	1	4
99	все эти	7	4
100	но все	2	4
101	и с	3	4
102	с тем	6	4
103	как и	5	4
104	даже в	1	4
105	на него	3	4
106	в основе	1	4
107	связи с	6	4
108	должны быть	1	4
109	здесь не	2	4
110	в пределах	2	4
111	так в	2	4
112	означает что	1	4
113	раньше чем	1	4
114	того что	11	4
115	с одной	4	4
116	потому что	12	4
117	мы знаем	1	4
118	а именно	3	4
119	и пр	3	4
120	превращается в	1	4
121	один из	4	4
122	установить что	1	4
123	одной стороны	4	4
124	могут быть	6	4
125	там где	3	4
126	как будто	1	4
127	ссылки на	1	4
128	все это	2	4
129	в связи	5	4
130	это так	2	4
131	хотя бы	9	4
132	но это	5	4
133	и другие	1	4
134	они не	3	4
135	также и	5	3
136	чтобы не	2	3
137	требует специального	1	3
138	время как	1	3
139	я не	5	3
140	то это	3	3
141	не совсем	1	3
142	по отношению	3	3
143	не просто	2	3
144	перед нами	1	3
145	точку зрения	2	3
146	очень много	2	3
147	при этом	6	3
148	не как	2	3
149	на этом	2	3
150	это конечно	2	3
151	в другом	1	3
152	не с	2	3
153	показывает что	1	3
154	во время	1	3
155	в котором	2	3
156	в их	6	3
157	по себе	6	3
158	раз и	2	3
159	в то	3	3
160	этого явления	1	3
161	того как	7	3
162	же самое	1	3
163	утверждать что	1	3
164	как мы	5	3
165	действия и	1	3
166	для этого	6	3
167	с того	1	3
168	и должно	5	3
169	связь между	3	3
170	в современной	1	3
171	в какой	3	3
172	во всем	1	3
173	в стороне	1	3
174	может оказаться	2	3
175	случаи когда	2	3
176	и его	1	3
177	уже не	8	3
178	не можем	1	3
179	если мы	7	3
180	следовало бы	1	3
181	в начале	1	3
182	или даже	1	3
183	и их	1	3
184	то время	1	3
185	тем что	5	3
186	именно в	3	3
187	на эту	1	3
188	как это	7	3
189	из которых	1	3
190	наряду с	1	3
191	что же	5	3
192	будто бы	1	3
193	в целях	1	3
194	отношению к	2	3
195	знает как	1	2
196	отношения к	1	2
197	же как	1	2
198	увидим ниже	1	2
199	и потому	1	2
200	вопрос мы	1	2
201	в зависимости	7	2
202	из всех	1	2
203	что если	2	2
204	у себя	1	2
205	меньшей мере	1	2
206	когда мы	3	2
207	зависимости от	8	2
208	подчеркнуть что	2	2
209	большей частью	1	2
210	столь же	4	2
211	бы то	1	2
212	то он	3	2
213	легко может	1	2
214	а только	1	2
215	точка зрения	4	2
216	значение и	1	2
217	отличие от	2	2
218	связи и	2	2
219	относится к	2	2
220	как в	4	2
221	один только	1	2
222	то ясно	1	2
223	как уже	1	2
224	и как	2	2
225	в круг	1	2
226	за собой	1	2
227	в целом	4	2
228	он в	2	2
229	в тех	2	2
230	которые в	4	2
231	не более	2	2
232	и тот	2	2
233	в себе	1	2
234	как он	2	2
235	свой материал	1	2
236	и если	2	2
237	как оно	1	2
238	связанные с	1	2
239	он не	3	2
240	всех этих	1	2
241	и вот	3	2
242	том чтобы	4	2
243	уже указано	1	2
244	мы получим	1	2
