N	3gram	Bakhtin_sl_2	Problema
1	и т д	2	13
2	тем не менее	1	10
3	в том что	4	9
4	сама по себе	3	8
5	той или иной	5	8
6	в связи с	2	7
7	сами по себе	1	6
8	во всяком случае	2	6
9	в этом случае	6	5
10	может быть очень	3	5
11	с другой стороны	1	5
12	не может быть	15	5
13	с той или	1	5
14	в то же	4	4
15	даже и не	1	4
16	тех или иных	1	4
17	того или иного	1	3
18	может быть и	2	3
19	это и не	1	3
20	о том что	1	3
21	по себе а	1	3
22	хотя и не	1	2
23	в той или	3	2
24	а вовсе не	2	2
25	с точки зрения	3	2
26	на первый план	1	2
27	до сих пор	2	2
28	в отличие от	12	2
29	в чем не	2	2
30	но и в	1	2
31	мы говорим о	1	2
32	бы она ни	1	2
33	не только в	2	2
34	как бы она	1	2
35	то есть от	2	2
36	и ни в	1	2
37	ни в чем	2	2
38	вовсе не в	1	2
39	она ни была	1	2
40	как мы видели	1	2
41	и может быть	1	1
42	кроме того еще	1	1
43	точка зрения на	1	1
44	отнюдь не исчерпывается	1	1
45	точки зрения на	1	1
46	и связанные с	2	1
47	в чем же	1	1
48	иметь в виду	1	1
49	и без всякого	1	1
50	а не в	1	1
51	хотя бы только	1	1
52	более или менее	2	1
53	но оно не	1	1
54	xix и начала	1	1
55	требует от нас	2	1
56	том что он	1	1
57	уже не в	1	1
58	он не только	1	1
59	и не только	1	1
60	как мы сказали	2	1
61	то есть именно	1	1
62	в той же	1	1
63	что он не	1	1
64	в собственном смысле	3	1
65	перед нами не	1	1
66	как он сам	1	1
67	и не в	1	1
68	и могут быть	1	1
69	то есть на	2	1
70	как и в	1	1
71	до конца и	1	1
72	с одной стороны	5	1
73	но может быть	1	1
74	и значение это	1	1
75	образ может быть	1	1
76	тот факт что	2	1
77	условия для ее	1	1
78	в себе как	1	1
79	во всех этих	1	1
80	в евгении онегине	1	1
81	до некоторой степени	1	1
82	для нас и	1	1
83	всяком случае не	1	1
84	это не значит	1	1
85	в нем не	1	1
86	друг к другу	1	1
87	лежащий в основе	1	1
88	настолько велико что	1	1
89	то есть чисто	1	1
90	далеко не все	1	1
91	как мог бы	1	1
92	мы не можем	1	1
93	и особенно в	1	1
94	так и в	3	1
95	в нем так	1	1
96	мы понимаем не	1	1
97	не только не	1	1
98	от автора и	1	1
99	речь идет о	1	1
100	не менее в	1	1
101	и начала xx	1	1
102	на то что	1	1
103	именно так как	1	1
104	в этих случаях	1	1
105	таким образом в	1	1
106	хотя и в	1	1
107	для того чтобы	2	1
108	от нас признания	1	1
109	здесь не только	1	1
110	для этого необходимо	1	1
111	мы еще не	1	1
