N	3gram	Bakhtin_sl_1	FransuaR
1	как мы уже	2	6
2	о том что	1	5
3	то же время	12	5
4	в то же	12	5
5	с одной стороны	4	4
6	в большинстве случаев	6	4
7	мы уже сказали	2	3
8	большей или меньшей	4	3
9	в этом отношении	1	3
10	в большей или	3	3
11	в первом случае	2	3
12	до сих пор	2	3
13	во всех его	7	3
14	существенную роль в	1	2
15	и в особенности	4	2
16	с точки зрения	8	2
17	в литературе и	1	2
18	прямо сказать что	1	2
19	со всеми его	1	2
20	или меньшей степени	3	2
21	в данном случае	3	2
22	в меньшей степени	1	2
23	а также и	1	2
24	в одной плоскости	1	2
25	во всех этих	1	2
26	но и в	1	2
27	можно прямо сказать	1	2
28	с другой стороны	4	2
29	таким образом в	3	2
30	то есть в	1	2
31	в том что	1	2
32	с помощью которых	1	2
33	и прежде всего	1	2
34	до наших дней	1	1
35	в той или	9	1
36	с таким же	1	1
37	конечно и в	1	1
38	и др все	1	1
39	как раз на	1	1
40	дело в том	1	1
41	пределах того же	4	1
42	более или менее	3	1
43	и так сказать	1	1
44	и связанных с	2	1
45	и там где	2	1
46	в нем и	1	1
47	роман в письмах	1	1
48	и все это	1	1
49	в лучшем случае	2	1
50	как мы сказали	4	1
51	вообще одна из	1	1
52	в неразрывной связи	1	1
53	с ним в	1	1
54	на самом же	1	1
55	его словесного стиля	1	1
56	рано или поздно	1	1
57	плане то есть	1	1
58	вовсе не были	1	1
59	и в истории	1	1
60	со всех сторон	1	1
61	связанных с ними	1	1
62	до известной степени	2	1
63	но в то	4	1
64	все то в	1	1
65	в сущности только	1	1
66	мы видим что	1	1
67	и потому не	1	1
68	а не как	2	1
69	в пределах того	4	1
70	один из этих	1	1
71	не является конечно	1	1
72	но и эти	1	1
73	в разной степени	1	1
74	мы все время	1	1
75	для того чтобы	1	1
76	не может быть	1	1
77	и до наших	1	1
78	в широком смысле	2	1
79	в зависимости от	3	1
80	в то время	2	1
81	из самых основных	1	1
82	неразрывной связи с	1	1
83	в особенности на	2	1
84	в значительной степени	1	1
85	не остается никаких	1	1
86	в одном из	1	1
87	в мыслях в	1	1
88	не только в	2	1
89	той или иной	9	1
90	можно сказать что	1	1
91	в нем самом	1	1
92	как мы видим	1	1
93	здесь в сущности	1	1
94	и борьба с	1	1
95	и с другой	1	1
96	самом же деле	1	1
97	меньшей степени чем	1	1
