N	2gram	Berdyaev_V_1	Psycholo
1	и в	16	38
2	то что	9	35
3	в том	3	25
4	в самом	1	25
5	что в	3	20
6	может быть	1	19
7	и что	3	18
8	в ней	4	15
9	то есть	1	15
10	и т	2	14
11	том что	2	14
12	как бы	5	14
13	потому что	4	14
14	в этом	4	13
15	в этой	1	13
16	и мы	3	13
17	не только	2	12
18	не в	3	12
19	мы видим	1	12
20	мы увидим	1	12
21	что он	4	11
22	то же	1	10
23	что это	1	10
24	и не	20	10
25	и все	4	10
26	того чтобы	2	9
27	в двух	1	9
28	и то	2	8
29	все же	1	8
30	говорит что	1	8
31	с тем	2	8
32	как и	4	8
33	в одном	1	8
34	видим что	1	8
35	и это	2	8
36	вовсе не	1	8
37	для того	1	8
38	для нас	2	8
39	с другой	1	7
40	как мы	1	7
41	в ее	1	7
42	между тем	2	7
43	а не	7	7
44	а в	2	7
45	и на	1	6
46	в которых	1	6
47	к чему	3	6
48	как это	1	6
49	и если	1	6
50	в котором	4	6
51	тому что	3	6
52	она не	1	6
53	не имеет	3	6
54	к тому	3	6
55	один из	2	6
56	так как	9	6
57	он говорит	1	6
58	должна быть	3	5
59	мы не	2	5
60	я не	1	5
61	в своем	1	5
62	могли бы	1	5
63	в которой	1	5
64	на этом	1	5
65	с такой	1	5
66	в своей	3	5
67	в его	4	5
68	но и	5	5
69	вместе с	1	5
70	другой стороны	1	5
71	во всех	3	4
72	что они	7	4
73	как в	1	4
74	в целом	1	4
75	все эти	3	4
76	в нем	4	4
77	т д	2	4
78	не могли	2	4
79	и другое	1	4
80	одна из	2	4
81	никогда не	3	4
82	мы все	1	4
83	когда в	2	4
84	в виду	1	4
85	что и	3	4
86	только в	2	4
87	конечно не	2	4
88	у него	1	4
89	того что	5	4
90	и для	3	4
91	речь идет	1	4
92	ее в	2	4
93	в своих	1	4
94	но в	3	3
95	не к	2	3
96	что все	4	3
97	конечно в	1	3
98	бы в	1	3
99	и тем	1	3
100	ни в	3	3
101	в них	3	3
102	отвращение к	3	3
103	того как	1	3
104	и которые	1	3
105	он был	1	3
106	тот же	3	3
107	не так	2	3
108	к ним	1	3
109	тем что	2	3
110	что не	4	3
111	то и	1	3
112	мы хотим	4	3
113	это только	1	3
114	я говорю	2	3
115	но это	3	3
116	все это	5	3
117	указать на	1	3
118	к этому	1	3
119	от этой	1	2
120	не имеют	1	2
121	и столь	1	2
122	это имеет	1	2
123	но как	1	2
124	не просто	1	2
125	и чем	1	2
126	и я	4	2
127	в истории	8	2
128	материалом для	2	2
129	со своей	1	2
130	человеке и	1	2
131	и вот	1	2
132	и по	1	2
133	мы слышим	2	2
134	по смыслу	1	2
135	и уже	1	2
136	места в	1	2
137	и ее	1	2
138	их в	3	2
139	в этих	3	2
140	и очень	1	2
141	нет никакого	1	2
142	нельзя не	1	2
143	и всегда	1	2
144	ничего не	1	2
145	под этим	2	2
146	то это	3	2
147	у нас	1	2
148	не могут	2	2
149	что оно	1	2
150	ли что	1	2
151	из всего	1	2
152	мы в	1	2
153	с ним	2	2
154	но мы	2	2
155	и который	1	2
156	и во	2	2
157	в которую	1	2
158	у них	1	2
159	хотел бы	1	2
160	уже не	2	2
161	в виде	1	2
162	для него	2	2
163	в конце	3	2
164	но что	1	2
165	и вместе	1	2
166	другое и	1	2
167	еще и	1	2
168	а с	2	2
169	говорит о	1	2
170	хотя бы	3	2
171	этого слова	1	2
172	с этой	1	2
173	так ли	1	2
174	о мире	1	2
175	так же	1	2
176	его к	2	2
177	и другие	1	2
178	они не	1	2
179	во всяком	2	2
180	а между	2	1
181	не нужна	3	1
182	дел и	1	1
183	в сердце	1	1
184	и потому	7	1
185	и есть	4	1
186	по которым	2	1
187	и до	1	1
188	люди эти	1	1
189	и самое	1	1
190	что мы	4	1
191	их и	1	1
192	и тут	1	1
193	что уже	1	1
194	была с	1	1
195	на себя	5	1
196	еще не	8	1
197	не имел	2	1
198	в чем	3	1
199	с его	3	1
200	у таких	1	1
201	природы и	1	1
202	в изображении	1	1
203	но не	2	1
204	мы будем	1	1
205	часто он	1	1
206	присутствует в	1	1
207	отношение к	1	1
208	с истиной	1	1
209	нет и	2	1
210	которые не	2	1
211	это самое	1	1
212	отнять у	1	1
213	еще больше	1	1
214	хотя и	5	1
215	но идет	2	1
216	в себя	2	1
217	только способ	1	1
218	в известном	1	1
219	это тот	1	1
220	зависимости от	1	1
221	слабые люди	1	1
222	в понимании	1	1
223	это дело	2	1
224	так часто	1	1
225	теперь еще	1	1
226	но все	1	1
227	тут не	1	1
228	не будет	2	1
229	себя мы	1	1
230	значение в	1	1
231	эту истину	1	1
232	и с	1	1
233	есть не	1	1
234	это не	2	1
235	в жизни	3	1
236	для них	2	1
237	жизни от	1	1
238	она и	1	1
239	все равно	2	1
240	когда я	2	1
241	о чем	1	1
242	и было	1	1
243	должно быть	3	1
244	и тогда	2	1
245	своему назначению	1	1
246	было не	1	1
247	за них	1	1
248	таким же	1	1
249	не сумеет	1	1
250	в их	1	1
251	которой они	2	1
252	над ними	2	1
253	есть еще	1	1
254	и вообще	1	1
255	этих трех	3	1
256	можно ли	1	1
257	человек и	1	1
258	на два	1	1
259	на него	1	1
260	не по	1	1
261	и два	1	1
262	свою роль	1	1
263	это еще	4	1
264	это мы	2	1
265	психологическую сущность	1	1
266	так много	2	1
267	ушел от	1	1
268	в русском	1	1
269	как она	1	1
270	это слово	1	1
271	мире и	1	1
272	вот что	1	1
273	что на	1	1
274	и всех	1	1
275	всего в	2	1
276	в окончательном	1	1
277	не есть	6	1
278	сходятся и	1	1
279	отказаться от	1	1
280	всегда в	1	1
281	значения и	2	1
282	спасение это	1	1
283	и говорит	1	1
284	роль в	1	1
285	и которую	1	1
286	можно было	2	1
287	так и	4	1
288	ли это?	1	1
289	не с	2	1
290	образа в	1	1
291	в результате	1	1
292	по сравнению	1	1
293	в словах	1	1
294	нас и	3	1
295	будет уже	2	1
296	от исторической	1	1
297	никогда и	1	1
298	реакция на	1	1
299	быть этот	1	1
300	быть скрыта	1	1
301	тогда мы	1	1
302	нет у	4	1
303	что человек	1	1
304	в глазах	1	1
305	в форме	2	1
306	и можно	1	1
307	хлеба и	1	1
308	вслед за	2	1
309	и сделалась	1	1
310	людей с	1	1
311	но с	1	1
312	своей сущности	1	1
313	от смысла	1	1
314	будто бы	1	1
315	по этому	3	1
316	с которыми	1	1
317	себя и	1	1
318	за ним	3	1
319	не будут	1	1
320	тех которые	3	1
321	у самого	1	1
322	они будут	4	1
323	так легко	1	1
324	бы это	1	1
325	не было	3	1
326	любит и	1	1
327	ней и	1	1
328	так не	2	1
329	же часто	1	1
330	души и	1	1
331	превращается в	3	1
332	от этого	3	1
333	и опять	1	1
334	был в	1	1
335	на которых	1	1
336	ничем не	1	1
337	и своим	1	1
338	жизнь в	1	1
339	него не	1	1
340	тебя и	1	1
341	смысле на	1	1
342	если не	3	1
343	тем чтобы	1	1
344	заключается что	1	1
345	что теперь	2	1
346	сравнению с	1	1
347	в тот	1	1
348	с тобой	2	1
349	это значит	1	1
350	который он	1	1
351	не осуществляет	1	1
352	и смерти	1	1
353	ни для	1	1
354	люди не	2	1
355	никогда еще	2	1
356	уже на	2	1
357	тот кто	2	1
358	как не	3	1
359	от него	2	1
360	я думаю	2	1
361	и высшее	1	1
362	это все	2	1
363	и эта	1	1
364	и так	1	1
365	в последнем	2	1
366	есть и	1	1
367	жизни и	3	1
368	нет что	1	1
369	это в	1	1
370	все что	4	1
