N	2gram	Vygotskiy__5	EvropaiE
1	и в	16	37
2	в отношении	9	32
3	в пределах	4	25
4	точки зрения	18	23
5	что в	16	21
6	не только	16	18
7	с точки	9	17
8	в то	5	16
9	то же	8	15
10	хотя бы	5	15
11	отношении к	1	15
12	в своем	5	14
13	но в	6	14
14	в качестве	4	14
15	но и	6	14
16	и не	12	14
17	в этом	25	12
18	в их	3	11
19	в области	12	11
20	в том	18	11
21	так и	7	10
22	в себе	1	9
23	только в	10	9
24	прежде всего	3	9
25	все более	1	9
26	не может	18	9
27	так же	15	9
28	в смысле	3	9
29	в ее	1	8
30	думать что	1	8
31	было бы	10	8
32	в своей	2	8
33	к тому	6	8
34	между тем	3	8
35	с одной	3	8
36	одной стороны	3	8
37	также и	1	7
38	нам кажется	2	7
39	того что	16	7
40	так как	16	7
41	с другой	4	7
42	как и	8	7
43	по своему	3	7
44	может быть	9	6
45	и на	6	6
46	во всех	2	6
47	стороны и	2	6
48	на то	1	6
49	том что	15	6
50	того чтобы	17	6
51	вслед за	2	6
52	вовсе не	2	6
53	для того	14	6
54	и даже	2	6
55	как бы	5	6
56	с этой	4	6
57	то что	26	6
58	же как	7	5
59	которую мы	2	5
60	столь же	2	5
61	но не	10	5
62	не в	6	5
63	и по	4	5
64	к которым	2	5
65	но если	6	5
66	тем самым	8	5
67	как мы	10	5
68	одной из	3	5
69	в виде	1	5
70	со стороны	1	5
71	в частности	3	5
72	и потому	2	5
73	в той	6	5
74	как нам	1	5
75	этой точки	4	5
76	то в	3	4
77	мы не	3	4
78	вопрос о	12	4
79	в полной	1	4
80	в ней	2	4
81	независимо от	1	4
82	в самом	4	4
83	того или	1	4
84	несмотря на	1	4
85	чем в	3	4
86	лежат в	1	4
87	как совокупность	2	4
88	не имеет	4	4
89	и притом	1	4
90	в процессе	13	4
91	к ней	1	4
92	в направлении	1	4
93	той или	1	4
94	бы то	1	4
95	по себе	7	4
96	можно сказать	5	4
97	тем более	4	4
98	именно в	4	4
99	на всем	2	4
100	само по	2	4
101	или иной	1	4
102	не на	3	4
103	как это	8	4
104	для нас	1	4
105	сказать что	13	4
106	или иного	1	4
107	в каком	1	4
108	в применении	1	3
109	в сфере	5	3
110	с более	1	3
111	в деле	1	3
112	того же	7	3
113	в общем	1	3
114	как в	5	3
115	когда он	2	3
