N	3gram	Propp_Isto_3	Vladivir
1	о том что	2	7
2	в том что	5	7
3	и то что	2	4
4	на то что	1	4
5	том что в	2	3
6	мы увидим ниже	2	3
7	с другой стороны	7	3
8	не может быть	1	3
9	мы знаем что	1	2
10	как мы увидим	1	2
11	то обстоятельство что	1	2
12	не только в	1	2
13	в то время	2	2
14	мы сейчас увидим	1	2
15	во всяком случае	2	2
16	можно сказать что	1	2
17	тем не менее	5	2
18	бы обратить внимание	1	2
19	что и в	2	2
20	к тому же	2	2
21	и т д	15	2
22	потому что как	1	1
23	что иное как	3	1
24	по этому вопросу	1	1
25	в дальнейшем в	1	1
26	мы имеем дело	1	1
27	и той же	1	1
28	будет сказать что	1	1
29	самом же деле	1	1
30	что у нее	1	1
31	выйти замуж за	1	1
32	на самом же	1	1
33	только то что	1	1
34	большую роль в	1	1
35	вместе с тем	1	1
36	то время как	2	1
37	здесь мы имеем	3	1
38	как мы сейчас	1	1
39	с одной стороны	2	1
40	смысле этого слова	1	1
41	в связи с	3	1
42	он относится к	1	1
43	то мы можем	1	1
44	и в быту	1	1
45	не помню и	1	1
46	имеем дело с	1	1
47	так или иначе	1	1
48	мы уже знаем	2	1
49	была у него	1	1
50	и в том	1	1
51	ней в брак	1	1
52	дом и все	1	1
53	с ней в	1	1
54	мы уже видели	3	1
55	одной и той	1	1
56	на одной и	1	1
57	есть не что	1	1
58	заключается в том	1	1
59	и вместе с	1	1
60	свою связь с	1	1
61	в свою очередь	1	1
62	это и есть	1	1
63	так как в	1	1
64	с тем что	1	1
65	мы не будем	1	1
66	к которой он	1	1
67	не только не	2	1
68	но и здесь	1	1
69	никак не мог	1	1
70	в этом доме	3	1
71	на всю жизнь	1	1
72	не имели власти	1	1
73	друг друга не	1	1
74	несколько дней и	1	1
75	не что иное	3	1
76	и столько же	1	1
77	во время ее	1	1
78	т д в	1	1
79	мы еще встретимся	1	1
80	к этому дому	1	1
81	в жизни и	1	1
82	том что и	1	1
83	весь дом и	1	1
84	также и в	1	1
