N	3gram	Potebnia_M_3	Problema
1	о том что	1	9
2	в том что	16	8
3	тем не менее	3	5
4	с другой стороны	4	5
5	по крайней мере	5	4
6	и то что	1	3
7	может быть только	3	3
8	вместе с тем	4	3
9	то время как	1	3
10	далеко не всегда	1	3
11	с одной стороны	3	3
12	в то время	4	3
13	можно сказать что	2	3
14	после того как	1	3
15	только тогда когда	7	3
16	потому что он	3	2
17	по отношению к	5	2
18	равно как и	1	2
19	том что он	2	2
20	до сих пор	3	2
21	в таком случае	2	2
22	но и в	4	2
23	то и другое	1	2
24	в данном случае	1	2
25	не может быть	3	2
26	потому что они	1	2
27	и о том	1	2
28	на то что	1	2
29	для нас в	1	2
30	по этому поводу	1	2
31	для того чтобы	3	2
32	для нас не	1	2
33	даже тогда когда	1	1
34	в чем не	1	1
35	то что я	2	1
36	можно заключить что	2	1
37	не только по	3	1
38	зависит от того	2	1
39	там где нет	1	1
40	одним и тем	3	1
41	не говоря уже	1	1
42	на самом деле	1	1
43	в себе самом	1	1
44	в самом деле	1	1
45	так что в	1	1
46	и вслед за	1	1
47	в силу того	1	1
48	потому что не	3	1
49	указанные до сих	1	1
50	и то и	1	1
51	сам по себе	5	1
52	к этому что	1	1
53	что только в	2	1
54	в этом отношении	2	1
55	видя в нем	1	1
56	с этой стороны	2	1
57	говоря уже о	1	1
58	только потому что	2	1
59	которое тоже имеет	1	1
60	вовсе не в	1	1
61	и тем же	3	1
62	и все силы	1	1
63	не только в	4	1
64	прибавим к этому	1	1
65	на первый взгляд	1	1
66	потому что оно	2	1
67	те или другие	1	1
68	ближайшее отношение к	1	1
69	или по крайней	1	1
70	так или иначе	1	1
71	и сама по	1	1
72	который хотя и	1	1
73	с такой точки	1	1
74	уже не в	1	1
75	было бы не	1	1
76	и в том	2	1
77	бросается в глаза	1	1
78	внутреннюю форму и	1	1
79	приходит в голову	1	1
80	и таким образом	1	1
81	что и он	1	1
82	имеет ближайшее отношение	1	1
83	мы читаем в	1	1
84	силу того что	1	1
85	в большей части	2	1
86	то же время	5	1
87	по себе а	4	1
88	но тем не	2	1
89	от того что	5	1
90	том смысле что	1	1
91	как в виде	1	1
92	так и в	2	1
93	имея в виду	1	1
94	что в ней	2	1
95	не в силах	1	1
96	слова при этом	1	1
97	смысле то есть	1	1
98	в то же	5	1
99	в том смысле	3	1
100	сама по себе	2	1
101	но не только	1	1
102	он не видит	1	1
103	к тому же	1	1
104	том что и	1	1
105	и т д	3	1
