N	2gram	Losev_Prob_2	slovoVRo
1	и в	35	39
2	может быть	18	37
3	и т	6	35
4	и его	1	33
5	то есть	39	26
6	не только	24	24
7	и не	37	22
8	но и	16	21
9	не может	13	20
10	в нем	1	19
11	до конца	1	17
12	в этом	17	16
13	все это	4	16
14	так и	7	15
15	а не	10	14
16	как в	1	13
17	в пределах	1	13
18	слова в	1	13
19	во всех	2	12
20	в истории	3	11
21	слово в	2	11
22	вовсе не	37	10
23	к своему	1	9
24	и с	10	9
25	не в	2	9
26	языков и	1	9
27	со своим	1	9
28	языка и	5	9
29	словом и	1	8
30	таким образом	4	8
31	оно не	3	8
32	прежде всего	11	8
33	слова и	4	8
34	точки зрения	2	8
35	еще не	10	7
36	с его	1	7
37	в него	2	7
38	языком и	1	7
39	при этом	3	7
40	в этих	4	7
41	с ним	1	7
42	никогда не	1	7
43	как мы	5	7
44	язык и	2	7
45	в его	7	7
46	языка как	2	7
47	слово как	1	7
48	и даже	11	7
49	и потому	1	7
50	как бы	4	7
51	но не	4	6
52	в своем	4	6
53	все же	8	6
54	и к	3	6
55	но в	6	6
56	все эти	7	6
57	так сказать	1	6
58	в них	2	6
59	в слове	3	6
60	как и	5	6
61	она не	3	6
62	языка в	3	6
63	в значительной	3	6
64	язык в	1	6
65	этом случае	7	6
66	это не	1	5
67	том что	19	5
68	по себе	8	5
69	мышления и	2	5
70	слово и	2	5
71	не могут	4	5
72	но все	2	5
73	той или	5	5
74	мира и	1	5
75	с другой	6	5
76	один из	3	5
77	в том	12	5
78	с одной	5	5
79	конечно не	2	5
80	уже не	8	5
81	языка а	2	5
82	и их	3	5
83	одной стороны	5	5
84	или иной	5	5
85	в плане	2	5
86	и для	6	5
87	только в	14	5
88	для нас	9	5
89	и все	5	5
90	и наконец	3	5
91	отношения к	1	4
92	в зависимости	2	4
93	и на	5	4
94	отношение к	1	4
95	словом в	1	4
96	всех этих	4	4
97	в узком	1	4
98	то же	5	4
99	его в	3	4
100	входит в	2	4
101	с другими	5	4
102	на почве	1	4
103	ни в	6	4
104	в отношении	4	4
105	не менее	13	4
106	в то	6	4
107	одна из	3	4
108	в основе	3	4
109	или как	2	4
110	зависимости от	2	4
111	что оно	2	4
112	здесь не	2	4
113	для этого	3	4
114	дело с	1	4
115	поэтому и	1	4
116	для всех	2	4
117	так как	7	4
118	и язык	1	4
119	даже и	18	4
120	и др	2	4
121	себя и	1	4
122	языка не	1	4
123	узком смысле	1	4
124	в той	2	4
125	в смысле	1	4
126	язык не	2	4
127	а в	4	4
128	слова с	1	4
129	в таком	11	4
130	ту же	1	3
131	как это	1	3
132	в чисто	1	3
133	должна быть	1	3
134	собственном смысле	1	3
135	той же	2	3
136	единство и	1	3
137	язык как	3	3
138	говорить о	10	3
139	можно прямо	1	3
140	сама по	4	3
141	в собственном	1	3
142	стороны и	4	3
143	перед нами	2	3
144	и как	4	3
145	не приходится	1	3
146	бы и	7	3
147	с их	1	3
148	на этом	1	3
149	сознание и	2	3
150	лишь в	3	3
151	еще раз	1	3
152	и остается	1	3
153	его от	2	3
154	связи с	5	3
155	этом отношении	1	3
156	в ней	2	3
157	единый и	1	3
158	в состав	1	3
159	а также	2	3
160	языке как	1	3
161	к нему	2	3
162	между тем	1	3
163	что и	2	3
164	слов и	1	3
165	в свете	3	3
166	быть и	2	3
167	нашей темы	2	3
168	или даже	3	3
169	здесь в	1	3
170	может иметь	2	3
171	смысла и	2	3
172	прямо сказать	1	3
173	если она	1	3
174	к проблеме	1	3
175	и от	3	3
176	но это	6	3
177	что в	11	3
178	хотя бы	12	3
179	сказать что	24	3
180	речи и	1	3
181	одновременно и	3	3
182	во всяком	13	3
183	человеческой речи	4	2
184	можно говорить	3	2
185	одним из	1	2
186	также и	12	2
187	в сфере	1	2
188	языка с	1	2
189	при каких	1	2
190	оно входит	1	2
191	это и	3	2
192	ведь и	2	2
193	с таким	1	2
194	мы уже	3	2
195	и само	2	2
196	мы не	7	2
197	именно к	1	2
198	своими корнями	1	2
199	с ее	1	2
200	конечно и	1	2
201	на них	1	2
202	это возможно	2	2
203	не был	4	2
204	его так	1	2
205	но как	6	2
206	что язык	1	2
207	не все	4	2
208	и речи	3	2
209	и свои	2	2
210	с этим	5	2
211	кроме того	5	2
212	хотя и	3	2
213	как уже	1	2
214	бы только	1	2
215	более или	4	2
216	в нашем	3	2
217	в себе	5	2
218	роль в	2	2
219	корнями в	1	2
220	а вовсе	1	2
221	т д	6	2
222	он не	2	2
223	в виде	6	2
224	и более	5	2
225	людей и	1	2
226	в нее	2	2
227	значение в	4	2
228	как отношение	1	2
229	здесь это	1	2
230	далеко не	4	2
231	независимо от	2	2
232	чем в	1	2
233	или менее	4	2
234	несколько слов	1	2
235	и при	2	2
236	в их	3	2
237	на каждом	1	2
238	языке но	1	2
239	свой смысл	2	2
240	мы сказали	1	2
241	но эта	3	2
242	которые в	2	2
243	слов о	1	2
244	даже в	2	2
245	тогда когда	3	2
246	нашего сознания	2	2
247	того чтобы	2	2
248	чем не	1	2
249	в одном	1	2
250	только и	3	2
251	слова как	3	2
252	вне его	1	2
253	точном смысле	2	2
254	в области	6	2
255	отличается от	2	2
