N	3gram	Medvedev_F_3	Problema
1	тем не менее	2	18
2	и т д	6	10
3	то же самое	3	9
4	и тем не	1	8
5	для того чтобы	4	8
6	в данном случае	4	8
7	на то что	1	8
8	сам по себе	1	7
9	в этом смысле	2	6
10	в таком случае	1	6
11	вовсе не есть	1	6
12	о том что	1	5
13	в том что	3	5
14	на самом деле	12	4
15	только то что	2	4
16	но в таком	1	4
17	в конце концов	2	4
18	в связи с	4	4
19	вовсе не являются	1	4
20	той или иной	1	4
21	в то же	7	4
22	сама по себе	1	4
23	что же касается	1	3
24	иметь в виду	1	3
25	дело в том	2	3
26	так же и	2	3
27	с точки зрения	14	3
28	до сих пор	1	3
29	и в других	1	3
30	сами по себе	2	3
31	во всяком случае	6	3
32	ни в каком	1	3
33	но отнюдь не	1	3
34	не только не	2	3
35	можно сказать что	1	3
36	в настоящее время	1	3
37	с другой стороны	5	3
38	вовсе не является	3	3
39	о том как	2	2
40	и того же	1	2
41	в этом случае	1	2
42	хотя и не	1	2
43	случае не может	1	2
44	в самом деле	4	2
45	так или иначе	1	2
46	именно в этом	1	2
47	в этих случаях	1	2
48	не являются только	1	2
49	но уже в	2	2
50	так как он	1	2
51	и что в	1	2
52	так же как	1	2
53	а не только	1	2
54	тех или иных	1	2
55	никогда не может	1	2
56	не может быть	14	2
57	того или иного	1	2
58	не потому что	1	2
59	с тем что	1	2
60	и в самом	1	2
61	одного и того	1	2
62	а часто и	1	2
63	можно было бы	1	2
64	подобно тому как	4	2
65	и в искусстве	1	2
66	сводится к тому	1	1
67	вместе с тем	3	1
68	не выходит за	1	1
69	бы оно ни	1	1
70	одним и тем	2	1
71	никогда не является	1	1
72	ни к каким	1	1
73	в действительности с	1	1
74	он существует не	1	1
75	в том же	1	1
76	можем и не	1	1
77	том что это	1	1
78	на первый план	1	1
79	конце концов мы	1	1
80	в других областях	1	1
81	а следовательно и	1	1
82	тот или иной	1	1
83	и в то	2	1
84	до известной степени	2	1
85	друг на друга	1	1
86	на самом же	2	1
87	в этом отношении	3	1
88	но для этого	1	1
89	и т п	5	1
90	ту или другую	1	1
91	только тем что	1	1
92	нечто совсем другое	2	1
93	то или иное	2	1
94	художественное произведение в	1	1
95	и от всего	1	1
96	самом деле что	1	1
97	что же такое	1	1
98	в процессе своего	1	1
99	в это время	1	1
100	как его понимают	5	1
101	в жизни так	1	1
102	однако в дальнейшем	1	1
103	и тем же	2	1
104	не только в	1	1
105	так и в	2	1
106	та или другая	1	1
107	действительности и жизни	1	1
108	ровно ничего не	2	1
109	это не значит	1	1
110	а вовсе не	4	1
111	тоже не может	1	1
112	бы то ни	4	1
113	до настоящего времени	1	1
114	а не в	3	1
115	в его целом	1	1
116	и в том	1	1
117	и притом в	1	1
118	самое и в	1	1
119	же самое и	1	1
120	мы без труда	2	1
121	мы еще не	1	1
122	оно ни было	1	1
123	определить как его	1	1
124	раз и навсегда	3	1
125	в этом же	1	1
126	его от всех	1	1
127	если же мы	1	1
128	мы можем сказать	1	1
129	есть одно из	1	1
130	точки зрения самого	2	1
131	а потому что	1	1
132	выходит за пределы	1	1
133	оно не только	1	1
134	у нас в	1	1
135	его вовсе не	1	1
136	однако отнюдь не	1	1
137	может и не	1	1
138	и в литературе	1	1
139	что в процессе	1	1
140	при всем этом	1	1
141	к тому что	2	1
142	это не просто	1	1
143	только в этом	1	1
144	в определенном месте	1	1
145	мы уже указывали	1	1
146	самом же деле	2	1
147	как и в	1	1
148	никак не должны	1	1
149	как мы видели	2	1
150	в отдельности и	1	1
151	и только в	1	1
