N	2gram	Bakhtin_sl_1	StatiiOP
1	и в	41	29
2	том что	2	27
3	в том	3	27
4	в этом	12	21
5	не только	16	19
6	но и	16	19
7	о том	3	17
8	в его	13	13
9	между прочим	1	12
10	в которой	4	11
11	все это	5	11
12	таким образом	9	10
13	к тому	3	10
14	и т	28	9
15	в своем	3	9
16	он не	3	9
17	потому что	2	9
18	так и	11	9
19	этом отношении	1	9
20	и не	16	9
21	как на	1	9
22	но в	8	8
23	как раз	2	8
24	в ней	4	7
25	в самом	5	7
26	в своей	7	7
27	в котором	2	7
28	не столько	1	7
29	тому что	2	7
30	для того	2	7
31	в виду	1	7
32	вместе с	1	7
33	одним из	4	6
34	и на	14	6
35	все же	7	6
36	т д	5	6
37	вовсе не	7	6
38	того чтобы	1	6
39	и его	14	6
40	и что	1	6
41	в одном	2	6
42	до сих	2	6
43	в течение	1	6
44	было бы	3	5
45	точки зрения	16	5
46	в языке	5	5
47	того что	3	5
48	между тем	2	5
49	в качестве	3	5
50	прежде всего	8	5
51	а не	15	5
52	о чем	1	5
53	в той	10	5
54	как бы	12	5
55	сих пор	2	5
56	кроме того	4	4
57	хотя и	2	4
58	и к	5	4
59	в нем	30	4
60	в другом	2	4
61	и с	4	4
62	не в	7	4
63	дело в	1	4
64	ничего не	4	4
65	и о	2	4
66	но с	1	4
67	связи с	2	4
68	для него	3	4
69	с другой	5	4
70	именно в	3	4
71	в частности	2	4
72	своего времени	1	4
73	работы над	1	4
74	еще более	5	4
75	а как	2	4
76	в романе	21	4
77	к этому	2	4
78	например в	2	3
79	же как	2	3
80	на самом	2	3
81	в их	4	3
82	его не	1	3
83	оба эти	1	3
84	хотя бы	3	3
85	и он	1	3
86	не был	1	3
87	но не	2	3
88	могло быть	1	3
89	в общем	1	3
90	которые не	1	3
91	как в	8	3
92	с этим	3	3
93	не было	3	3
94	в известном	2	3
95	вообще не	3	3
96	в начале	1	3
97	из них	3	3
98	ни в	1	3
99	в эту	2	3
100	в этих	2	3
101	одном из	1	3
102	но он	2	3
103	не менее	1	3
104	самого начала	1	3
105	одной из	3	3
106	не могло	3	3
107	никогда не	3	3
108	и по	2	3
109	у нас	2	3
110	оно не	6	3
111	с самого	1	3
112	и здесь	3	3
113	как у	1	3
114	наконец в	2	3
115	но это	1	3
116	вот что	1	3
117	так что	2	3
118	всяком случае	5	3
119	т п	23	3
120	и даже	6	3
121	а с	2	3
122	до конца	12	3
123	сколько в	1	3
124	так же	2	3
125	относятся к	1	3
126	другой стороны	4	3
127	не является	2	3
128	отношении к	6	3
129	во всяком	7	3
130	как известно	1	2
131	также и	3	2
132	того же	6	2
133	из его	1	2
134	то же	14	2
135	поэзии и	4	2
136	в письмах	1	2
137	для своего	1	2
138	в сочетании	2	2
139	бы то	1	2
140	с его	4	2
141	отличие от	1	2
142	нет и	1	2
143	что они	2	2
144	на то	1	2
145	там где	4	2
146	в истории	3	2
147	в одной	1	2
148	он по	1	2
149	более или	3	2
150	в чисто	2	2
151	все эти	9	2
152	выражение в	3	2
153	в этой	1	2
154	в себе	3	2
155	и те	2	2
156	на его	8	2
157	при этом	6	2
158	если бы	1	2
159	тем не	1	2
160	не к	1	2
161	полемики с	1	2
162	и более	1	2
163	о мире	1	2
164	значительной степени	1	2
165	том же	4	2
166	то ни	1	2
167	а затем	1	2
168	конечно в	1	2
169	не дает	1	2
170	литературного языка	20	2
171	его в	3	2
172	это было	1	2
173	на почве	4	2
174	в это	1	2
175	о которых	1	2
176	как и	4	2
177	несмотря на	1	2
178	действительно не	2	2
179	в один	1	2
180	или менее	3	2
181	в отношении	6	2
182	к истории	1	2
183	с точки	8	2
184	в отличие	1	2
185	от его	3	2
186	где нет	2	2
187	в устах	1	2
188	даже в	2	2
189	и вся	1	2
190	xviii века	2	2
191	в то	14	2
192	дело не	2	2
193	в процессе	4	2
194	есть еще	1	2
195	только не	1	2
196	не может	14	2
197	только с	1	2
198	в каком	1	2
199	языка в	16	2
200	в духе	2	2
201	взглянуть на	1	2
202	поэт не	1	2
203	поэтического языка	3	2
204	на это	1	2
205	и это	1	2
206	в ее	2	2
207	и сам	3	2
208	особенно в	1	2
209	он был	1	2
210	даны в	1	2
211	а также	2	2
212	в значительной	1	2
213	по их	1	2
214	борьба с	1	2
215	что и	1	2
216	нашло свое	1	2
217	чем он	2	2
218	в какой	1	2
219	только в	6	2
220	бы ни	3	2
221	ни с	1	2
222	так как	3	2
223	случае не	1	2
224	свое выражение	2	2
225	может быть	14	2
226	в них	6	2
227	в роман	19	2
228	ближайшим образом	1	2
229	в особенности	8	2
230	со стороны	1	2
231	и речи	2	2
232	ему не	2	2
233	и др	14	2
234	в обращении	1	2
235	и самый	1	2
236	только по	1	2
237	на этот	1	2
238	не на	5	2
239	его как	2	2
240	взаимоотношения между	1	2
241	мнение о	2	2
242	и вообще	2	2
243	связь с	2	2
244	эти слова	2	2
245	и потому	4	2
246	к своему	6	2
247	по своему	2	2
248	в данном	3	2
249	такого рода	2	2
250	по существу	3	2
251	с этой	3	2
252	языка которая	1	2
253	столько в	1	2
254	в первые	1	2
255	из романа	2	2
256	в результате	3	2
257	конечно и	2	2
258	ни было	2	2
259	диалог между	1	2
260	сказать что	2	2
261	совершенно не	2	2
262	и другие	1	2
263	они не	1	2
264	а между	2	1
265	ту же	4	1
266	с жизнью	1	1
267	жил в	1	1
268	и то	2	1
269	совершенно новый	1	1
270	к своей	2	1
271	в первом	3	1
272	за все	1	1
273	характерное для	1	1
274	по преимуществу	4	1
275	и до	1	1
276	не имеют	1	1
277	для понимания	2	1
278	действительности и	1	1
279	в зависимости	3	1
280	века в	2	1
281	которыми он	1	1
282	той же	2	1
283	из всех	1	1
284	смотреть на	1	1
285	брань и	1	1
286	мы не	2	1
287	возраст в	1	1
288	в сущности	13	1
289	смысловые и	7	1
290	поэтического слова	9	1
291	еще не	4	1
292	оценок и	4	1
293	в последних	1	1
294	этим не	1	1
295	но как	1	1
296	в сторону	1	1
297	одни и	1	1
298	отношение к	7	1
299	слову в	2	1
300	произведение не	1	1
301	не просто	1	1
302	в прозу	1	1
303	пушкиным как	1	1
304	проч все	1	1
305	что как	1	1
306	языку в	1	1
307	целый ряд	1	1
308	следующие строки	1	1
309	для стилистического	1	1
310	именно эта	2	1
311	о самом	1	1
312	них как	2	1
313	к другому	1	1
314	так или	1	1
315	из этих	3	1
316	сил в	2	1
317	языка к	1	1
318	и тот	1	1
319	зависимости от	3	1
320	только один	1	1
321	очень велико	1	1
322	и если	1	1
323	что она	1	1
324	в определенном	1	1
325	языком а	2	1
326	только себя	1	1
327	но именно	4	1
328	вследствие этого	1	1
329	где все	1	1
330	от которого	1	1
331	одному из	2	1
332	перестает быть	2	1
333	которой на	1	1
334	в понимании	3	1
335	к одному	1	1
336	не как	4	1
337	свое время	1	1
338	прошлого века	1	1
339	почвы для	1	1
340	языком и	1	1
341	на этом	2	1
342	одно и	2	1
343	в основу	1	1
344	значение в	1	1
345	различие между	1	1
346	и лица	1	1
347	связанных с	4	1
348	те же	2	1
349	зрения на	7	1
350	в несколько	1	1
351	и интонаций	1	1
352	заключается в	1	1
353	не умеет	1	1
354	с другими	5	1
355	действительности в	1	1
356	роль в	2	1
357	и тем	2	1
358	для них	2	1
359	но уже	1	1
360	текст в	1	1
361	и уже	1	1
362	мы видели	1	1
363	не эпохи	1	1
364	и некоторые	1	1
365	в еще	1	1
366	но если	1	1
367	от своего	1	1
368	и их	1	1
369	остающаяся в	1	1
370	место в	1	1
371	это разные	1	1
372	в прозе	1	1
373	в условиях	2	1
374	о языке	1	1
375	языке так	1	1
376	сам же	1	1
377	и той	2	1
378	и эти	2	1
379	и почти	3	1
380	в оправу	2	1
381	время был	1	1
382	на один	2	1
383	какие бы	1	1
384	весь в	1	1
385	при всех	2	1
386	слово должно	1	1
387	она не	3	1
388	с теми	1	1
389	и проч	2	1
390	одна из	2	1
391	в основе	5	1
392	которого он	1	1
393	героев и	1	1
394	но только	1	1
395	для всего	1	1
396	все свои	2	1
397	и без	1	1
398	с большой	1	1
399	же время	12	1
400	и лишь	1	1
401	в виноградов	1	1
402	к концу	1	1
403	для осуществления	1	1
404	одному и	2	1
405	века не	1	1
406	звучит в	1	1
407	как живая	1	1
408	на все	2	1
409	в стиле	1	1
410	ни о	2	1
411	и стиля	2	1
412	п в	1	1
413	исходить из	1	1
414	но место	1	1
415	прозу и	3	1
416	не могут	3	1
417	он и	1	1
418	на границе	1	1
419	в среде	1	1
420	его за	1	1
421	отличается от	1	1
422	с полной	1	1
423	не отдавать	1	1
424	не встречается	1	1
425	другими формами	1	1
426	мы до	1	1
427	все попытки	1	1
428	этого рода	1	1
429	он никогда	1	1
430	торжественный язык	1	1
431	как мы	8	1
432	в свое	3	1
433	правом можно	1	1
434	что все	2	1
435	велика в	1	1
436	свою очередь	2	1
437	здесь не	2	1
438	без всякого	1	1
439	данном случае	3	1
440	в в	1	1
441	характер и	1	1
442	то время	2	1
443	в пределах	14	1
444	с оттенком	2	1
445	так в	2	1
446	на том	2	1
447	и совершенно	1	1
448	говорит на	1	1
449	переход к	1	1
450	можно было	2	1
451	не с	2	1
452	и которые	1	1
453	каждого из	1	1
454	на которую	1	1
455	которые он	1	1
456	превращаясь в	1	1
457	введенные в	2	1
458	не были	3	1
459	в диалог	1	1
460	жанра в	4	1
461	разговорного языка	1	1
462	к языку	3	1
463	без кавычек	1	1
464	образом в	3	1
465	в построении	2	1
466	связанное с	1	1
467	со всех	1	1
468	именно потому	1	1
469	столь же	2	1
470	и ему	1	1
471	входя в	4	1
472	голоса в	2	1
473	одного из	2	1
474	но основное	1	1
475	можно сказать	2	1
476	с художественными	1	1
477	и речей	1	1
478	и во	3	1
479	и вследствие	1	1
480	на всех	1	1
481	те или	3	1
482	смысле не	1	1
483	или иначе	1	1
484	от них	1	1
485	во втором	1	1
486	эти два	1	1
487	нуждается в	1	1
488	в форме	1	1
489	все время	3	1
490	один из	4	1
491	в двух	1	1
492	романа и	5	1
493	более резко	1	1
494	тот же	1	1
495	места в	1	1
496	с ними	3	1
497	лишь на	3	1
498	те которые	1	1
499	поэтому и	3	1
500	на смертном	1	1
501	в самое	1	1
502	или же	1	1
503	с которыми	2	1
504	существенным и	1	1
505	в указанном	1	1
506	конечно не	3	1
507	время по	1	1
508	только на	2	1
509	такие слова	1	1
510	в поэзии	3	1
511	языка как	4	1
512	поэзии но	1	1
513	которое нашло	1	1
514	от других	2	1
515	речь в	2	1
516	в известной	2	1
517	точка зрения	8	1
518	себя до	1	1
519	живого слова	1	1
520	х годах	1	1
521	у нее	1	1
522	а в	6	1
523	среди которых	1	1
524	как его	5	1
525	но что	1	1
526	у него	3	1
527	смысле слова	2	1
528	в ответе	1	1
529	в каждом	4	1
530	форму и	1	1
531	в очень	1	1
532	не укладывается	2	1
533	с общим	1	1
534	именно как	2	1
535	литературному языку	3	1
536	а на	2	1
537	своему стилистическому	1	1
538	возможность иных	1	1
539	язык в	4	1
540	за пределы	4	1
541	строится в	1	1
542	уходит в	1	1
543	слова на	1	1
544	и экспрессивные	3	1
545	его романа	1	1
546	романа в	3	1
547	себя и	1	1
548	что для	1	1
549	месте и	1	1
550	них и	1	1
551	то и	1	1
552	его исторического	1	1
553	после этих	1	1
554	ничем не	1	1
555	б он	1	1
556	мы и	2	1
557	с которым	2	1
558	языка не	1	1
559	в руках	1	1
560	конечно на	1	1
561	очень велика	1	1
562	на эту	1	1
563	и слово	2	1
564	жизнь в	2	1
565	особенностей и	1	1
566	не те	1	1
567	но оно	3	1
568	и теми	1	1
569	на который	1	1
570	своей социальной	1	1
571	сделать его	1	1
572	на правах	2	1
573	по своим	6	1
574	стилистического анализа	2	1
575	которые являются	2	1
576	у автора	1	1
577	на возможность	2	1
578	одновременно и	2	1
579	со всею	2	1
580	да и	1	1
581	бы его	2	1
582	эти попытки	1	1
583	быть не	1	1
584	своего поэтического	1	1
585	в контексте	2	1
586	на пути	1	1
587	смертном одре	1	1
588	этом случае	2	1
589	известном смысле	2	1
590	впрочем не	1	1
591	в х	1	1
592	на своем	5	1
593	вокруг него	2	1
594	чисто поэтических	2	1
595	нисколько не	2	1
596	которые были	1	1
597	служить своим	1	1
598	при всем	3	1
599	на одной	1	1
600	риторических формах	3	1
601	в более	1	1
602	за его	1	1
603	языка все	1	1
604	и для	4	1
605	которых он	1	1
606	идет ли	1	1
607	и от	4	1
608	или в	8	1
609	и среди	1	1
610	своем пути	1	1
611	в отдельных	1	1
612	для нас	2	1
613	из различных	1	1
614	от него	1	1
615	и все	4	1
616	бы в	1	1
617	язык не	2	1
618	все они	7	1
619	укладывается в	2	1
620	же в	1	1
621	в свою	3	1
622	входить в	1	1
623	которой все	1	1
624	между ними	2	1
625	языка на	3	1
626	которого ничего	1	1
627	в последнем	1	1
628	из этого	3	1
629	сам в	1	1
630	занимает в	1	1
631	стиля и	7	1
632	силу а	1	1
633	жизни и	1	1
634	пути к	1	1
635	но эти	3	1
636	о себе	1	1
637	как слово	1	1
