N	2gram	Vinokur_St_2	FransuaR
1	и в	29	29
2	таким образом	10	20
3	и не	9	16
4	в эпоху	1	15
5	в этой	2	13
6	и все	1	13
7	но в	8	12
8	как и	2	12
9	и на	6	11
10	в этом	21	11
11	так и	9	11
12	то же	2	10
13	не только	19	10
14	во время	2	10
15	в то	2	10
16	как мы	1	10
17	в романе	4	10
18	все эти	2	9
19	и с	4	9
20	его в	2	9
21	в конце	2	9
22	вовсе не	6	9
23	но и	19	9
24	же время	1	8
25	и его	6	8
26	в его	13	8
27	прежде всего	5	8
28	как бы	5	8
29	этого эпизода	1	7
30	в них	2	7
31	мы видели	1	7
32	в том	27	7
33	так как	2	7
34	еще и	3	7
35	так же	3	7
36	в сущности	1	6
37	своего рода	5	6
38	но он	3	6
39	из них	3	6
40	это и	1	5
41	и до	1	5
42	что это	3	5
43	в нем	4	5
44	он и	1	5
45	в своей	7	5
46	до конца	3	5
47	и о	4	5
48	поэтому и	1	5
49	все они	1	5
50	у него	1	5
51	сказать что	2	5
52	и по	3	5
53	того же	2	5
54	также и	2	4
55	на самом	3	4
56	в которой	11	4
57	еще не	1	4
58	с его	2	4
59	конце концов	1	4
60	в образе	3	4
61	которую он	2	4
62	точки зрения	5	4
63	но они	2	4
64	в результате	2	4
65	что он	13	4
66	конечно не	1	4
67	тем что	3	4
68	связан с	3	4
69	с другой	4	4
70	и др	2	4
71	по своему	2	4
72	но это	3	4
73	все это	11	4
74	один из	1	4
75	этой системы	1	4
76	то что	11	4
77	жизни и	1	4
78	по преимуществу	1	3
79	той же	1	3
80	брань и	1	3
81	и здесь	3	3
82	в ней	7	3
83	в чем	1	3
84	но как	1	3
85	в своем	9	3
86	и как	2	3
87	более или	2	3
88	в себе	2	3
89	церкви и	1	3
90	при этом	2	3
91	он не	9	3
92	и сам	2	3
93	для того	7	3
94	своего времени	4	3
95	в году	3	3
96	а затем	2	3
97	особенно в	2	3
98	на пир	1	3
99	такой же	1	3
100	том что	27	3
101	или менее	2	3
102	в эту	3	3
103	почти все	2	3
104	самого начала	3	3
105	существенно связан	1	3
106	того чтобы	6	3
107	конечно и	2	3
108	и вполне	1	3
109	здесь не	1	3
110	в ее	2	3
111	с самого	3	3
112	роль в	1	3
113	что у	4	3
114	однако ж	1	3
115	образом в	1	3
116	отметить что	2	3
117	все время	1	3
118	того что	5	3
119	с ними	1	3
120	в качестве	5	3
121	и их	1	3
122	ведь это	1	3
123	в известной	1	3
124	том числе	1	3
125	мы можем	1	3
126	не случайно	1	3
127	средних веков	1	3
128	и даже	3	3
129	на эту	1	3
130	там где	2	3
131	нужно отметить	1	3
132	все же	6	3
133	что значит	1	3
134	тот же	1	3
135	другой стороны	3	3
136	в частности	4	3
137	одновременно и	1	3
138	как известно	2	2
139	с жизнью	1	2
140	по адресу	2	2
141	и то	1	2
142	в приведенном	1	2
143	этот был	1	2
144	и отрицательных	1	2
145	то время	1	2
146	в виду	7	2
147	в числе	2	2
148	он был	2	2
149	на них	1	2
150	понятно почему	1	2
151	но не	3	2
152	что они	2	2
153	в одной	2	2
154	как в	3	2
155	вот как	1	2
156	это был	2	2
157	кроме того	4	2
158	хотя и	4	2
159	и к	4	2
160	раз в	2	2
161	своем романе	1	2
162	и тот	1	2
163	как он	2	2
164	на его	2	2
165	одному из	1	2
166	новое и	1	2
167	на этом	1	2
168	в основу	1	2
169	может быть	2	2
170	для своей	2	2
171	ни в	3	2
172	средства для	1	2
173	в один	2	2
174	не мог	3	2
175	в этих	3	2
176	в котором	7	2
177	с точки	2	2
178	в их	3	2
179	место в	1	2
180	его современников	1	2
181	не столько	7	2
182	большую роль	1	2
183	что я	2	2
184	эпизода и	1	2
185	том же	2	2
186	принадлежат к	1	2
187	дело в	4	2
188	но только	1	2
189	никогда не	3	2
190	связи с	4	2
191	как будто	1	2
192	у меня	3	2
193	под видом	1	2
194	с полной	1	2
195	к тому	10	2
196	где он	2	2
197	о том	17	2
198	и это	2	2
199	им в	1	2
200	эпизода в	1	2
201	или в	1	2
202	времени и	4	2
203	было в	1	2
204	кто хотел	1	2
205	связанных с	1	2
206	во второй	1	2
207	поэтому в	1	2
208	на этой	1	2
209	а также	2	2
210	в ту	1	2
211	одной из	3	2
212	недаром и	1	2
213	до нас	1	2
214	это же	1	2
215	уже в	1	2
216	ни с	2	2
217	как раз	8	2
218	в особенности	2	2
219	со стороны	2	2
220	о своей	2	2
221	именно в	4	2
222	к которому	1	2
223	но оно	1	2
224	нужно сказать	1	2
225	они не	2	2
226	не на	2	2
227	что из	1	2
228	о чем	5	2
229	в той	5	2
230	да и	1	2
231	на свете	1	2
232	ссылается на	1	2
233	между прочим	12	2
234	о мире	2	2
235	и для	1	2
236	которых он	1	2
237	этого рода	1	2
238	еще раз	1	2
239	в основе	1	2
240	а как	4	2
241	жизни в	1	2
242	между ними	1	2
243	их с	1	2
244	не может	2	2
245	но этот	1	2
246	раза в	1	2
247	из этого	1	2
248	этой сцены	1	2
249	в трех	1	2
250	но эти	1	2
251	как на	9	2
252	только в	2	2
253	и другие	2	2
254	в своих	1	2
255	к этому	4	2
256	смысле слова	1	1
257	ту же	1	1
258	же как	3	1
259	xvii века	1	1
260	жил в	1	1
261	с кем	1	1
262	вряд ли	3	1
263	освящены традицией	1	1
264	за собой	1	1
265	в чисто	2	1
266	из его	2	1
267	но важно	1	1
268	все были	1	1
269	в какой-то	1	1
270	в самом	7	1
271	века в	1	1
272	на высоту	1	1
273	со всех	1	1
274	несколько лет	1	1
275	что вся	1	1
276	возможно по	1	1
277	не приходится	4	1
278	и тут	1	1
279	что многие	1	1
280	не вполне	1	1
281	результате с	1	1
282	которое в	1	1
283	к брату	1	1
284	и он	3	1
285	в сцене	7	1
286	это время	2	1
287	переход к	1	1
288	литературы и	1	1
289	он сам	1	1
290	только после	1	1
291	самом деле	3	1
292	и всего	1	1
293	а тем	1	1
294	в общем	3	1
295	отношение к	1	1
296	были глубоко	1	1
297	отличие от	2	1
298	тут же	1	1
299	воплощенной в	1	1
300	нет и	2	1
301	за пределы	1	1
302	значение для	1	1
303	к сожалению	2	1
304	с этим	3	1
305	до его	1	1
306	от истории	1	1
307	становится особенно	1	1
308	целый ряд	1	1
309	новую жизнь	1	1
310	нового и	1	1
311	говорят о	1	1
312	нее так	1	1
313	всего к	1	1
314	только на	1	1
315	с их	1	1
316	ни одного	3	1
317	только один	1	1
318	о ее	1	1
319	тому же	3	1
320	на то	2	1
321	борьбы с	3	1
322	с громадным	1	1
323	что слово	1	1
324	к участию	1	1
325	и если	1	1
326	со всею	1	1
327	например как	1	1
328	этом споре	1	1
329	эта последняя	1	1
330	к одному	1	1
331	прочим и	1	1
332	прежде чем	1	1
333	легенды о	1	1
334	что она	1	1
335	одно и	1	1
336	старика но	1	1
337	он просто	1	1
338	они должны	1	1
339	за то	3	1
340	значение в	1	1
341	конечно в	2	1
342	об этой	1	1
343	об этом	6	1
344	что мне	1	1
345	обратился к	1	1
346	зрения на	1	1
347	г в	5	1
348	это было	2	1
349	что один	1	1
350	даже в	2	1
351	почти единственным	1	1
352	знаком с	2	1
353	был вполне	1	1
354	только о	2	1
355	а за	1	1
356	и очень	1	1
357	в данном	2	1
358	была в	1	1
359	на этот	2	1
360	мы не	1	1
361	в тоне	1	1
362	на таких	1	1
363	после этих	1	1
364	как своего	2	1
365	что такое	2	1
366	нас не	2	1
367	и без	1	1
368	в отношении	2	1
369	пор в	1	1
370	на свою	1	1
371	то его	1	1
372	в отличие	2	1
373	нельзя было	1	1
374	они представители	1	1
375	времени не	2	1
376	было связано	1	1
377	в россии	3	1
378	спустя после	1	1
379	что было	2	1
380	приведенный отрывок	1	1
381	и почти	1	1
382	и вся	2	1
383	несовместимое с	1	1
384	можно ли	1	1
385	вплоть до	1	1
386	что эта	3	1
387	собственному признанию	1	1
388	мало того	1	1
389	виду что	1	1
390	в обоих	3	1
391	что ему	3	1
392	дело не	2	1
393	на него	1	1
394	не по	2	1
395	в историческую	2	1
396	которого он	1	1
397	говорить о	1	1
398	из собеседников	2	1
399	и стал	1	1
400	совершенно правильно	1	1
401	чем не	1	1
402	найти в	1	1
403	ничего не	4	1
404	связанное с	1	1
405	при всем	1	1
406	как она	1	1
407	и народной	1	1
408	потому что	9	1
409	по дороге	1	1
410	участию в	1	1
411	в стихотворной	1	1
412	этом отношении	9	1
413	что на	3	1
414	у нас	3	1
415	в городе	1	1
416	нам что	1	1
417	в духе	2	1
418	главный мотив	1	1
419	что все	1	1
420	но все	7	1
421	похож на	1	1
422	которого я	1	1
423	и источников	1	1
424	его за	1	1
425	бы он	1	1
426	ряд новых	1	1
427	они и	1	1
428	в полной	2	1
429	утверждать что	2	1
430	подчеркнуть что	3	1
431	так например	7	1
432	в каждой	1	1
433	значения и	1	1
434	не будет	1	1
435	четыре раза	1	1
436	свою очередь	1	1
437	и сами	1	1
438	данном случае	1	1
439	и от	1	1
440	идет не	1	1
441	так в	1	1
442	исторические события	1	1
443	на том	1	1
444	можно было	1	1
445	на нее	3	1
446	пленника и	2	1
447	те же	1	1
448	в борьбе	1	1
449	еще в	2	1
450	она была	1	1
451	с реальными	1	1
452	возможно что	1	1
453	скажу что	1	1
454	и всякого	1	1
455	если бы	2	1
456	в тех	2	1
457	быть ни	1	1
458	не существовало	1	1
459	в отдельных	1	1
460	но к	1	1
461	и что	6	1
462	с того	1	1
463	можно сказать	1	1
464	и во	1	1
465	от него	1	1
466	из толпы	1	1
467	обходилось без	1	1
468	лет спустя	1	1
469	судить о	1	1
470	борьба с	2	1
471	эти два	1	1
472	что и	2	1
473	в форме	1	1
474	еще более	4	1
475	тех пор	1	1
476	каждая реплика	1	1
477	но с	4	1
478	не как	1	1
479	не хотят	1	1
480	важно подчеркнуть	1	1
481	народном языке	1	1
482	будто бы	1	1
483	непосредственно из	1	1
484	очень много	1	1
485	и освящены	1	1
486	на смертном	1	1
487	исторической действительности	1	1
488	или же	1	1
489	от них	1	1
490	по этому	2	1
491	его друзей	1	1
492	был очень	1	1
493	и новым	1	1
494	чем обычно	1	1
495	г и	1	1
496	этого процесса	1	1
497	при помощи	4	1
498	ж не	1	1
499	эти слова	2	1
500	для него	4	1
501	в одном	6	1
502	у нее	1	1
503	при решении	1	1
504	как его	1	1
505	и разнообразием	1	1
506	усматривали в	1	1
507	но за	1	1
508	в очень	1	1
509	в это	2	1
510	до сих	6	1
511	и создавал	1	1
512	что тот	1	1
513	чем он	2	1
514	текст в	1	1
515	а с	3	1
516	отрицательную оценку	1	1
517	в живом	1	1
518	говорит о	2	1
519	площадной и	1	1
520	в книге	1	1
521	и самый	2	1
522	в некоторых	2	1
523	на которых	1	1
524	который с	1	1
525	с которым	1	1
526	из соображений	1	1
527	не умеют	1	1
528	французской поэзии	1	1
529	и слово	1	1
530	не исключает	1	1
531	не обходилось	1	1
532	в руках	1	1
533	и вообще	2	1
534	перестали быть	1	1
535	года но	1	1
536	к его	1	1
537	и потому	2	1
538	для самого	1	1
539	отрывок из	2	1
540	независимо от	1	1
541	к самому	1	1
542	находим и	1	1
543	над ним	1	1
544	в изображении	1	1
545	характерное для	1	1
546	с тех	1	1
547	и всей	1	1
548	из этой	2	1
549	с этой	2	1
550	или с	2	1
551	все как	1	1
552	смертном одре	1	1
553	и низкий	1	1
554	нечто совершенно	1	1
555	в условиях	1	1
556	сих пор	5	1
557	этом и	1	1
558	слова самые	1	1
559	которые были	1	1
560	сторона этого	1	1
561	в более	1	1
562	отправился к	1	1
563	поэму в	1	1
564	стихию как	1	1
565	в связи	1	1
566	сцены в	2	1
567	жизнь в	1	1
568	к одной	1	1
569	для нас	1	1
570	романа в	1	1
571	не должен	2	1
572	у которого	1	1
573	в свете	1	1
574	только что	2	1
575	них и	1	1
576	и роста	1	1
577	исторических и	1	1
578	не дает	2	1
579	в свою	1	1
580	и внутренне	1	1
581	на это	2	1
582	что в	19	1
583	и исторических	1	1
584	а я	1	1
585	при оценке	1	1
586	как слово	1	1
587	и языковой	1	1
588	в таком	1	1
589	все что	1	1
