N	2gram	Bakhtin_sl_1	Stilisti
1	и в	41	42
2	не только	16	27
3	как бы	12	27
4	прежде всего	8	22
5	внутренней речи	3	18
6	хотя бы	3	17
7	то же	14	15
8	но и	16	15
9	и не	16	14
10	не может	14	12
11	может быть	14	12
12	мы уже	2	11
13	как и	4	11
14	точки зрения	16	11
15	в этом	12	10
16	как мы	8	10
17	что мы	1	10
18	мы не	2	9
19	при этом	6	9
20	в то	14	9
21	для того	2	9
22	в ней	4	8
23	все же	7	8
24	в себе	3	8
25	таким образом	9	8
26	и это	1	8
27	слово как	5	8
28	эти слова	2	8
29	в зависимости	3	7
30	зависимости от	3	7
31	и на	14	7
32	в которой	4	7
33	было бы	3	7
34	и тем	2	7
35	так как	3	7
36	никогда не	3	7
37	же время	12	7
38	потому что	2	7
39	того чтобы	1	7
40	ничего не	4	7
41	с его	4	7
42	слов и	2	7
43	только в	6	7
44	и его	14	7
45	а не	15	7
46	и от	4	7
47	во всех	17	6
48	точку зрения	3	6
49	в этой	1	6
50	на его	8	6
51	в нем	30	6
52	не в	7	6
53	в процессе	4	6
54	так и	11	6
55	язык и	10	6
56	в форме	1	6
57	язык в	4	6
58	и так	1	6
59	или иной	9	6
60	речи и	1	6
61	говорящего и	2	6
62	в свою	3	6
63	той же	2	5
64	в той	10	5
65	и наконец	4	5
66	одно и	2	5
67	и с	4	5
68	того или	2	5
69	же мы	1	5
70	мы видели	1	5
71	с точки	8	5
72	и той	2	5
73	тому что	2	5
74	в сознании	2	5
75	а в	6	5
76	не является	2	5
77	те же	2	5
78	в его	13	5
79	и следовательно	7	5
80	и их	1	5
81	слова в	8	5
82	точек зрения	5	5
83	с помощью	1	5
84	вместе с	1	5
85	слова и	13	5
86	или иного	2	5
87	на слушателя	5	4
88	и то	2	4
89	мы называем	1	4
90	слово не	2	4
91	себя в	9	4
92	и к	5	4
93	но в	8	4
94	в самом	5	4
95	так сказать	5	4
96	уже не	2	4
97	всех своих	2	4
98	можно было	2	4
99	в каждом	4	4
100	его в	3	4
101	и без	1	4
102	самого начала	1	4
103	у нас	2	4
104	всего в	1	4
105	к тому	3	4
106	той или	9	4
107	на это	1	4
108	свою очередь	2	4
109	внутренняя речь	1	4
110	языка и	12	4
111	с самого	1	4
112	если бы	1	4
113	о том	3	4
114	влияние на	1	4
115	можно сказать	2	4
116	все время	3	4
117	того что	3	4
118	один из	4	4
119	мы видим	2	4
120	в качестве	3	4
121	если мы	2	4
122	точка зрения	8	4
123	речь и	3	4
124	не просто	1	4
125	а с	2	4
126	в слове	7	4
127	то есть	26	4
128	к своему	6	4
129	все это	5	4
130	не знаем	1	4
131	бы в	1	4
132	зрения в	1	4
133	выбор слов	1	4
134	так же	2	4
135	долгое время	1	3
136	словом и	3	3
137	на самом	2	3
138	социальной группы	2	3
139	муки слова	1	3
140	еще не	4	3
141	нет и	1	3
142	или иное	1	3
143	перед нами	4	3
144	хотя и	2	3
145	та же	1	3
146	выражение в	3	3
147	вследствие этого	1	3
148	не к	1	3
149	языком и	1	3
150	связанных с	4	3
151	лишь в	4	3
152	это не	6	3
153	может стать	1	3
154	чаще всего	1	3
155	ведь в	1	3
156	том что	2	3
157	бы мы	1	3
158	в разных	3	3
159	слова как	6	3
160	связи с	2	3
161	да и	1	3
162	слова но	1	3
163	в виду	1	3
164	в ее	2	3
165	то или	1	3
166	роль в	2	3
167	внутреннюю речь	1	3
168	и здесь	3	3
169	нуждается в	1	3
170	жизни и	1	3
171	конечно не	3	3
172	только на	2	3
173	из них	3	3
174	его и	3	3
175	в котором	2	3
176	в одном	2	3
177	содержание и	1	3
178	но что	1	3
179	свое выражение	2	3
180	от того	1	3
181	что и	1	3
182	и даже	6	3
183	всякое высказывание	1	3
184	социальной жизни	1	3
185	всякое слово	1	3
186	и эта	2	3
187	из социального	1	3
188	и уже	1	3
189	высказывания с	1	3
190	этого слова	1	3
191	авторской речью	1	3
192	как только	3	3
193	этом случае	2	3
194	в целом	2	3
195	высказывания и	2	3
196	как таковой	1	3
197	в начале	1	3
198	и слово	2	3
199	тех или	1	3
200	и для	4	3
201	для нас	2	3
202	и все	4	3
203	язык не	2	3
204	о своем	1	3
205	между ними	2	3
206	не знает	1	3
207	сказать что	2	3
208	высказывания как	1	3
209	к полному	1	2
210	также и	3	2
211	его не	1	2
212	со всех	1	2
213	мы имеем	1	2
214	всех его	7	2
215	высказывания в	1	2
216	идеологические системы	1	2
217	но даже	1	2
218	и он	1	2
219	же слово	3	2
220	не нужно	1	2
221	между собой	2	2
222	оценок и	4	2
223	но не	2	2
224	в помощи	1	2
225	отношение к	7	2
226	как в	8	2
227	и стилистика	3	2
228	и нет	1	2
229	целый ряд	1	2
230	бы и	3	2
231	все эти	9	2
232	бы не	1	2
233	и те	2	2
234	речи но	2	2
235	высказывания не	2	2
236	друг другу	2	2
237	к миру	1	2
238	понимания и	1	2
239	и сам	3	2
240	по своему	2	2
241	одной и	1	2
242	отношение говорящего	1	2
243	человека в	1	2
244	значительной степени	1	2
245	и ответ	1	2
246	связанные с	3	2
247	зрения на	7	2
248	есть не	1	2
249	с этим	3	2
250	в жизни	1	2
251	его стилистическую	1	2
252	в этих	2	2
253	в своей	7	2
254	ли он	4	2
255	в отношении	6	2
256	слова здесь	1	2
257	мы говорили	1	2
258	место в	1	2
259	свое высказывание	1	2
260	в которых	1	2
261	для всякого	1	2
262	которые в	3	2
263	однако в	1	2
264	его речь	1	2
265	не должно	3	2
266	ее с	1	2
267	в основе	5	2
268	каждый из	1	2
269	стилистическое своеобразие	2	2
