N	4gram	Vinokur_Vv_1	Myshleni
1	заключается в том что	2	4
2	в собственном смысле слова	1	3
3	заключается в том чтобы	1	3
4	состоит в том что	2	3
5	с одной стороны и	3	2
6	на вопрос о том	4	2
7	то же самое что	2	2
8	заключается вовсе не в	1	1
9	дело в том что	2	1
10	мы имеем в виду	1	1
11	ответ на этот вопрос	1	1
12	именно в этом пункте	1	1
13	только в том что	1	1
14	собственном смысле слова в	1	1
15	представление о том что	1	1
16	в том что такое	1	1
17	в течение многих лет	1	1
18	бы то ни было	1	1
19	в зависимости от того	1	1
20	сомнений в том что	1	1
21	к действительности а именно	1	1
22	приходит к выводу что	1	1
23	ответить на этот вопрос	1	1
24	и в самом деле	3	1
25	смысле этого слова как	1	1
26	в том что в	1	1
27	в связи с этим	1	1
